Reference	LeftContext	Pivot	RightContext
Athalie, 36	. Ami, peux -tu penser que d'	un zèle	frivole Je me laisse aveugler pour une vaine idole, Pour un
Athalie, 37	Mathan le servirait encore, Si l'amour	de les grandeurs	, la soif de commander Avec son joug étroit pouvaient s'accommoder
Athalie, 40	. J'approchai par degrés de l'oreille	de les rois	, Et bientôt en oracle on érigea ma voix. J'étudiai
Athalie, 41	, Je leur semai de fleurs le bord	de les précipices	. Près_de leurs passions rien ne me fut sacré. De mesure
Athalie, 44	la triste vérité, Prêtant à leurs fureurs	de les couleurs	favorables, Et prodigue surtout de le sang de les misérables.
Athalie, 45	elle avait introduit Par les mains d'Athalie	un temple	fut construit. Jérusalem pleura de se voir profanée. De les
Athalie, 47	la troupe consternée En poussa vers le ciel	de les hurlements	affreux. Moi seul donnant l'exemple à les timides Hébreux,
Athalie, 50	l'importune mémoire Jette encore en mon âme	un reste	de terreur. Et c'est ce qui redouble et nourrit ma
Athalie, 2	, Princesse, en qui le ciel mit	un esprit	si doux, Ne vous étonnez pas si je m'adresse à
Athalie, 9	. De votre obéissance elle ne veut qu'	un gage	. C'est, pour l'en détourner j'ai fait ce_que
Athalie, 20	on nous annonce ! MATHAN. Pourriez -vous	un moment	douter de l'accepter ? D'un_peu_de complaisance, est -ce trop
Athalie, 29	me surprend à mon tour. Est -ce	un trésor	pour vous si précieux, si rare ? Est -ce un libérateur
Athalie, 30	si précieux, si rare ? Est -ce	un libérateur	que le ciel vous prépare ? Songez -y. Vos refus pourraient
Athalie, 6	pas, Il ne sorte à l'instant	de les feux	qui vous embrasent, Ou qu'en tombant sur lui ces murs
Athalie, 11	Toutefois il devrait montrer plus_de prudence, Respecter	une reine	, et ne pas outrager Celui que de son ordre elle a
Athalie, 12	le péril presse. Réservons cet enfant pour	un temps	plus heureux. Tandis_que les méchants délibèrent entre eux, Avant_qu'on
Athalie, 17	son salut dans la fuite, David d'	un fils	rebelle évita la poursuite. Je craindrai moins pour lui les lions
Athalie, 19	refuser le secours ? Je vous ouvre peut-être	un avis	salutaire. Faisons de ce trésor Jéhu dépositaire. On peut dans
Athalie, 22	mène jusqu'à lui. Jéhu n'a point	un coeur	farouche, inexorable, De_David à ses yeux le nom est favorable
Athalie, 24	nom est favorable. Hélas ! Est -il	un roi	si dur et si cruel, À_moins_qu'il n'eût pour mère
Athalie, 34	vois que votre espoir se fonde, D'	un oubli	trop ingrat a payé ses bienfaits. Jéhu laisse d'Achab l'
Athalie, 35	Achab l'affreuse fille en paix, Suit	de les rois	d'Israël les profanes exemples, Du vil dieu de l'Égypte
Athalie, 24	arment pour ta querelle, Des prêtres,	de les enfants	, ô Sagesse éternelle ! Mais si tu les soutiens, qui
Athalie, 37	LE_CHOEURchante à le son de toute la symphonie	de les instruments	. Que de le Seigneur la voix se fasse entendre, Et
Athalie, 45	Joad aussitôt reprend la parole. Comment en	un plomb	vil l'or pur s'est -il changé ? Quel est dans
Athalie, 50	dépouillé. Ton encens à ses yeux est	un encens	souillé. Où menez -vous ces enfants, et ces femmes ?
Athalie, 52	femmes ? Le Seigneur a détruit la reine	de les cités	. Ses prêtres sont captifs, ses rois sont rejetés. Dieu
Athalie, 55	Temple, renverse -toi, cèdres, jetez	de les flammes	. Jérusalem, objet de ma douleur, Quelle main en ce
Athalie, 64	. La symphonie recommence encore, et Joad	un moment	après l'interrompt. JOAD. Quelle Jérusalem nouvelle Sort de le
Athalie, 66	de clartés, Et porte sur le front	une marque	immortelle ? Peuples de la terre, chantez. Jérusalem renaît plus
Athalie, 72	rois de ta gloire étonnés. Les rois	de les nations	devant toi prosternés, De tes pieds baisent la poussière. Les
Athalie, 80	ces lieux Où se garde caché, loin	de les profanes	yeux, Ce formidable amas de lances et d'épées, Qui
Athalie, 11	le silence ? SALOMITH. Hélas ! dans	une cour	, où l'on n'a d'autres lois Que la force et
Athalie, 33	de_toutes_parts sa clarté répandue. LA_PREMIERE. Dans	un gouffre	profond Sion est descendue. LA_SECONDE. Sion a son front dans
Athalie, 51	Espérons en son amour. UNE_AUTRE. D'	un coeur	qui t'aime, Mon_Dieu, qui peut troubler la paix ?
Athalie, 53	d'autre bonheur que la tranquille paix D'	un coeur	qui t'aime ? SALOMITH. D'un pas majestueux à_côté_de ma
Athalie, 2	coeur qui t'aime ? SALOMITH. D'	un pas	majestueux à_côté_de ma mère, Le jeune Éliacin s'avance avec mon
Athalie, 26	ma mort apaiser la colère ? Hélas !	un fils	n'a rien qui ne soit à son père. JOSABET.
Athalie, 28	JOSABET. Voici qui vous dira les volontés	de les cieux	. Ne craignez rien. Et nous, sortons tous de ces
Athalie, 10	peuple et sur vous. Armez -vous d'	un courage	et d'une foi nouvelle. Il est temps de montrer cette
Athalie, 10	. Armez -vous d'un courage et d'	une foi	nouvelle. Il est temps de montrer cette ardeur et ce zèle
Athalie, 17	fils, quelles étroites lois Doit s'imposer	un roi	digne de le diadème ? JOAS. Un roi sage, ainsi
Athalie, 23	JOAS. David, pour le Seigneur plein_d'	un amour	fidèle, Me paraît de les grands rois le_plus parfait modèle.
Athalie, 40	Vous saurez par quelle grâce insigne, D'	une mère	en fureur Dieu trompant le dessein, Quand déjà son poignard était
Athalie, 42	elle voulut jadis Perdre en vous le dernier	de les enfants	de son fils, À vous faire périr sa cruauté s'attache
Athalie, 44	à vous venger. Entrez, généreux chefs	de les familles	sacrées, Du ministère saint tour_à_tour honorées. JOAD continue. Roi
Athalie, 8	de Juda l'héritier véritable, Dernier né	de les enfants	de le triste Ochosias ; Nourri, vous le savez, sous
Athalie, 11	coeur la chaleur presque éteinte, Permit que	de les bourreaux	trompant l '? il vigilant Josabet dans son sein l'emportât
Athalie, 22	de prévenir sa rage. Il faut finir	de les Juifs	le honteux esclavage, Venger vos princes morts, relever votre Loi
Athalie, 24	et périlleuse. J'attaque sur son trône	une reine	orgueilleuse, Qui voit sous ses drapeaux marcher un camp nombreux De
Athalie, 24	orgueilleuse, Qui voit sous ses drapeaux marcher	un camp	nombreux De hardis étrangers, d'infidèles Hébreux. Mais ma force
Athalie, 31	intrépides soldats, Marchons en invoquant l'arbitre	de les combats	, Et réveillant la foi dans les coeurs endormie, Jusques dans
Athalie, 33	de Lévi, Et dans ces mêmes mains	de les peuples	révérées, Les armes à le Seigneur par David consacrées ? Dieu
Athalie, 50	absolu pouvoir vous ignorez l'ivresse, Et	de les lâches	flatteurs la voix enchanteresse. Bientôt ils vous diront que les plus
Athalie, 51	peuple, obéissent à les rois ; Qu'	un roi	n'a d'autre frein que sa volonté même ; Qu'il
Athalie, 51	travail le peuple est condamné, Et d'	un sceptre	de fer veut être gouverné ; Que s'il n'est opprimé
Athalie, 53	une affreuse image. Hélas ! ils ont	de les rois	égaré le_plus sage. Promettez sur_ce Livre et devant ces témoins,
Athalie, 4	airain menaçant frémit de_toutes_parts. On voit luire	de les feux	parmi de les étendards. Et sans_doute Athalie assemble son armée.
Athalie, 4	. On voit luire de les feux parmi	de les étendards	. Et sans_doute Athalie assemble son armée. Déjà même à le
Athalie, 15	sur la montagne sainte, Où le père	de les Juifs	sur son fils innocent, Leva sans murmurer un bras obéissant,
Athalie, 15	sur son fils innocent, Leva sans murmurer	un bras	obéissant, Et mit sur un bûcher ce fruit de sa vieillesse
Athalie, 15	murmurer un bras obéissant, Et mit sur	un bûcher	ce fruit de sa vieillesse, Laissant à Dieu le soin d'
Athalie, 20	Vous, le midi. Qu'aucun par	un zèle	imprudent, Découvrant mes desseins, soit prêtre, soit lévite,
Athalie, 28	Suivez -le, Josabet. Vous, À	un lévite	. donnez -moi ces armes. Enfants, offrez à Dieu vos
Athalie, 9	jaloux ? N'es -tu plus le Dieu	de les vengeances	? UNE_AUTRE. Où sont, Dieu_de_Jacob, tes antiques bontés ?
Athalie, 17	à toi que dans cette guerre Les flèches	de les méchants	prétendent s'adresser. Faisons, disent -ils, cesser Les fêtes
Athalie, 27	jaloux ? N'es -tu plus le Dieu	de les vengeances	? UNE_VOIX, seule. Triste reste de nos rois, Chère
Athalie, 29	nos rois, Chère et dernière fleur d'	une tige	si belle, Hélas ! sous le couteau d'une mère cruelle
Athalie, 29	belle, Hélas ! sous le couteau d'	une mère	cruelle Te verrons -nous tomber une seconde fois ? Prince aimable,
Athalie, 32	a ranimé ta cendre. UNE_AUTRE. D'	un père	et d'un aïeul contre toi révoltés, Grand_Dieu, les attentats
Athalie, 32	. UNE_AUTRE. D'un père et d'	un aïeul	contre toi révoltés, Grand_Dieu, les attentats lui sont -ils imputés
Athalie, 15	aussi sa fidèle nourrice, Qui cachée en	un coin	de ce vaste édifice Gardait ce cher dépôt, et n'avait
Athalie, 25	Azarias demeure pour sa garde. Cependant Athalie	un poignard	à la main Rit de les faibles remparts de nos portes d'
Athalie, 27	soeur, ont d'abord proposé Qu'en	un lieu	souterrain par nos pères creusé On renfermât du_moins notre Arche précieuse.
Athalie, 29	Jourdain de rebrousser son cours, Des dieux	de les nations	tant_de fois triomphante, Fuirait donc à l'aspect d'une femme
Athalie, 29	triomphante, Fuirait donc à l'aspect d'	une femme	insolente ? Ma mère auprès de le roi, dans un trouble
Athalie, 30	Ma mère auprès de le roi, dans	un trouble	mortel, L '? il tantôt sur_ce prince, et tantôt
Athalie, 30	, Muette, et succombant sous le poids	de les alarmes	, Aux yeux les plus cruels arracherait de les larmes, Le
Athalie, 30	alarmes, Aux yeux les plus cruels arracherait	de les larmes	, Le roi de temps en temps la presse entre ses bras
Athalie, 3	a pu jusqu'en ces lieux Vous conduire au_travers_d'	un camp	qui nous assiège ? On disait que d'Achab la fille sacrilège
Athalie, 8	gardait sa rage. Dans l'horreur d'	un cachot	par son ordre enfermé, J'attendais que le Temple en cendre
Athalie, 8	affranchir d'une importune vie, Et retrancher	de les jours	, qu'aurait dû mille fois Terminer la douleur de survivre à
Athalie, 13	Elle m'a fait venir, et d'	un air	égaré, Tu vois de mes soldats tout ce temple entouré,
Athalie, 21	David quelque trésor secret, Et tout ce_que	de les mains	de cette reine avare, Vous avez pu sauver et de riche
Athalie, 22	les chérubins, Et portant sur notre Arche	une main	téméraire, De votre propre sang souiller le sanctuaire ? JOAD.
Athalie, 24	. Mais siérait -il, Abner, à	de les coeurs	généreux De livrer à le supplice un enfant malheureux, Un enfant
Athalie, 24	les coeurs généreux De livrer à le supplice	un enfant	malheureux, Un enfant que Dieu même à ma garde confie,
Athalie, 28	. Plût à ce Dieu puissant Qu'_Athalie oubliât	un enfant	innocent, Et que de le sang d'Abner sa cruauté contente
Athalie, 32	impossible ? Pour obéir à les lois d'	un tyran	inflexible, Moïse par sa mère à le Nil abandonné, Se
Athalie, 39	gardez le silence ? Hé quoi ? Pour	un enfant	, qui vous est étranger, Souffrez-vous que sans fruit Joad laisse
Athalie, 40	adore ? Que feriez -vous de_plus, si	de les rois	vos aïeux Ce jeune enfant était un reste précieux ? JOSABET,
Athalie, 40	les rois vos aïeux Ce jeune enfant était	un reste	précieux ? JOSABET, tout_bas à Joad. Pour le sang de
Athalie, 52	Demain, dès cette nuit, je prendrai	de les mesures	Pour assurer le Temple, et venger ses injures. Mais je
Athalie, 58	. Je me rends. Vous m'ouvrez	un avis	que j'embrasse. De tant_de maux, Abner, détournons la
Athalie, 60	la menace. Il est vrai de David	un trésor	est resté. La garde en fut commise à ma fidélité.
Athalie, 64	nos saints autels qu'elle tienne éloignée D'	un ramas	d'étrangers l'indiscrète fureur. De le pillage de le Temple
Athalie, 66	-moi l'horreur. De les prêtres,	de les enfants	lui feraient -ils quelque ombre ? De sa suite avec vous qu'
Athalie, 6	à l'oreille. JOSABET. Puissant maître	de les cieux	, Remets lui le bandeau, dont tu couvris ses yeux,
Athalie, 10	et que sur son passage, Tout d'	un calme	profond lui présente l'image. Vous, enfants, préparez un
Athalie, 11	l'image. Vous, enfants, préparez	un trône	pour Joas. Qu'il s'avance suivi de nos sacrés soldats
Athalie, 14	pleurs que la source tarisse. Vous À	un lévite	. dès_que cette reine ivre d'un fol orgueil De la porte
Athalie, 10	... Mais la porte s'ouvre. Permettez	un moment	que ce voile vous couvre, Il tire une rideau. Vous
Athalie, 10	que ce voile vous couvre, Il tire	une rideau	. Vous changez de couleur, Princesse ? JOSABET. Ah !
Athalie, 14	Connais -tu l'héritier de le plus saint	de les monarques	, Reine ? De ton poignard connais du_moins ces marques. Voilà
Athalie, 29	enfant, traître, sera funeste. D'	un fantôme	odieux, soldats, délivrez -moi. JOAD. Soldats de le
Athalie, 17	. Mathan est égorgé. ATHALIE. Dieu	de les Juifs	, tu l'emportes ! Oui, c'est Joas, je
Athalie, 21	et le geste. Tout me retrace enfin	un sang	que je déteste. David, David triomphe. Achab seul est
Athalie, 25	C'est toi, qui me flattant d'	une vengeance	aisée, M'a vingt fois en un jour à moi-même opposée
Athalie, 25	vengeance aisée, M'a vingt fois en	un jour	à moi-même opposée, Tantôt pour un enfant excitant mes remords,
Athalie, 25	un jour à moi-même opposée, Tantôt pour	un enfant	excitant mes remords, Tantôt m'éblouissant de tes riches trésors,
Athalie, 5	due à ses forfaits, Apprenez, roi	de les Juifs	, et n'oubliez jamais, Que les rois dans le ciel
Athalie, 5	, Que les rois dans le ciel ont	un juge	sévère, L'innocence un vengeur, et l'orphelin un père
Athalie, 5	ciel ont un juge sévère, L'innocence	un vengeur	, et l'orphelin un père. __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__
Athalie, 5	L'innocence un vengeur, et l'orphelin	un père	. __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__ __UNDEF__
Bajazet, 5	était même interdit à nos yeux ? Jadis	une mort	prompte eut suivi cette audace. ACOMAT_Quand tu seras instruit de tout
Bajazet, 9	tardait à mon impatience ! Et que d'	un oil	content je te vois dans Byzance ! Instruis -moi de les secrets
Bajazet, 19	braves janissaires ? Rendent -ils à le sultan	de les hommages	sincères ? Dans le secret de les cours, Osmin, n'
Bajazet, 20	de les hommages sincères ? Dans le secret	de les cours	, Osmin, n'as -tu rien lu ? Amurat jouit -il
Bajazet, 21	-tu rien lu ? Amurat jouit -il d'	un pouvoir	absolu ? OSMIN_Amurat est content, si nous le voulons croire,
Bajazet, 24	calme il croit nous éblouir. Il affecte	un repos	dont il ne peut jouir. C'est en_vain que forçant ses
Bajazet, 29	cette injure. Votre absence est pour eux	un sujet	de murmure. Ils regrettent le temps à leur grand coeur si
Bajazet, 38	tant_d'années. Mais enfin le succès dépend	de les destinées	. Si l'heureux Amurat secondant leur grand coeur Aux champs de
Bajazet, 40	, la perte de le combat, Comme	un arrêt	de le ciel qui réprouve Amurat. Cependant, s'il en
Bajazet, 43	pour Bajazet. On craignait qu'Amurat par	un ordre	sévère N'envoyât demander la tête de son frère. ACOMAT_Tel était
Bajazet, 58	Il commande l'armée. Et moi dans	une ville	Il me laisse exercer un pouvoir inutile. Quel emploi, quel
Bajazet, 58	moi dans une ville Il me laisse exercer	un pouvoir	inutile. Quel emploi, quel séjour, Osmin, pour un
Bajazet, 59	emploi, quel séjour, Osmin, pour	un Vizir	! Mais j'ai plus dignement employé ce loisir. J'ai
Bajazet, 61	ce loisir. J'ai su lui préparer	de les craintes	et de les veilles. Et le bruit en ira bientôt a
Bajazet, 61	ai su lui préparer de les craintes et	de les veilles	. Et le bruit en ira bientôt a ses oreilles. OSMIN_Quoi
Bajazet, 69	que l'heureuse Roxane, Avant_qu'elle eut	un fils	, prît le nom de sultane. ACOMAT_Il a fait plus pour
Bajazet, 71	a voulu Qu'elle eut dans son absence	un pouvoir	absolu. Tu sais de nos sultans les rigueurs ordinaires. Le
Bajazet, 73	De l'honneur dangereux d'être sortis d'	un sang	, Qui les a_de_trop près approchés de son rang. L'imbécile
Bajazet, 78	dédaigna de tout temps. La molle oisiveté	de les enfants	de les sultans. Il vint chercher la guerre au_sortir_de l'enfance
Bajazet, 78	temps. La molle oisiveté de les enfants	de les sultans	. Il vint chercher la guerre au_sortir_de l'enfance, Et_même en
Bajazet, 80	les combats Emportant après lui tous les coeurs	de les soldats	, Et goûter tout sanglant le plaisir et la gloire Que donne
Bajazet, 81	malgré ses soupçons le cruel Amurat, Avant_qu'	un fils	naissant eut rassuré l'État, N'osait sacrifier ce frère à
Bajazet, 82	ottoman proscrire l'espérance. Ainsi donc pour	un temps	Amurat désarmé Laissa dans le sérail Bajazet enfermé. Il partit,
Bajazet, 83	voulut que fidèle a sa haine, Et	de les jours	de son frère arbitre souveraine, Roxane à le moindre bruit,
Bajazet, 85	Les murmures de le camp, la fortune	de les armes	. Je plaignis Bajazet. Je lui vantai ses charmes, Qui
Bajazet, 87	Je lui vantai ses charmes, Qui par	un soin	jaloux dans l'ombre retenus, Si voisins de ses yeux,
Bajazet, 91	invincibles remparts ? ACOMAT_Peut-être il te souvient qu'	un récit	peu fidèle De la mort d'Amurat fit courir la nouvelle.
Bajazet, 92	ce bruit feignant de s'effrayer, Par	de les cris	douloureux eut soin de l'appuyer. Sur la foi de ses
Bajazet, 111	de l'amour le vil apprentissage ? Qu'	un coeur	qu'ont endurci la fatigue et les ans, Suivît d'un
Bajazet, 114	de lui, Me va contre lui-même assurer	un appui	. Un vizir à les sultans fait toujours quelque ombrage : À_peine
Bajazet, 116	ils craignent leur ouvrage. Sa dépouille est	un bien	, qu'ils veulent recueillir ; Et jamais leurs chagrins ne nous
Bajazet, 127	a nos yeux parlent en liberté. Par	un chemin	obscur une esclave me guide, Et... Mais on vient.
Bajazet, 127	parlent en liberté. Par un chemin obscur	une esclave	me guide, Et... Mais on vient. C'est elle
Bajazet, 19	le rend seule coupable. D'ailleurs,	un bruit	confus, par mes soins confirmé, Fait croire heureusement à ce
Bajazet, 27	me rendre compte. Je vous rendrai moi-même	une réponse	prompte. Je verrai Bajazet. Je ne puis dire rien,
Bajazet, 20	trop difficile. Mais sans vous fatiguer d'	un récit	inutile, Je ne retrouvais point ce trouble, cette ardeur,
Bajazet, 20	cette ardeur, Que m'avait tant promis	un discours	trop flatteur. Enfin si je lui donne et la vie et
Bajazet, 28	Que prétendez -vous faire ? ROXANE_Je sais que	de les sultans	l'usage m'est contraire. Je sais qu'ils se sont
Bajazet, 30	briguent leur tendresse, Ils daignent quelquefois choisir	une maîtresse	, Mais toujours inquiète avec tous ses appas, Esclave, elle
Bajazet, 30	leur loi la condamne, Il faut qu'	un fils	naissant la déclare sultane. Amurat plus ardent, et seul jusqu'à
Bajazet, 32	reçus la puissance aussi_bien_que le titre, Et	de les jours	de son frère il me laissa l'arbitre. Mais ce même
Bajazet, 33	ne me promit jamais Que l'hymen dut	un jour	couronner ses bienfaits. Et moi qui n'aspirais qu'a cette
Bajazet, 39	pour lui j'ai tout séduit. En	un mot	vous voyez jusqu'où je l'ai conduit. Grâces à mon amour
Bajazet, 41	vie. Bajazet touche presque à le trône	de les sultans	. Il ne faut plus_qu'un pas. Mais c'est où
Bajazet, 42	de les sultans. Il ne faut plus_qu'	un pas	. Mais c'est où je l'attends. Malgré_tout mon amour
Bajazet, 22	héros trop aimable, Elle courut lui tendre	une main	favorable. Bajazet étonné rendit grâce_à ses soins, Lui rendit de
Bajazet, 23	étonné rendit grâce_à ses soins, Lui rendit	de les respects	. Pouvait -il faire moins ? Mais qu'aisément l'amour croit
Bajazet, 28	il faut pourtant avouer ma faiblesse. D'	un mouvement	jaloux je ne fus pas maîtresse. Ma rivale accablant mon amant
Bajazet, 29	rivale accablant mon amant de bienfaits, Opposait	un empire	à mes faibles attraits. Mille soins la rendaient présente à sa
Bajazet, 33	Mon coeur pour tous discours N'avait que	de les soupirs	qu'il répétait toujours. Le ciel seul sait combien j'en
Bajazet, 42	et secourable, Je donne à ses discours	un sens	plus favorable. Bajazet va se perdre. Ah ! Si comme
Bajazet, 48	puis l'attendre à son passage. D'	un mot	, ou d'un regard je puis le secourir. Qu'il
Bajazet, 48	passage. D'un mot, ou d'	un regard	je puis le secourir. Qu'il l'épouse en un mot
Bajazet, 49	le secourir. Qu'il l'épouse en	un mot	plutôt_que_de périr. Si Roxane le veut, sans_doute il faut qu'
Bajazet, 3	formé mon amour. Non_que vous assurant d'	un triomphe	facile, Je mette entre vos mains un empire tranquille ; Je
Bajazet, 3	triomphe facile, Je mette entre vos mains	un empire	tranquille ; Je fais ce_que je puis, je vous l'avais
Bajazet, 5	vos ennemis. J'écarte de vos jours	un péril	manifeste. Votre vertu, Seigneur, achèvera le reste. Osmin
Bajazet, 13	une injuste carrière Vous repoussez, Seigneur,	une main	meurtrière. L'exemple en est commun. Et parmi les sultans
Bajazet, 23	depuis_qu'un de vos empereurs, Bajazet d'	un barbare	éprouvant les fureurs, Vit à le char de le vainqueur son
Bajazet, 24	ces lois imaginaires, Et sans vous rapporter	de les exemples	vulgaires, Soliman (vous savez qu'entre tous vos aïeux,
Bajazet, 29	Égypte ramenée a son obéissance, Rhodes,	de les Ottomans	ce redoutable écueil De tous ses défenseurs devenu le cercueil, Du_Danube
Bajazet, 37	malheureux Osman. Dans leur rébellion les chefs	de les janissaires	Cherchant à colorer leurs desseins sanguinaires, Se crurent à sa perte
Bajazet, 49	jamais, Que j'ai sur votre vie	un empire	supreme, Que vous ne respirez qu'autant_que je vous aime ?
Bajazet, 50	qu'offensent vos refus, Songez-vous, en	un mot	, que vous ne seriez plus ? BAJAZET_Oui, je tiens tout
Bajazet, 67	liens, Je ne puis séparer tes intérêts	de les miens	. Mais je m'assure encore à les bontés de ton frère
Bajazet, 76	ouvert à le repentir. Ne désespérez point	une amante	en furie. S'il m'échappait un mot, c'est
Bajazet, 77	amante en furie. S'il m'échappait	un mot	, c'est fait de votre vie. BAJAZET_Vous pouvez me l'
Bajazet, 83	toi ? Je te donne, cruel,	de les armes	contre moi, Sans_doute, et je devrais retenir ma faiblesse.
Bajazet, 99	ne puis m'éclaircir ? BAJAZET_Madame, encore	un coup	, c'est à vous de choisir. Daignez m'ouvrir à
Bajazet, 100	choisir. Daignez m'ouvrir à le trône	un chemin	légitime, Ou_bien, me voila prêt, prenez votre victime.
Bajazet, 14	mon amitié vous jette, Et j'espérais	un jour	vous mieux récompenser. Mais c'en est fait, vous dis
Bajazet, 21	l'épouse. ACOMAT_Hé bien ? L'usage	de les sultans	à ses voeux est contraire. Mais cet usage enfin, est
Bajazet, 22	. Mais cet usage enfin, est -ce	une loi	sévère Qu'aux_dépens_de vos jours vous deviez observer ? La plus sainte
Bajazet, 23	jours vous deviez observer ? La plus sainte	de les lois	, ah ! C'est de vous sauver, Et d'arracher
Bajazet, 24	, Et d'arracher, Seigneur, d'	une mort	manifeste Le sang de les Ottomans dont vous faites le reste.
Bajazet, 24	Seigneur, d'une mort manifeste Le sang	de les Ottomans	dont vous faites le reste. BAJAZET_Ce reste malheureux serait trop acheté
Bajazet, 25	acheté, S'il faut le conserver par	une lâcheté	. ACOMAT_Et pourquoi vous en faire une image si noire ? L'
Bajazet, 26	une lâcheté. ACOMAT_Et pourquoi vous en faire	une image	si noire ? L'hymen de Soliman ternit -il sa mémoire ?
Bajazet, 32	yeux. Et sans subir le joug d'	un hymen	nécessaire, Il lui fit de son coeur un présent volontaire.
Bajazet, 36	mort n'est point pour moi le comble	de les disgrâces	, J'osai tout jeune encor la chercher sur vos traces.
Bajazet, 39	fois présentée. Elle finit le cours d'	une vie	agitée. Hélas ! Si je la quitte avec quelque regret...
Bajazet, 44	en accusez que vous, Seigneur. Dites	un mot	, et vous nous sauvez tous. Tout ce qui reste ici
Bajazet, 46	si je leur suis si cher, Que	de les mains	de Roxane ils viennent m'arracher. De le sérail, s'
Bajazet, 52	-je empêcher malgré ma diligence, Que_Roxane d'	un coup	n'assure sa vengeance ? Alors_qu'aura servi ce zèle impétueux,
Bajazet, 53	impétueux, Qu'a charger vos amis d'	un crime	infructueux ? Promettez. Affranchi de le péril qui vous presse,
Bajazet, 58	BAJAZET_Moi ! ACOMAT_Ne rougissez point. Le sang	de les Ottomans_Ne	doit point en esclave obéir à les serments. Consultez ces héros
Bajazet, 60	État fut leur unique loi, Et d'	un trône	si saint la moitié n'est fondée Que sur la foi promise
Bajazet, 63	leur vie, Ne la rachetaient point par	une perfidie	. ACOMAT_Ô courage inflexible ! Ô trop constante foi Que même en
Bajazet, 66	admire malgré moi ! Faut -il qu'en	un moment	un scrupule timide Perde... Mais quel bonheur nous envoie Atalide ?
Bajazet, 66	moi ! Faut -il qu'en un moment	un scrupule	timide Perde... Mais quel bonheur nous envoie Atalide ? ACOMAT_Ah,
Bajazet, 22	, Votre mort (pardonnez à les fureurs	de les amants	) Ne me paraissait pas le_plus grand de les tourments. Mais
Bajazet, 22	amants) Ne me paraissait pas le_plus grand	de les tourments	. Mais à mes tristes yeux votre mort préparée Dans toute son
Bajazet, 28	ses derniers soupirs. Mais hélas ! Épargnez	une âme	plus timide. Mesurez vos malheurs à les forces d'Atalide,
Bajazet, 29	les plus vives douleurs, Qui jamais d'	une amante	épuisèrent les pleurs. BAJAZET_Et que deviendrez -vous, si dès cette
Bajazet, 34	sais -je ? À ma douleur je chercherai	de les charmes	. Je songerai peut-être au_milieu_de mes larmes, Qu'a vous perdre
Bajazet, 39	vous point quitter, Tout cela finirait par	une perfidie	? J'épouserais, et qui ? (s'il faut que
Bajazet, 47	Si vos soupirs daignaient lui faire pressentir Qu'	un jour	... BAJAZET_Je vous entends, je n'y puis consentir. Ne
Bajazet, 48	désespoir ma vertu consternée Craigne les soins d'	un trône	ou je pourrais monter, Et par un prompt trépas cherche à
Bajazet, 51	qui me brûle Je ne puis plus tromper	une amante	crédule. En_vain pour me sauver je vous l'aurais promis.
Bajazet, 53	voudrais lui plaire, Feraient par leur désordre	un effet	tout contraire, Et de mes froids soupirs ses regards offensés Verraient
Bajazet, 71	osais pour vous ? Peut-être il suffira d'	un mot	un_peu plus doux. Roxane dans son coeur peut-être vous pardonne.
Bajazet, 77	sa tendresse ? Peut-être elle n'attend qu'	un espoir	incertain Qui lui fasse tomber les armes de la main. Allez
Bajazet, 88	mien, nous feraient reconnaître. Allez encore	un coup	, je n'ose m'y trouver. Dites... tout ce_qu'
Bajazet, 2	ZAÏRE_Je vous l'ai dit, Madame,	une esclave	empressée, Qui courait de Roxane accomplir le désir, Aux portes
Bajazet, 16	lui prescrire, S'il l'épouse en	un mot	... ATALIDE_S'il l'épouse, Zaïre ! ZAÏRE_Quoi ! Vous repentez
Bajazet, 28	de lui. ZAÏRE_Mourir ! Quoi vous auriez	un dessein	si funeste ? ATALIDE_J'ai cédé mon amant, tu t'étonnes
Bajazet, 30	-tu compter, Zaïre, à le nombre	de les malheurs	Une mort, qui prévient et finit tant_de pleurs ? Qu'il
Bajazet, 10	ont fait paraître ? ACOMAT_Madame, doutez -vous	de les soupirs	enflammés De deux jeunes amants l'un de l'autre charmés ?
Bajazet, 17	de ce palais sorti désespéré. Déjà sur	un vaisseau	dans le port préparé, Chargeant de mon débris les reliques plus
Bajazet, 20	voix s'est ouverte. Et d'abord	une esclave	a mes yeux s'est offerte, Qui m'a conduit sans
Bajazet, 20	, Qui m'a conduit sans bruit dans	un appartement	Ou_Roxane attentive écoutait son amant. Tout gardait devant eux un auguste
Bajazet, 23	longtemps immobile observé leur maintien. Enfin avec	de les yeux	qui découvraient son âme, L'une a tendu la main pour
Bajazet, 23	gage de sa flamme, L'autre avec	de les regards	éloquents, pleins d'amour, L'a de ses feux,
Bajazet, 28	Allez lui préparer les honneurs souverains. Qu'	un peuple	obéissant l'attende dans le temple. Le sérail va bientôt vous
Bajazet, 30	. Trop heureux d'avoir pu, par	un récit	fidèle, De leur paix en passant vous conter la nouvelle,
Bajazet, 14	parler ses douleurs, Elle l'aime,	un Empire	autorise ses pleurs, Tant_d'amour touche enfin une âme généreuse.
