Reference	LeftContext	Pivot	RightContext
Mithridate, 11	-tu de ta coupable audace ? Perfide,	prétends -tu me livrer	à Pharnace ? PHOEDIME. Ah ! du_moins attendez qu'un fidèle
Mithridate, 17	de l'un par l'autre. Et	daignez écouter	... MONIME. Xipharès ne vit plus, il n'en faut
Mithridate, 24	opposer ! Mais sur qui, malheureuse,	oses -tu t'excuser	? Quoi ! Tu ne veux pas voir que c'est toi
Mithridate, 21	même en terminant ma vie, Je n'	ose en un tombeau demander	d'être unie, Reçois ce sacrifice, et puisse en ce
Mithridate, 6	Vous l'allez voir paraître, et j'	ose m'assurer	Que vous-même avec moi vous allez le pleurer. MONIME. Quoi
Mithridate, 14	Je doute si je veille, Et n'	ose qu'en tremblant	en croire mon oreille. Xipharès vit encor, Xipharès, que
Mithridate, 8	leur joug subi l'ignominie ; Et j'	ose me flatter	qu'entre les noms fameux, Qu'une pareille haine a signalés
Phèdre, 16	Et je fuirai ces lieux que je n'	ose plus voir	. THÉRAMÈNE. Hé depuis quand, Seigneur, craignez -vous la
Phèdre, 45	, Seigneur ? HIPPOLYTE. Ami, qu'	oses -tu dire	? Toi qui connais mon coeur depuis_que je respire, Des sentiments
Phèdre, 68	effrayer ? S'il a quelque douceur n'	osez -vous l'essayer	? En croirez -vous toujours un farouche scrupule ? Craint -on de
Phèdre, 21	triste famille, Toi, dont ma mère	osait se vanter	d'être fille, Qui peut-être rougis de le trouble où tu
Phèdre, 47	-vous tenter ? De quel droit sur vous-même	osez -vous attenter	? Vous offensez les Dieux auteurs de votre vie. Vous trahissez
Phèdre, 160	tout à ce Dieu, que je n'	osais nommer	. Je l'évitais partout. Ô comble de misère ! Mes
Phèdre, 164	de son père. Contre moi-même enfin j'	osai me révolter	. J'excitai mon courage à le persécuter. Pour bannir l'
Phèdre, 13	oubliant les lois Au fils de l'Étrangère	ose donner	sa voix. On dit même qu'à le trône une brigue
Phèdre, 24	même défendu par une expresse loi Qu'on	osât prononcer	votre nom devant moi. Si pourtant à l'offense on mesure
Phèdre, 33	, Seigneur ! Que le ciel, j'	ose ici l'attester	, De cette loi commune a voulu m'excepter. Qu'un
Phèdre, 98	? Tremblante pour un fils que je n'	osais trahir	, Je te venais prier de ne le point haïr. Faibles
Phèdre, 104	qui t'irrite. La veuve de Thésée	ose aimer	Hippolyte ? Crois -moi, ce monstre affreux ne doit point t'
Phèdre, 24	sourd veut que le Roi respire. On	prétend que Thésée a paru	dans l'Épire. Mais moi qui l'y cherchai, Seigneur
Phèdre, 7	que trop parlé. Mes fureurs au_dehors ont	osé se répandre	. J'ai dit ce_que jamais on ne devait entendre. Ciel
Phèdre, 31	le puis quitter. OENONE. Vous l'	osâtes bannir	, vous n'osez l'éviter. PHÈDRE. Il n'est
Phèdre, 31	. Vous l'osâtes bannir, vous n'	osez l'éviter	. PHÈDRE. Il n'est plus temps. Il sait mes
Phèdre, 25	ma flamme adultère Observer de quel front j'	ose aborder	son père, Le coeur gros de soupirs, qu'il n'
Phèdre, 42	, L'un ni l'autre jamais n'	ose lever	les yeux. OENONE. Il n'en faut point douter,
Phèdre, 63	une victoire entière ? Vous le craignez.	Osez l'accuser	la première Du crime dont il peut vous charger aujourd'hui. Qui
Phèdre, 68	obtenu. PHÈDRE. Moi, que j'	ose opprimer	et noircir l'innocence ? OENONE. Mon zèle n'a besoin
Phèdre, 79	? C'est un trésor trop cher pour	oser le commettre	. Quelque loi qu'il vous dicte, il faut vous y
Phèdre, 22	de ma mère. Souffrez que mon courage	ose enfin s'occuper	. Souffrez, si quelque monstre a pu vous échapper, Que
Phèdre, 10	a pu troubler votre auguste visage ? N'	osez -vous confier	ce secret à ma foi ? THÉSÉE. Perfide, oses -tu
Phèdre, 12	à ma foi ? THÉSÉE. Perfide,	oses -tu bien te montrer	devant moi ? Monstre, qu'a trop longtemps épargné le tonnerre
Phèdre, 14	père a porté ta fureur, Tu m'	oses présenter	une tête ennemie, Tu parais dans de les lieux pleins de
Phèdre, 48	éclater La haine de les forfaits qu'on	ose m'imputer	. C'est par là qu'Hippolyte est connu dans la Grèce
Phèdre, 6	votre race. Respectez votre sang, j'	ose vous en prier	. Sauvez -moi de l'horreur de l'entendre crier. Ne
Phèdre, 39	La mort est le seul Dieu que j'	osais implorer	. J'attendais le moment où j'allais expirer, Me nourrissant
Phèdre, 40	dans mon malheur de_trop_près observée, Je n'	osais dans mes pleurs me noyer	à_loisir, Je goûtais en tremblant ce funeste plaisir. Et sous
Phèdre, 105	PHÈDRE. Qu'entends -je ? Quels conseils	ose -on me donner	? Ainsi donc jusqu'à le bout tu veux m'empoisonner, Malheureuse
Phèdre, 112	Pourquoi ta bouche impie A-t-elle en l'accusant	osé noircir	sa vie ? Il en mourra peut-être, et d'un père
Phèdre, 118	où leur coeur est enclin, Et leur	osent de le crime aplanir	le chemin ; Détestables flatteurs, présent le_plus funeste Que puisse faire
Phèdre, 22	aventure. Sur l'équité de les Dieux	osons nous confier	. Ils ont trop d'intérêt à me justifier. Et Phèdre
Phèdre, 28	de l'esclavage où vous êtes réduite.	Osez me suivre	. Osez accompagner ma fuite. Arrachez -vous d'un lieu funeste
Phèdre, 29	vous êtes réduite. Osez me suivre.	Osez accompagner	ma fuite. Arrachez -vous d'un lieu funeste et profané,
Phèdre, 59	. C'est là que les mortels n'	osent jurer	en_vain. Le perfide y reçoit un châtiment soudain. Et craignant
Phèdre, 23	d'horribles discours D'une si belle vie	osent noircir	le cours ? Avez -vous de son coeur si_peu de connaissance ?
Phèdre, 43	, Je l'affligerais trop, si j'	osais achever	. J'imite sa pudeur, et fuis votre présence Pour n'
Phèdre, 19	fois elle a rompu sa lettre commencée.	Daignez la voir	, Seigneur, daignez la secourir. THÉSÉE. Ô ciel !
Phèdre, 19	commencée. Daignez la voir, Seigneur,	daignez la secourir	. THÉSÉE. Ô ciel ! Oenone est morte, et Phèdre
Phèdre, 14	les mortels périr le_plus aimable, Et j'	ose dire	encor, Seigneur, le_moins coupable. THÉSÉE. Mon fils n'
Thébaïde, 28	tous deux rois. À ces conditions vous	daignâtes souscrire	. Le sort vous appela le premier à l'empire, Vous
Thébaïde, 52	unique faveur, mon frère, où je	prétends, C'est	qu'il me soit permis de vous voir plus longtemps. Seulement
Thébaïde, 18	, Et recevez la paix où vous n'	osiez prétendre	. Il se tait, et se frappe en achevant ces mots
Thébaïde, 18	Et recevez la paix où vous n'osiez	prétendre. Il se tait	, et se frappe en achevant ces mots, Et_les_Thébains voyant expirer
Thébaïde, 3	Et moi par un bonheur où je n'	osais penser	, L'_un_et_l'_autre à_la_fois je vous puis embrasser. Commencez donc, mon
Thébaïde, 90	main de les Dieux même, Et vous	osez, Créon, m'offrir	le diadème ? CRÉON. Je sais que ce haut rang n'
