Reference	LeftContext	Pivot	RightContext
Bajazet, 38	tant_d'années. Mais enfin le succès dépend	de les destinées	. Si l'heureux Amurat secondant leur grand coeur Aux champs de
Bajazet, 61	ce loisir. J'ai su lui préparer	de les craintes	et de les veilles. Et le bruit en ira bientôt a
Bajazet, 61	ai su lui préparer de les craintes et	de les veilles	. Et le bruit en ira bientôt a ses oreilles. OSMIN_Quoi
Bajazet, 78	dédaigna de tout temps. La molle oisiveté	de les enfants	de les sultans. Il vint chercher la guerre au_sortir_de l'enfance
Bajazet, 78	temps. La molle oisiveté de les enfants	de les sultans	. Il vint chercher la guerre au_sortir_de l'enfance, Et_même en
Bajazet, 80	les combats Emportant après lui tous les coeurs	de les soldats	, Et goûter tout sanglant le plaisir et la gloire Que donne
Bajazet, 83	voulut que fidèle a sa haine, Et	de les jours	de son frère arbitre souveraine, Roxane à le moindre bruit,
Bajazet, 85	Les murmures de le camp, la fortune	de les armes	. Je plaignis Bajazet. Je lui vantai ses charmes, Qui
Bajazet, 92	ce bruit feignant de s'effrayer, Par	de les cris	douloureux eut soin de l'appuyer. Sur la foi de ses
Bajazet, 28	Que prétendez -vous faire ? ROXANE_Je sais que	de les sultans	l'usage m'est contraire. Je sais qu'ils se sont
Bajazet, 32	reçus la puissance aussi_bien_que le titre, Et	de les jours	de son frère il me laissa l'arbitre. Mais ce même
Bajazet, 41	vie. Bajazet touche presque à le trône	de les sultans	. Il ne faut plus_qu'un pas. Mais c'est où
Bajazet, 23	étonné rendit grâce_à ses soins, Lui rendit	de les respects	. Pouvait -il faire moins ? Mais qu'aisément l'amour croit
Bajazet, 33	Mon coeur pour tous discours N'avait que	de les soupirs	qu'il répétait toujours. Le ciel seul sait combien j'en
Bajazet, 24	ces lois imaginaires, Et sans vous rapporter	de les exemples	vulgaires, Soliman (vous savez qu'entre tous vos aïeux,
Bajazet, 29	Égypte ramenée a son obéissance, Rhodes,	de les Ottomans	ce redoutable écueil De tous ses défenseurs devenu le cercueil, Du_Danube
Bajazet, 37	malheureux Osman. Dans leur rébellion les chefs	de les janissaires	Cherchant à colorer leurs desseins sanguinaires, Se crurent à sa perte
Bajazet, 67	liens, Je ne puis séparer tes intérêts	de les miens	. Mais je m'assure encore à les bontés de ton frère
Bajazet, 83	toi ? Je te donne, cruel,	de les armes	contre moi, Sans_doute, et je devrais retenir ma faiblesse.
Bajazet, 21	l'épouse. ACOMAT_Hé bien ? L'usage	de les sultans	à ses voeux est contraire. Mais cet usage enfin, est
Bajazet, 23	jours vous deviez observer ? La plus sainte	de les lois	, ah ! C'est de vous sauver, Et d'arracher
Bajazet, 24	Seigneur, d'une mort manifeste Le sang	de les Ottomans	dont vous faites le reste. BAJAZET_Ce reste malheureux serait trop acheté
Bajazet, 36	mort n'est point pour moi le comble	de les disgrâces	, J'osai tout jeune encor la chercher sur vos traces.
Bajazet, 46	si je leur suis si cher, Que	de les mains	de Roxane ils viennent m'arracher. De le sérail, s'
Bajazet, 58	BAJAZET_Moi ! ACOMAT_Ne rougissez point. Le sang	de les Ottomans_Ne	doit point en esclave obéir à les serments. Consultez ces héros
Bajazet, 22	, Votre mort (pardonnez à les fureurs	de les amants	) Ne me paraissait pas le_plus grand de les tourments. Mais
Bajazet, 22	amants) Ne me paraissait pas le_plus grand	de les tourments	. Mais à mes tristes yeux votre mort préparée Dans toute son
Bajazet, 34	sais -je ? À ma douleur je chercherai	de les charmes	. Je songerai peut-être au_milieu_de mes larmes, Qu'a vous perdre
Bajazet, 30	-tu compter, Zaïre, à le nombre	de les malheurs	Une mort, qui prévient et finit tant_de pleurs ? Qu'il
Bajazet, 10	ont fait paraître ? ACOMAT_Madame, doutez -vous	de les soupirs	enflammés De deux jeunes amants l'un de l'autre charmés ?
Bajazet, 23	longtemps immobile observé leur maintien. Enfin avec	de les yeux	qui découvraient son âme, L'une a tendu la main pour
Bajazet, 23	gage de sa flamme, L'autre avec	de les regards	éloquents, pleins d'amour, L'a de ses feux,
Bajazet, 20	, et qu'il laisse échapper Quelque marque	de les soins	qui doivent l'occuper ? ROXANE_Je vois qu'à l'excuser votre
Bajazet, 1	le persuader. ROXANE_Madame, j'ai reçu	de les lettres	de l'armée, De tout ce qui s'y passe êtes
Bajazet, 11	ses douleurs content de son amant ? Exempte	de les soupçons	dont je suis tourmentée, Ce n'est que pour ses jours
Bajazet, 14	. Poursuivons. Elle peut comme moi Sur	de les gages	trompeurs s'assurer de sa foi. Pour le faire expliquer tendons
Bajazet, 6	vie Que par de longs soupirs, et	de les gémissements	, Qu'il semble que son coeur va suivre à tous moments
Bajazet, 21	une fois se soit trahi lui-même. Libre	de les soins	cruels, ou j'allais m'engager, Ma tranquille fureur n'
Bajazet, 26	Qu'on le saisisse. Que la main	de les muets	s'arme pour son supplice. Qu'ils viennent préparer ces noeuds
Bajazet, 39	t'ai cherché la première, Pour attacher	de les jours	tranquilles, fortunés, Aux périls dont tes jours étaient environnés,
Bajazet, 9	le contraire ? Quoi ! Déjà votre amour	de les obstacles	vaincu... ROXANE_Bajazet est un traître, et n'a que trop
Bajazet, 1	le voici. ROXANE_Je ne vous ferai point	de les reproches	frivoles. Les moments sont trop chers pour les perdre en paroles
Bajazet, 7	tant_de confiance, Vous ayez si longtemps par	de les détours	si bas, Feint un amour pour moi que vous ne sentiez
Bajazet, 28	plaintes. Ai -je pu vous tromper par	de les promesses	feintes ? Songez combien_de fois vous m'avez reproché Un silence témoin
Bajazet, 31	bien_qu'en_même_temps Je ne m'arrêtais pas à	de les voeux	impuissants. Et si l'effet enfin suivant mon espérance Eut ouvert
Bajazet, 47	Suis -moi sans différer. Dans les mains	de les muets	viens la voir expirer. Et libre d'un amour à ta
Bajazet, 53	mon injustice. Loin de me retenir par	de les conseils	jaloux, Elle me conjurait de me donner à vous. En
Bajazet, 14	de sa mère ; Ce jour même,	de les jours	le_plus infortuné, Lui reprochant l'espoir qu'il vous avait donné
Bajazet, 14	point ralentie, Qu'arrachant, malgré lui	de les gages	de sa foi, Je ne sois parvenue à le perdre avec
Bajazet, 29	vous séparer, je prétends aujourd'hui, Par	de les noeuds	éternels vous unir avec lui. Vous jouirez bientôt de son aimable
Bajazet, 3	Acomat est maître de le palais. Profanant	de les sultans	la demeure sacrée, Ses criminels amis en ont forcé l'entrée
Bajazet, 2	! Pour qui mon coeur doit -il faire	de les voeux	? J'ignore quel dessein les anime tous deux, Si de
Bajazet, 16	D'une esclave barbare esclave impitoyable. Précipite	de les jours	qu'elle me veut ravir, Montre-toi, s'il se peut
Bajazet, 6	Je cours, et je ne vois que	de les troupes	craintives, D'esclaves effrayés, de femmes fugitives. ATALIDE_Ah !
Bajazet, 14	le noeud fatal abandonné ses jours. Moi-même	de les objets	j'ai vu le_plus funeste, Et de sa vie en_vain j'
Bajazet, 24	est encor nécessaire, Et jusqu'à le pied	de les murs	que la mer vient laver, Sur mes vaisseaux tout prêts je
Bérénice, 19	un tourment qu'elle ignore ? Toujours verser	de les pleurs	qu'il faut que je dévore ? Quoi ? Même en la
Bérénice, 44	que César vous renvoie Triomphant, et chargé	de les titres	souverains Qu'ajoute encore à les rois l'amitié de les Romains
Bérénice, 44	Qu'ajoute encore à les rois l'amitié	de les Romains	. Rien ne peut -il, Seigneur, changer votre entreprise ?
Bérénice, 53	vrai qu'on l'élève à le trône	de les Césars	, Si_Titus a parlé, s'il l'épouse, je pars
Bérénice, 13	lui que lui-même, Moi, qui loin	de les grandeurs	, dont il est revêtu, Aurais choisi son coeur, et
Bérénice, 32	gloire et de puissance, Il vous souvient	de les lieux	où vous prîtes_naissance, Madame, il vous souvient que mon coeur
Bérénice, 38	triste Antiochus_Se compta le premier à le nombre	de les vaincus	. Bientôt de mon malheur interprète sévère, Votre bouche à la
Bérénice, 56	sanglant Des flammes, de la faim,	de les fureurs	intestines, Et laissa leurs remparts cachés sous leurs ruines. Rome
Bérénice, 72	moi, qui ne pourrais y mêler que	de les pleurs	, D'un inutile amour trop constante victime, Heureux dans mes
Bérénice, 78	. Le ciel sait qu'à le milieu	de les honneurs	qu'il m'envoie, Je n'attendais que vous pour témoin
Bérénice, 86	Que vous dirai -je enfin ? Je fuis	de les yeux	distraits Qui me voyant toujours ne me voyaient jamais. Adieu,
Bérénice, 11	. Rome vous voit, Madame, avec	de les yeux	jaloux, La rigueur de ses lois m'épouvante pour vous.
Bérénice, 25	entière, en ce même moment, Fait	de les voeux	pour Titus, et par de les sacrifices De son règne naissant
Bérénice, 25	de les voeux pour Titus, et par	de les sacrifices	De son règne naissant célèbre les prémices. Que tardons -nous ?
Bérénice, 28	coeurs l'un de l'autre contents Inspirent	de les transports	retenus si longtemps. TITUS_A-t-on vu de ma part le roi de
Bérénice, 7	, et ses beautés. TITUS_Que dit -on	de les soupirs	que je pousse pour elle ? Quel succès attend -on d'un
Bérénice, 14	Et sans prêter l'oreille à la voix	de les flatteurs	, Je veux par votre bouche entendre tous les coeurs. Vous
Bérénice, 17	pour entendre mieux, Je vous ai demandé	de les oreilles	, de les yeux. J'ai mis même à ce prix
Bérénice, 17	Je vous ai demandé de les oreilles,	de les yeux	. J'ai mis même à ce prix mon amitié secrète,
Bérénice, 18	mon amitié secrète, J'ai voulu que	de les coeurs	vous fussiez l'interprète, Qu'à le travers de les flatteurs
Bérénice, 18	fussiez l'interprète, Qu'à le travers	de les flatteurs	votre sincérité Fît toujours jusqu'à moi passer la vérité. Parlez donc
Bérénice, 22	Dois -je croire qu'assise à le trône	de les Césars_Une	si belle reine offensât ses regards ? PAULIN_N'en doutez point,
Bérénice, 26	si belles mains Semblent vous demander l'empire	de les humains	. Elle a même, dit -on, le coeur d'une
Bérénice, 32	Qui fit taire les lois dans le bruit	de les alarmes	, Brûla_pour_Cléopâtre, et sans se déclarer, Seule dans l'Orient
Bérénice, 40	avant la fin de le jour Que_le_Sénat chargé	de les voeux	de tout l'empire, Ne vous redise ici ce_que je viens
Bérénice, 49	l'armée, Et soulevant encor le reste	de les humains	, Remis_Rome sanglante en ses paisibles mains. J'ai même souhaité
Bérénice, 60	renoncer à moi-même, Et que le choix	de les dieux	, contraire à mes amours, Livrait à l'univers le reste
Bérénice, 63	, Je fondais mon bonheur sur le débris	de les lois	? Résolu d'accomplir ce cruel sacrifice, J'y voulus préparer
Bérénice, 2	. Tandis_qu'autour_de moi votre cour assemblée Retentit	de les bienfaits	dont vous m'avez comblée, Est-il juste, Seigneur, que
Bérénice, 10	-il s'importuner ? N'a -il que	de les États	qu'il me puisse donner ? Depuis quand croyez -vous que ma
Bérénice, 25	ciel attester la puissance ? Faut -il par	de les serments	vaincre ma défiance ? Mon coeur ne prétend point, Seigneur,
Bérénice, 9	-je sans choix Confondu jusqu'ici dans la foule	de les rois	? Mon coeur vous fut ouvert tant_qu'a vécu mon père.
Bérénice, 19	Que pouvez -vous, Seigneur, attendre que	de les voeux	? TITUS_Je n'ai pas oublié, Prince, que ma victoire
Bérénice, 20	gloire, Que_Rome vit passer à le nombre	de les vaincus	Plus_d'_un captif, chargé de les fers d'Antiochus, Que dans
Bérénice, 20	nombre de les vaincus Plus_d'_un captif, chargé	de les fers	d'Antiochus, Que dans le Capitole elle voit attachées Les dépouilles
Bérénice, 20	dans le Capitole elle voit attachées Les dépouilles	de les Juifs	par vos mains arrachées, Je n'attends pas_de vous de ces
Bérénice, 50	murmures, Peut brûler à son choix dans	de les flammes	obscures, Et_Rome avec plaisir recevrait de ma main, La moins
Bérénice, 60	Soyez le seul témoin de ses pleurs et	de les miens	Portez-lui mes adieux, et recevez les siens. Fuyons tous deux
Bérénice, 22	soit plein_de sa mémoire, Bérénice y verra	de les traces	de ma gloire. ARSACE_N'en doutez point, Seigneur, tout
Bérénice, 31	, L'ingrate me permît de lui donner	de les larmes	. Ou qu'elle s'abaissât jusques à recevoir Des soins,
Bérénice, 39	amour j'aurai le triste emploi De recueillir	de les pleurs	qui ne sont pas pour moi. ARSACE_Quoi ! Ne vous plairez
Bérénice, 27	Que vous a dit Titus ? ANTIOCHUS_Au nom	de les dieux	, Madame... BÉRÉNICE_Quoi ! Vous craignez si_peu de me désobéir ?
Bérénice, 38	flattez point. Je vais vous annoncer Peut-être	de les malheurs	, où vous n'osez penser. Je connais votre coeur.
Bérénice, 6	de votre âme. J'ai vu couler	de les pleurs	qu'il voulait retenir. BÉRÉNICE_Vient-il ? PHÉNICE_N'en doutez point,
Bérénice, 20	trop prompt à me troubler, J'avance	de les malheurs	que je puis reculer. Et qui sait si sensible à les
Bérénice, 27	-tu pas dans ces lieux Où la haine	de les rois	avec le lait sucée, Par crainte, ou par amour,
Bérénice, 35	, cours te confiner, Et fais_place à	de les coeurs	plus dignes de régner. Sont -ce là ces projets de grandeur
Bérénice, 11	cruel m'agite et me dévore, Sans_que	de les pleurs	si chers me déchirent encore. Rappelez bien plutôt ce coeur,
Bérénice, 16	, à vaincre sa faiblesse, À retenir	de les pleurs	qui m'échappent sans_cesse. Ou si nous ne pouvons commander à
Bérénice, 81	-ils point alors me demander ? Maintiendrai -je	de les lois	, que je ne puis garder ? BÉRÉNICE_Vous ne comptez pour rien
Bérénice, 100	autre proscrit la tête. L'autre avec	de les yeux	secs, et presque indifférents, Voit mourir ses deux fils par
Bérénice, 112	injures, Que j'atteste le ciel ennemi	de les parjures	. Non, si le ciel encore est touché de mes pleurs
Bérénice, 114	d'oublier mes douleurs. Si je forme	de les voeux	contre votre injustice, Si devant que mourir la triste Bérénice_Vous veut
Bérénice, 5	le coeur percé de vos pleurs, et	de les siens	, Calmer de les déplaisirs moins cruels que les miens. Venez
Bérénice, 5	pleurs, et de les siens, Calmer	de les déplaisirs	moins cruels que les miens. Venez, Prince, venez.
Bérénice, 2	les douleurs Que peut faire sentir le_plus grand	de les malheurs	. Mais quoi_que je craignisse, il faut que je le die
Bérénice, 25	sans cour, Vil spectacle à les humains	de les faiblesses	d'amour. Pour sortir de les tourments, dont mon âme
Bérénice, 26	de les faiblesses d'amour. Pour sortir	de les tourments	, dont mon âme est la proie, Il est, vous
Bérénice, 41	rencontre l'image. Je ne vois que	de les pleurs	. Et je n'entends parler Que de trouble, d'horreurs
Bérénice, 45	vu soupirer pour l'empire. La grandeur	de les Romains	, la pourpre de les Césars_N'a point, vous le savez
Bérénice, 45	La grandeur de les Romains, la pourpre	de les Césars_N'	a point, vous le savez, attiré mes regards. J'
Britannicus, 36	a pris dans leur sang, La fierté	de les Nérons	, qu'il puisa dans mon flanc. Toujours la tyrannie a
Britannicus, 32	n'ose me placer. Mais il est	de les vertus	que je lui puis tracer. Je puis l'instruire au_moins,
Britannicus, 47	flatteurs ? Fallait -il dans l'exil chercher	de les corrupteurs	? La cour de Claudius en esclaves fertile, Pour deux que
Britannicus, 63	; César nomme les chefs sur la foi	de les soldats	. Thraséas à le Sénat, Corbulon dans l'armée, Sont
Britannicus, 21	, Que vois -je autour_de moi, que	de les amis	vendus Qui sont de tous mes pas les témoins assidus, Qui
Britannicus, 28	basse... C'est à vous de choisir	de les confidents	discrets, Seigneur, et de ne pas prodiguer vos secrets.
Britannicus, 2	vos mains Vous assure aujourd'hui de le reste	de les Romains	. Vos ennemis déchus de leur vaine espérance Sont allés chez Pallas
Britannicus, 20	de larmes, Qui brillaient à le travers	de les flambeaux	et de les armes. Belle, sans ornements, dans le
Britannicus, 20	brillaient à le travers de les flambeaux et	de les armes	. Belle, sans ornements, dans le simple appareil D'une
Britannicus, 52	Ses yeux sont déjà faits à l'usage	de les larmes	. À ses moindres désirs il sait s'accommoder ; Et peut-être
Britannicus, 92	a formé ; Et portant à mon coeur	de les atteintes	plus rudes, Me fait un long récit de mes ingratitudes.
Britannicus, 12	ces lieux Seule pour vous connaître Octavie ait	de les yeux	? JUNIE. Et quel autre, Seigneur ? Voulez -vous que
Britannicus, 50	où vous puissiez souscrire, J'ai parcouru	de les yeux	la cour, Rome, et l'empire. Plus j'ai
Britannicus, 51	, À qui Rome a commis l'empire	de les humains	. Vous-même consultez vos premières années. Claudius à son fils les
Britannicus, 58	, et pesez en vous-même Ce choix digne	de les soins	d'un prince qui vous aime ; Digne de vos beaux yeux
Britannicus, 110	pour moi de langages secrets. J'entendrai	de les regards	que vous croirez muets Et sa perte sera l'infaillible salaire D'
Britannicus, 27	heureuse absence. JUNIE. Vous êtes en	de les lieux	tout pleins de sa puissance. Ces murs mêmes, Seigneur,
Britannicus, 28	Ces murs mêmes, Seigneur, peuvent avoir	de les yeux	, Et jamais l'empereur n'est absent de ces lieux.
Britannicus, 35	coeurs n'est pas_encore éteinte. Chacun semble	de les yeux	approuver mon courroux : La mère de Néron se déclare pour nous
Britannicus, 53	Si je le croyais... À le nom	de les dieux	, Madame, Éclaircissez le trouble où vous jetez mon âme,
Britannicus, 15	son courroux, Et que vous lui donnez	de les armes	contre vous. NÉRON. Moi, Burrhus ? BURRHUS. Cet
Britannicus, 10	. Digne emploi d'un ministre, ennemi	de les flatteurs	, Choisi pour mettre un frein à ses jeunes ardeurs, De
Britannicus, 26	à l'armée, Plaindre à les yeux	de les soldats	son enfance opprimée, Leur faire à mon exemple expier leur erreur
Britannicus, 8	! ALBINE. Madame, à le nom	de les dieux	, cachez votre colère. Quoi pour les intérêts de la soeur
Britannicus, 16	les honneurs par moi seule versés M'attiraient	de les mortels	les voeux intéressés. Une autre de César a surpris la tendresse
Britannicus, 17	Le fruit de tant_de soins, la pompe	de les Césars	, Tout deviendra le prix d'un seul de ses regards.
Britannicus, 3	pas invincibles, Madame. Nos malheurs trouvent	de les coeurs	sensibles. Vos amis et les miens jusqu'alors si secrets, Tandis_que
Britannicus, 25	Dans ses égarements mon coeur opiniâtre Lui prête	de les raisons	, l'excuse, l'idolâtre. Je voudrais vaincre enfin mon
Britannicus, 2	s'approche. NÉRON. Prince, continuez	de les transports	si charmants. Je conçois vos bontés par ses remerciements, Madame
Britannicus, 62	, Seigneur, j'irai remplir le nombre	de les Vestales	. Ne lui disputez plus mes voeux infortunés, Souffrez que les
Britannicus, 30	attiraient les coeurs de le peuple, et	de les soldats	, Qui d'ailleurs réveillant leur tendresse première Favorisaient en vous Germanicus
Britannicus, 40	prince déjà mort demandait la santé. Enfin	de les légions	l'entière obéissance Ayant de votre empire affermi la puissance, On
Britannicus, 45	vos soupçons, De l'infidélité vous tracer	de les leçons	, Ravis d'être vaincus dans leur propre science. J'ai
Britannicus, 76	cour étrangère ? Ils me reprocheraient, non	de les cris	impuissants, Des desseins étouffés aussitôt_que naissants, Mais de les crimes
Britannicus, 76	, Des desseins étouffés aussitôt_que naissants, Mais	de les crimes	pour vous commis à votre vue, Et dont je ne serais
Britannicus, 2	et ces embrassements Vont offrir à mes yeux	de les spectacles	charmants ! Vous savez si_jamais ma voix lui fut contraire, Si
Britannicus, 12	Il faut que sa ruine Me délivre à_jamais	de les fureurs	d'Agrippine. Tant_qu'il respirera je ne vis qu'à_demi.
Britannicus, 46	défenseurs, Qui même après leur mort auront	de les successeurs	. Vous allumez un feu qui ne pourra s'éteindre. Craint
Britannicus, 46	quel sera le langage ? Sur les pas	de les tyrans	veux -tu que je m'engage, Et que Rome effaçant tant_de
Britannicus, 47	? Ils mettront ma vengeance à le rang	de les parricides	. NARCISSE. Et prenez -vous, Seigneur, leurs caprices pour
Britannicus, 64	les victimes, Fussent-ils innocents, leur trouvera	de les crimes	. Vous verrez mettre à le rang de les jours infortunés Ceux
Britannicus, 65	crimes. Vous verrez mettre à le rang	de les jours	infortunés Ceux où jadis la soeur et le frère sont nés.
Britannicus, 69	lui manquant de foi Donner à sa vertu	de les armes	contre moi. J'oppose à ses raisons un courage inutile,
Britannicus, 79	un char dans la carrière, À disputer	de les prix	indignes de ses mains, À se donner lui-même en spectacle à
Britannicus, 79	sa voix sur un théâtre, À réciter	de les chants	qu'il veut qu'on idolâtre, Tandis_que de les soldats de
Britannicus, 79	qu'il veut qu'on idolâtre, Tandis_que	de les soldats	de moments en moments Vont arracher pour lui les applaudissements.  
Britannicus, 44	pas_de son coeur par le vôtre. Sur	de les pas	différents vous marchez l'_un_et_l'_autre. Je ne connais Néron et la cour
Britannicus, 81	éblouir vos yeux de sa splendeur, Dans	de les lieux	où chacun me fuit et le révère, Aux pompes de sa
Britannicus, 86	le coeur tout_plein_de mon amour, Au milieu	de les transports	d'une aveugle jeunesse, Ne voir, n'entretenir que ma
Britannicus, 13	mes mains, Néron m'en a donné	de les gages	trop certains. Ah ! Si vous aviez vu par combien_de caresses
Britannicus, 20	mains Des secrets d'où dépend le destin	de les humains	. Non, il le faut ici confesser à sa gloire.
Britannicus, 15	. La moitié s'épouvante et sort avec	de les cris	. Mais ceux qui de la cour ont un plus long usage
Britannicus, 18	, sa mort peut vous confondre. Mais	de les coups	de le destin je ne puis pas répondre. AGRIPPINE. Non
Britannicus, 27	tant_d'outrage ? Britannicus, Madame, eut	de les desseins	secrets Qui vous auraient coûté de_plus justes regrets. Il aspirait plus
Britannicus, 31	sort vous ait servie ; Soit qu'instruit	de les complots	qui menaçaient sa vie, Sur ma fidélité César s'en soit
Britannicus, 35	, Néron, avec de_tels ministres. Par	de les faits	glorieux tu te vas signaler. Poursuis. Tu n'as pas
Britannicus, 12	par ce triste attentat Un gage trop certain	de les malheurs	de l'État ! Son crime seul n'est pas ce qui
Britannicus, 13	triste Octavie. Mais bientôt elle a pris	de les chemins	écartés. Où mes yeux ont suivi ses pas précipités. De
Britannicus, 17	temple, où depuis tant_d'années Au culte	de les autels	nos vierges destinées Gardent fidèlement le dépôt précieux Du feu toujours ardent
Esther, 9	le livre où sont écrits Les noms prédestinés	de les rois	que tu chéris. Tu m'écoutes. Ma voix ne t'
Esther, 21	bras, qui combattait pour lui, Lorsque	de les nations	à sa perte animées Le_Rhin vit tant_de fois disperser les armées.
Esther, 27	mes injures, Vous, qui goûtez ici	de les délices	si pures, S'il permet à son coeur un moment de
Esther, 8	bruit de votre mort justement éplorée Du reste	de les humains	je vivais séparée, Et de mes tristes jours n'attendais que
Esther, 8	; le jour approche, où le Dieu	de les armées	Va de son bras puissant faire éclater l'appui ; Et le
Esther, 25	et de mère. De le triste état	de les Juifs	jour et nuit agité, Il me tira de le sein de
Esther, 36	, je parus. Dieu tient le coeur	de les rois	entre ses mains puissantes. Il fait que tout prospère à les
Esther, 41	sans_doute agissait sur son coeur. Enfin avec	de les yeux	où régnait la douceur, " Soyez reine ", dit -il
Esther, 1	De l'antique Jacob jeune postérité. Une	de les israélites	, chante derrière le théâtre. Ma soeur, quelle voix nous
Esther, 12	agréable encens. Que Dieu jette sur vous	de les regards	pacifiques. ESTHER_Mes filles, chantez -nous quelqu'un de ces cantiques,
Esther, 19	rives de le Jourdain ! ô champs aimés	de les cieux	! Sacrés monts, fertiles vallées Par cent miracles signalées ! De
Esther, 26	rives de le Jourdain ! Ô champs aimés	de les cieux	! Sacrés monts, fertiles vallées, Par cent miracles signalées !
Esther, 24	dix jours. ESTHER_Ô_Dieu ! Qui vois former	de les desseins	si funestes, As-tu donc de Jacob abandonné les restes ? UNE_DES_PLUS_JEUNES_ISRAÉLITES_Ciel
Esther, 31	et bientôt amènera le jour Où le nom	de les Hébreux	doit périr sans retour. Toute pleine de le feu de tant_de
Esther, 49	l'Asie, Ni pour charmer les yeux	de les profanes	humains. Pour un plus noble usage il réserve ses saints.
Esther, 14	, Et que je mets à le rang	de les profanations	Leur table, leurs festins, et leurs libations ; Que même
Esther, 13	mortelles alarmes ! LA_MÊME_ISRAELITE_Faibles agneaux, livrés à	de les loups	furieux, Nos soupirs sont nos seules armes. TOUT_LE_CHOEUR_Ô mortelles alarmes
Esther, 22	tes saints sont la pâture Des tigres et	de les léopards	. UNE_DES_PLUS_JEUNES_ISRAELITES_Hélas ! si jeune encore, Par quel crime ai -je
Esther, 29	. TOUT_LE_CHOEUR_Le_Dieu que nous servons est le Dieu	de les combats	. Non, non, il ne souffrira pas Qu'on égorge
Esther, 37	. TOUT_LE_CHOEUR_Le_Dieu que nous servons est le Dieu	de les combats	. Non, non, il ne souffrira pas Qu'on égorge
Esther, 41	lumière environne ! Qui voles sur l'aile	de les vents	, Et dont le trône est porté par les anges ! DEUX_AUTRES_DES_PLUS_JEUNES_Dieu
Esther, 45	Ne souffre point que ta gloire Passe à	de les dieux	étrangers. UNE_ISRAÈLITE, seule. Arme -toi, viens nous défendre
Esther, 53	Ne souffre point que ta gloire Passe à	de les dieux	étrangers. Le théâtre représente la chambre où est le trône d'
Esther, 8	ai juré D'exposer à vos yeux par	de les avis	sincères, Tout ce_que ce palais renferme de mystères. Le roi
Esther, 23	le_mieux Lire en un songe obscur les volontés	de les cieux	. Mais quel trouble vous-même aujourd'hui vous agite ? Votre âme en
Esther, 28	HYDASPE_Hé ! qui jamais de le ciel eut	de les regards	plus doux ? Vous voyez l'univers prosterné devant vous. AMAN_L'
Esther, 39	En_vain de la faveur de le plus grand	de les monarques	Tout révère à genoux les glorieuses marques. Lorsque d'un saint
Esther, 54	destin corriger l'injustice. Dans les mains	de les Persans	jeune enfant apporté, Je gouverne l'empire, où je fus
Esther, 55	, où je fus acheté. Mes richesses	de les rois	égalent l'opulence. Environné d'enfants, soutiens de ma puissance
Esther, 57	front que le bandeau royal. Cependant,	de les mortels	aveuglement fatal ! De cet amas d'honneurs, la douceur passagère
Esther, 67	fureur ne peut trop éclater. Il faut	de les châtiments	dont l'univers frémisse ; Qu'on tremble, en comparant l'
Esther, 68	jour à les siècles effrayés : Il fut	de les Juifs	. Il fut une insolente race. Répandus sur la terre,
Esther, 77	eux l'esprit d'Assuérus. J'inventai	de les couleurs	. J'armai la calomnie. J'intéressai sa gloire, il
Esther, 82	, à nos lois opposés, Du reste	de les humains	ils semblent divisés, N'aspirent qu'à troubler le repos où
Esther, 29	Un Juif m'a préservé de le glaive	de les Persans	? Mais, puisqu'il m'a sauvé, quel qu'il soit
Esther, 33	noir elle écarte les ombres, Et fait	de les jours	sereins de mes jours les plus sombres. Que dis -je ?
Esther, 16	de nos volontés arbitre souverain, Le coeur	de les rois	est ainsi dans ta main. ÉLISE_Ah ! Que je crains,
Esther, 25	chante. Malheureux ! Vous quittez le maître	de les humains	, Pour adorer l'ouvrage de vos mains. UNE_ISRAÈLITE, chante
Esther, 58	endort, il s'éveille à le son	de les instruments	. Son coeur nage dans la mollesse. UNE_AUTRE_ISRAELITE_Pour_comble_de prospérité, Il
Esther, 66	consume. Il trouve l'amertume Au milieu	de les plaisirs	. UNE_AUTRE, seule. Le bonheur de l'impie est toujours
Esther, 89	Le remords au_dedans le glace. UNE_AUTRE_La gloire	de les méchants	en un moment s'éteint. L'affreux tombeau pour jamais les
Esther, 1	théâtre représente les jardins d'Esther et un	de les côtés	de le salon où se fait le festin. ZARES_C'est donc
Esther, 9	déguiser le front, Loin de l'aspect	de les rois	qu'il s'écarte, qu'il fuie. Il est de
Esther, 10	écarte, qu'il fuie. Il est	de les contretemps	qu'il faut qu'un sage essuie. Souvent avec prudence un
Esther, 14	effacée ! Un exécrable Juif, l'opprobre	de les humains	, S'est donc vu de la pourpre habillé par mes mains
Esther, 29	et gémir l'innocence ; Que pour lui	de les Persans	bravant l'aversion, J'ai chéri, j'ai cherché la
Esther, 46	vos aïeux errants jadis furent jetés, Lorsque	de les Juifs	contre eux la vengeance allumée Chassa tout Amalec de la triste Idumée
Esther, 12	que ta bouche m'annonce ? HYDASPE_J'ai	de les savants	devins entendu la réponse. Ils disent que la main d'un
Esther, 15	AMAN_Oui, ce sont, cher ami,	de les monstres	furieux. Il faut craindre surtout leur chef audacieux. La terre
Esther, 41	le pauvre gémisse, Est le_plus beau présent	de les cieux	. UNE_AUTRE_La veuve en sa défense espère. UNE_AUTRE_De l'orphelin il
Esther, 2	Esther. Oui, vos moindres discours ont	de les grâces	secrètes. Une noble pudeur à tout ce_que vous faites Donne un
