Reference	LeftContext	Pivot	RightContext
Britannicus, 84	que sa chute a bannie, Sont autant_de	liens	qui retiennent Junie. Tout ce_que vous voyez conspire à vos désirs
Britannicus, 3	férocité que tu croyais fléchir De tes faibles	liens	est prête à s'affranchir. En quels excès peut-être elle va
Britannicus, 61	? Souffrez que de vos coeurs rapprochant les	liens	, Je me cache à vos yeux, et me dérobe à
Phèdre, 13	pour un plus noble usage. Tous les	liens	de le sang n'ont pu le retenir ? Et Phèdre différait
Athalie, 28	ces mots épouvantables, Son ombre vers mon	lit	a paru se baisser. Et moi, je lui tendais les
Bajazet, 25	si fier À son trône, à son	lit	daigna l'associer. Sans_qu'elle eut d'autres droits à le
Bajazet, 15	vous verrez ce_qu'elle vous annonce. ATALIDE	lit	. «   Après tant_d'injustes détours Faut-il qu'à feindre encor
Bérénice, 38	regards, Faire entrer une reine à le	lit	de nos Césars, Tandis_que_l'_Orient dans le lit de ses reines Voit
Bérénice, 38	lit de nos Césars, Tandis_que_l'_Orient dans le	lit	de ses reines Voit passer un esclave au_sortir_de nos chaînes ? C'
Britannicus, 9	affranchis mendièrent les voix, Je souhaitai son	lit	, dans la seule pensée De vous laisser à le trône,
Britannicus, 11	nous joignait tous deux, Écartait_Claudius d'un	lit	incestueux. Il n'osait épouser la fille de son frère.
Britannicus, 14	. Une loi moins sévère Mit_Claude dans mon	lit	, et Rome à mes genoux. C'était beaucoup pour moi
Britannicus, 35	. Ses gardes, son palais, son	lit	m'étaient soumis. Je lui laissai sans fruit consumer sa tendresse
Britannicus, 50	coeur Octavie effacée Prête à sortir de le	lit	, où je l'avais placée. Je vois Pallas banni,
Britannicus, 13	yeux est ravie, Il tombe sur son	lit	sans chaleur et sans vie. Jugez combien ce coup frappe tous
Britannicus, 17	César composent leur visage. Cependant sur son	lit	il demeure penché, D'aucun étonnement il ne paraît touché.
Esther, 14	chassa de son trône, ainsi_que de son	lit	. Mais il ne put sitôt en bannir la pensée. Vasthi
Esther, 19	que j'ai laissé plus calme dans son	lit	, D'une oreille attentive écoute ce récit. AMAN_De quel temps
Esther, 1	cet avis fidèle, Deux traîtres dans son	lit	assassinaient leur roi ? Qu'on me laisse, et qu'Asaph
Iphigénie, 73	, Lorsqu'un époux mortel fut reçu dans son	lit	. Je puis choisir, dit -on, ou beaucoup_d'ans,
Iphigénie, 78	un hymen clandestin mit ce prince en son	lit	, Et qu'il en eut pour gage une jeune princesse,
Mithridate, 40	desseins, Quand je sus qu'à son	lit	Monime réservée Avait pris avec toi le chemin de Nymphée. Hélas
Mithridate, 48	est moins triste pour moi, Que le	lit	d'un époux, qui m'a fait cet outrage, Qui
Phèdre, 7	. Son chagrin inquiet l'arrache de son	lit	. Elle veut voir le jour. Et sa douleur profonde M'
Phèdre, 14	le transport d'un amour plein_d'horreur Jusqu'au	lit	de ton père a porté ta fureur, Tu m'oses présenter
Phèdre, 14	mettre à le jour l'opprobre de son	lit	? Devais -je, en lui faisant un récit trop sincère,
Alexandre, 37	facile, Ne conduise ses coups dans le	sein	de Taxile ; Son courage sensible à vos justes douleurs, Ne
Alexandre, 32	troublaient les douceurs, Il portait dans son	sein	d'assez bons défenseurs. Pourquoi nous attaquer ? Par quelle barbarie
Alexandre, 67	C'est ce qui l'arrachant de le	sein	de ses États, Au trône de Cyrus lui fit porter ses
Andromaque, 11	craignez la récompense, Et que dans votre	sein	ce serpent élevé Ne vous punisse un jour de l'avoir conservé
Andromaque, 30	l'avons -nous différée   ? Dans le	sein	de Priam n'a -on pu l'immoler   ? Sous tant_de
Andromaque, 66	est lui mettre moi-même un poignard dans le	sein	. PHOENIX_Et pourquoi donc en faire éclater le dessein   ? Que
Andromaque, 33	expirante à sa vue, Tandis_que dans son	sein	votre bras enfoncé Cherche un reste de sang que l'âge avait
Athalie, 58	, Et faible le tenait renversé sur son	sein	. Je le pris tout sanglant. En baignant son visage,
Athalie, 36	homicide acier, Que le traître en mon	sein	a plongé tout entier. De tant_d'objets divers le bizarre assemblage
Athalie, 69	de tous côtés Ces enfants qu'en son	sein	elle n'a point portés ? Lève, Jérusalem, lève ta
Athalie, 40	, Quand déjà son poignard était dans votre	sein	, Vous choisit, vous sauva de le milieu de le carnage
Athalie, 11	l '? il vigilant Josabet dans son	sein	l'emportât tout sanglant, Et n'ayant de son vol que
Athalie, 6	de son crime, Tu cachas dans mon	sein	cette tendre victime. JOAD. Allez, sage Ismaël, ne
Athalie, 26	son empire nouveau On lui fasse en mon	sein	enfoncer le couteau. Voici ce_qu'en mourant lui souhaite sa mère
Bajazet, 21	sang commencés. Élevée avec lui dans le	sein	de sa mère, J'appris à distinguer Bajazet de son frère
Bajazet, 7	l'envi la soulage, Ont découvert son	sein	, pour leur donner_passage. Moi-même avec ardeur secondant ce dessein,
Bajazet, 8	J'ai trouvé ce billet enfermé dans son	sein	. De le prince votre amant j'ai reconnu la lettre,
Bajazet, 39	qui me rendait si fière, Dans le	sein	de le malheur t'ai cherché la première, Pour attacher de
Bajazet, 9	a paru, l'a cachée en mon	sein	. Sa présence a surpris mon âme désolée. Ses menaces,
Bajazet, 3	assassin Retirer son poignard tout fumant de son	sein	. Orcan qui méditait ce cruel stratagème, La servait a dessein
Bérénice, 27	reine Bérénice_Vous arrache, Seigneur, de le	sein	de vos États, Depuis trois ans dans Rome elle arrête vos
Bérénice, 33	aima jusqu'à l'idolâtrie, Oublia dans son	sein	sa gloire et sa patrie, Sans oser toutefois se nommer son
Bérénice, 81	ai pour ses appas, Bérénice en mon	sein	l'a jadis allumée. Tu ne l'ignores pas, toujours
Bérénice, 50	digne beauté, qu'elle cache en son	sein	. Jules céda lui-même à le torrent qui m'entraîne. Si
Bérénice, 22	reine éperdue, Qui la mort dans le	sein	, vous demande deux mots. Vous craignez, dites -vous,
Britannicus, 24	fut jamais, Seigneur, conçu dans votre	sein	. NÉRON. Burrhus ! BURRHUS. De votre bouche, ô
Britannicus, 19	fils, qui vient en liberté Dans le	sein	de sa mère oublier sa fierté. Mais bientôt reprenant un visage
Esther, 25	nuit agité, Il me tira de le	sein	de mon obscurité, Et sur mes faibles mains fondant leur délivrance
Esther, 17	que je vive, Et rappelle en mon	sein	mon âme fugitive ? ASSUERUS_Ne connaissez -vous pas la voix de votre
Esther, 5	renfermait un si rare trésor ? Dans quel	sein	vertueux avez -vous pris_naissance ? Et quelle main si sage éleva votre
Esther, 68	deux traîtres tout prêts à vous percer le	sein	. Hélas ! Ce Juif jadis m'adopta pour sa fille.
Esther, 48	autel soit paré, Et que de le	sein	de les monts le marbre soit tiré. Liban, dépouille -toi
Iphigénie, 9	père, Vous en pouvez gémir dans le	sein	d'une mère. Et de quelque disgrâce enfin que vous pleuriez
Iphigénie, 85	ma fille une main criminelle ? Déchirera son	sein	? Et d'un oeil curieux Dans son coeur palpitant consultera les
Iphigénie, 11	quel serpent inhumain Iphigénie avait retiré dans son	sein	? Ériphile en ces lieux par vous-même conduite, A seule à
Iphigénie, 39	le sacré couteau, le plonge dans son	sein	. À_peine son sang coule et fait rougir la terre, Les
Mithridate, 38	m'arrêter ? Marchons, et dans son	sein	rejetons cette guerre Que sa fureur envoie à les deux bouts de
Mithridate, 69	, et le vaincront -ils mieux Dans le	sein	de sa ville, à l'aspect de ses dieux ? Le
Mithridate, 17	, qui dès l'enfance élevé dans son	sein	, De tous ses mouvements ai trop d'intelligence, J'ai
Mithridate, 61	mettre à votre fils un poignard dans le	sein	. De ses feux innocents j'ai trahi le mystère ; Et
Mithridate, 18	, Et lorsque m'arrachant de le doux	sein	de la Grèce_Dans ce climat barbare on traîna ta maîtresse. Retourne
Mithridate, 34	pas surtout Mithridate vivant. Aussitôt dans son	sein	il plonge son épée. Mais la mort fuit encor sa grande
Mithridate, 9	Rome en cendre me vît expirer dans son	sein	. Mais au_moins quelque joie en mourant me console. J'expire
Phèdre, 166	et mes cris éternels L'arrachèrent de le	sein	, et de les bras paternels. Je respirais, Oenone.
Phèdre, 37	, quel Dieu l'a mis dans votre	sein	? Qu'à bon droit votre gloire en tous lieux est semée
Phèdre, 16	Hélas ! Quand son épée allait chercher mon	sein	, A-t-il pâli pour moi ? Me l'a -il arrachée ?
Phèdre, 52	OENONE. Songez qu'une barbare en son	sein	l'a formé. PHÈDRE. Quoique Scythe et barbare, elle
Phèdre, 45	, un lâche incestueux. Élevé dans le	sein	d'une chaste héroïne, Je n'ai point de son sang
Phèdre, 50	Ce n'est point m'arracher de le	sein	de mes parents. Et la fuite est permise à qui fuit
Phèdre, 28	a troublé le repos. Et de le	sein	de la terre une voix formidable Répond en gémissant à ce cri
Phèdre, 27	, incestueux. Le ciel mit dans mon	sein	une flamme funeste. La détestable Oenone a conduit tout le reste
Thébaïde, 28	sert de mon bras pour me percer le	sein	. La guerre s'allumait, lorsque pour mon supplice, Hémon
Thébaïde, 11	d'un sang incestueux. Pendant_qu'un même	sein	nous renfermait tous deux, Dans les flancs de ma mère une
Thébaïde, 80	donc, cruels, de me percer le	sein	, Et commencez par moi votre horrible dessein. Ne considérez point
Thébaïde, 43	? il brûlant de rage, Dans le	sein	l'un de l'autre ils cherchent un passage ; Et la
Thébaïde, 8	, Cette fière princesse a percé son beau	sein	. Elle s'en est, Seigneur, mortellement frappée, Et
