Oui	INT	oui
Vous	NAM	Vous
voyiez	VER:impf	voir
devant	PRP	devant
vous	PRO:PER	vous
ce	PRO:DEM	ce
vainqueur	NOM	vainqueur
homicide	ADJ	homicide
,	PUN	,
Le	PRO:PER	le
dirai	VER:futu	dire
-je	PRO:PER	je
?	SENT	?
Vos	DET:POS	votre
yeux	NOM	œil
de	PRP	de
larmes	NOM	larme
moins	ADV	moins
trempés	VER:pper	tremper
À	PRP	à
pleurer	VER:infi	pleurer
vos	DET:POS	votre
malheurs	NOM	malheur
étaient	VER:impf	être
moins	ADV	moins
occupés	VER:pper	occuper
.	SENT	.
Maintenant	ADV	maintenant
tous	PRO:IND	tout
vous	PRO:PER	vous
rit	VER:pres	rire
.	SENT	.
L'	DET:ART	le
aimable	ADJ	aimable
Iphigénie	NAM	Iphigénie
D'	NAM	D'
une	DET:ART	un
amitié	NOM	amitié
sincère	ADJ	sincère
avec	PRP	avec
vous	PRO:PER	vous
est	VER:pres	être
unie	VER:pper	unir
.	SENT	.
Elle	PRO:PER	elle
vous	PRO:PER	vous
plaint	VER:pres	plaindre
,	PUN	,
vous	PRO:PER	vous
voit	VER:pres	voir
avec	PRP	avec
des	PRP:det	du
yeux	NOM	œil
de	PRP	de
soeur	NOM	sœur
,	PUN	,
Et	VER:subi	Et
vous	PRO:PER	vous
seriez	VER:cond	être
dans	PRP	dans
Troie	NAM	Troie
avec	PRP	avec
moins	ADV	moins
de	PRP	de
douceur	NOM	douceur
.	SENT	.
Vous	PRO:PER	vous
vouliez	VER:impf	vouloir
voir	VER:infi	voir
l'	DET:ART	le
Aulide	NAM	Aulide
,	PUN	,
où	PRO:REL	où
son	DET:POS	son
père	NOM	père
l'	PRO:PER	la|le
appelle	VER:pres	appeler
,	PUN	,
Et	VER:ppre	Et
l'	DET:ART	le
Aulide	NOM	Aulide
vous	PRO:PER	vous
voit	VER:pres	voir
arriver	VER:infi	arriver
avec	PRP	avec
elle	PRO:PER	elle
.	SENT	.
Cependant	ADV	cependant
par	PRP	par
un	DET:ART	un
sort	NOM	sort
que	KON	que
je	PRO:PER	je
ne	ADV	ne
conçois	VER:pres	concevoir
pas	ADV	pas
,	PUN	,
Votre	NAM	Votre
douleur	NOM	douleur
redouble	VER:pres	redoubler
,	PUN	,
et	KON	et
croît	VER:pres	croître
à	PRP	à
chaque	PRO:IND	chaque
pas	NOM	pas
.	SENT	.
Hé	INT	hé
quoi	PRO	quoi
!	SENT	!
te	PRO:PER	te
semble-t-il	NOM	semble-t-il
que	KON	que
la	DET:ART	le
triste	ADJ	triste
Ériphile	NOM	Ériphile
Doive	VER:subp	devoir
être	VER:infi	être
de	PRP	de
leur	DET:POS	leur
joie	NOM	joie
un	DET:ART	un
témoin	NOM	témoin
si	ADV	si
tranquille	ADJ	tranquille
?	SENT	?
Crois	VER:pres	croire
-tu	PRO:PER	tu
que	PRO:REL	que
mes	DET:POS	mon
chagrins	NOM	chagrin
doivent	VER:pres	devoir
s'	PRO:PER	se
évanouir	VER:infi	évanouir
À	PRP	à
l'	DET:ART	le
aspect	NOM	aspect
d'	PRP	de
un	DET:ART	un
bonheur	NOM	bonheur
,	PUN	,
dont	PRO:REL	dont
je	PRO:PER	je
ne	ADV	ne
puis	ADV	puis
jouir	VER:infi	jouir
?	SENT	?
Je	PRO:PER	je
vois	VER:pres	voir
Iphigénie	NOM	Iphigénie
entre	PRP	entre
les	DET:ART	le
bras	NOM	bras
d'	PRP	de
un	DET:ART	un
père	NOM	père
.	SENT	.
Elle	PRO:PER	elle
fait	VER:pres	faire
tout	ADV	tout
l'	DET:ART	le
orgueil	NOM	orgueil
d'	PRP	de
une	DET:ART	un
superbe	ADJ	superbe
mère	NOM	mère
.	SENT	.
Et	KON	et
moi	PRO:PER	moi
,	PUN	,
toujours	ADV	toujours
en	PRO:PER	en
bute	VER:pres	buter
à	PRP	à
de	PRP	de
nouveaux	ADJ	nouveau
dangers	NOM	danger
,	PUN	,
Remise	NOM	remise
dès	PRP	dès
l'	DET:ART	le
enfance	NOM	enfance
en	PRP	en
des	PRP:det	du
bras	NOM	bras
étrangers	ADJ	étranger
,	PUN	,
Je	PRO:PER	je
reçus	VER:pper	recevoir
,	PUN	,
et	KON	et
je	PRO:PER	je
vois	VER:pres	voir
le	DET:ART	le
jour	NOM	jour
que	PRO:REL	que
je	PRO:PER	je
respire	VER:pres	respirer
,	PUN	,
Sans	NAM	Sans
que	KON	que
mère	NOM	mère
ni	KON	ni
père	NOM	père
ait	VER:subp	avoir
daigné	VER:pper	daigner
me	PRO:PER	me
sourire	VER:infi	sourire
.	SENT	.
J'	PRO:PER	je
ignore	VER:pres	ignorer
qui	PRO:REL	qui
je	PRO:PER	je
suis	VER:pres	suivre|être
.	SENT	.
Et	KON	et
pour	PRP	pour
comble	NOM	comble
d'	PRP	de
horreur	NOM	horreur
,	PUN	,
Un	ABR	Un
oracle	NOM	oracle
effrayant	ADJ	effrayant
m'	PRO:PER	me
attache	VER:pres	attacher
à	PRP	à
mon	DET:POS	mon
erreur	NOM	erreur
,	PUN	,
Et	NOM	Et
quand	KON	quand
je	PRO:PER	je
veux	VER:pres	vouloir
chercher	VER:infi	chercher
le	DET:ART	le
sang	NOM	sang
qui	PRO:REL	qui
m'	PRO:PER	me
a	VER:pres	avoir
fait	VER:pper	faire
naître	VER:infi	naître
,	PUN	,
Me	ABR	Me
dit	VER:pper	dire
,	PUN	,
que	KON	que
sans	PRP	sans
périr	VER:infi	périr
,	PUN	,
je	PRO:PER	je
ne	ADV	ne
me	PRO:PER	me
puis	ADV	puis
connaître	VER:infi	connaître
.	SENT	.
Non	ADV	non
non	ADV	non
,	PUN	,
jusques	PRP	jusques
au	PRP:det	au
bout	NOM	bout
vous	PRO:PER	vous
devez	VER:pres	devoir
le	PRO:PER	le
chercher	VER:infi	chercher
.	SENT	.
Un	DET:ART	un
oracle	NOM	oracle
toujours	ADV	toujours
se	PRO:PER	se
plaît	VER:pres	plaire
à	PRP	à
se	PRO:PER	se
cacher	VER:infi	cacher
.	SENT	.
Toujours	ADV	toujours
avec	PRP	avec
un	DET:ART	un
sens	NOM	sen|sens
il	PRO:PER	il
en	PRO:PER	en
présente	VER:pres	présenter
un	DET:ART	un
autre	ADJ	autre
.	SENT	.
En	PRP	en
perdant	VER:ppre	perdre
un	DET:ART	un
faux	ADJ	faux
nom	NOM	nom
vous	PRO:PER	vous
reprendrez	VER:futu	reprendre
le	DET:ART	le
vôtre	PRO:POS	vôtre
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
là	ADV	là
tout	ADV	tout
le	DET:ART	le
danger	NOM	danger
que	PRO:REL	que
vous	PRO:PER	vous
pouvez	VER:pres	pouvoir
courir	VER:infi	courir
,	PUN	,
Et	VER:infi	Et
c'	PRO:DEM	ce
est	VER:pres	être
peut-être	ADV	peut-être
ainsi	ADV	ainsi
que	KON	que
vous	PRO:PER	vous
devez	VER:pres	devoir
périr	VER:infi	périr
.	SENT	.
Songez	VER:pres	songer
que	KON	que
votre	DET:POS	votre
nom	NOM	nom
fut	VER:simp	être
changé	VER:pper	changer
dès	PRP	dès
l'	DET:ART	le
enfance	NOM	enfance
.	SENT	.
Je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
de	PRP	de
tout	PRO:IND	tout
mon	DET:POS	mon
sort	NOM	sort
que	KON	que
cette	PRO:DEM	ce
connaissance	NOM	connaissance
;	PUN	;
Et	VER:ppre	Et
ton	DET:POS	ton
père	NOM	père
,	PUN	,
du	PRP:det	du
reste	NOM	reste
infortuné	ADJ	infortuné
témoin	NOM	témoin
,	PUN	,
Ne	NAM	Ne
me	PRO:PER	me
permit	VER:simp	permettre
jamais	ADV	jamais
de	PRP	de
pénétrer	VER:infi	pénétrer
plus	ADV	plus
loin	ADV	loin
.	SENT	.
Hélas	INT	hélas
!	SENT	!
dans	PRP	dans
cette	PRO:DEM	ce
Troie	NAM	Troie
où	PRO:REL	où
j'	PRO:PER	je
étais	VER:impf	être
attendue	VER:pper	attendre
,	PUN	,
Ma	VER:simp	Ma
gloire	NOM	gloire
,	PUN	,
disait-il	NOM	disait-il
,	PUN	,
m'	PRO:PER	me
allait	VER:impf	aller
être	VER:infi	être
rendue	VER:pper	rendre
:	PUN	:
J'	PRO:PER	je
allais	VER:impf	aller
en	PRP	en
reprenant	VER:ppre	reprendre
et	KON	et
mon	DET:POS	mon
nom	NOM	nom
et	KON	et
mon	DET:POS	mon
rang	NOM	rang
,	PUN	,
Des	VER:simp	Des
plus	ADV	plus
grands	ADJ	grand
rois	NOM	roi
en	PRP	en
moi	PRO:PER	moi
reconnaître	VER:infi	reconnaître
le	DET:ART	le
sang	NOM	sang
.	SENT	.
Déjà	ADV	déjà
je	PRO:PER	je
découvrais	VER:impf	découvrir
cette	PRO:DEM	ce
fameuse	ADJ	fameux
ville	NOM	ville
,	PUN	,
Le	DET:ART	le
ciel	NOM	ciel
mène	VER:pres	mener
à	PRP	à
Lesbos	NOM	Lesbos
l'	DET:ART	le
impitoyable	ADJ	impitoyable
Achille	NAM	Achille
.	SENT	.
Tout	PRO:IND	tout
cède	VER:pres	céder
,	PUN	,
tout	PRO:IND	tout
ressent	VER:pres	ressentir
ses	DET:POS	son
funestes	ADJ	funeste
efforts	NOM	effort
.	SENT	.
Ton	DET:POS	ton
père	NOM	père
enseveli	VER:pper	ensevelir
dans	PRP	dans
la	DET:ART	le
foule	NOM	foule
des	PRP:det	du
morts	NOM	mort
,	PUN	,
Me	ABR	Me
laisse	NOM	laisse
dans	PRP	dans
les	DET:ART	le
fers	NOM	fer
à	PRP	à
moi	NOM	moi
-même	ADJ	même
inconnue	ADJ	inconnu
.	SENT	.
Et	KON	et
de	PRP	de
tant	ADV	tant
de	PRP	de
grandeurs	NOM	grandeur
,	PUN	,
dont	PRO:REL	dont
j'	PRO:PER	je
étais	VER:impf	être
prévenue	VER:pper	prévenir
,	PUN	,
Vile	ADJ	vil
esclave	NOM	esclave
des	PRP:det	du
Grecs	NAM	Grecs
,	PUN	,
je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
pu	VER:pper	pouvoir
conserver	VER:infi	conserver
Que	VER:futu	Que
la	DET:ART	le
fierté	NOM	fierté
d'	PRP	de
un	DET:ART	un
sang	NOM	sang
,	PUN	,
que	KON	que
je	PRO:PER	je
ne	ADV	ne
puis	ADV	puis
prouver	VER:infi	prouver
.	SENT	.
Ah	INT	ah
!	SENT	!
que	KON	que
perdant	VER:ppre	perdre
,	PUN	,
Madame	NAM	Madame
,	PUN	,
un	DET:ART	un
témoin	NOM	témoin
si	ADV	si
fidèle	ADJ	fidèle
,	PUN	,
La	DET:ART	le
main	NOM	main
qui	PRO:REL	qui
vous	PRO:PER	vous
l'	PRO:PER	la|le
ôta	VER:simp	ôter
vous	PRO:PER	vous
doit	VER:pres	devoir
sembler	VER:infi	sembler
cruelle	ADJ	cruel
!	SENT	!
Mais	KON	mais
Calchas	NAM	Calchas
est	VER:pres	être
ici	ADV	ici
.	SENT	.
Calchas	VER:simp	Calchas
si	ADV	si
renommé	VER:pper	renommer
,	PUN	,
Qui	NAM	Qui
des	PRP:det	du
secrets	NOM	secret
des	PRP:det	du
dieux	NOM	dieu
fut	VER:simp	être
toujours	ADV	toujours
informé	VER:pper	informer
.	SENT	.
Le	DET:ART	le
ciel	NOM	ciel
souvent	ADV	souvent
lui	PRO:PER	lui
parle	VER:pres	parler
.	SENT	.
Instruit	VER:pper	instruire
par	PRP	par
un	DET:ART	un
tel	PRO:DEM	tel
maître	NOM	maître
,	PUN	,
Il	NAM	Il
sait	VER:pres	savoir
tout	PRO:IND	tout
ce	PRO:DEM	ce
qui	PRO:REL	qui
fut	VER:simp	être
,	PUN	,
et	KON	et
tout	PRO:IND	tout
ce	PRO:DEM	ce
qui	PRO:REL	qui
doit	VER:pres	devoir
être	VER:infi	être
.	SENT	.
Pourrait-il	NOM	Pourrait-il
de	PRP	de
vos	DET:POS	votre
jours	NOM	jour
ignorer	VER:infi	ignorer
les	DET:ART	le
auteurs	NOM	auteur
?	SENT	?
Ce	PRO:DEM	ce
camp	NOM	camp
même	ADV	même
est	VER:pres	être
pour	KON	pour
vous	PRO:PER	vous
tout	ADV	tout
plein	ADJ	plein
de	PRP	de
protecteurs	NOM	protecteur
.	SENT	.
Bientôt	ADV	bientôt
Iphigénie	NOM	Iphigénie
en	PRP	en
épousant	VER:ppre	épouser
Achille	NAM	Achille
Vous	NAM	Vous
va	VER:pres	aller
sous	PRP	sous
son	DET:POS	son
appui	NOM	appui
présenter	VER:infi	présenter
un	DET:ART	un
asile	NOM	asile
.	SENT	.
Elle	PRO:PER	elle
vous	PRO:PER	vous
l'	PRO:PER	la|le
a	VER:pres	avoir
promis	VER:pper	promettre
,	PUN	,
et	KON	et
juré	VER:pper	jurer
devant	PRP	devant
moi	PRO:PER	moi
,	PUN	,
Ce	VER:simp	Ce
gage	NOM	gage
est	VER:pres	être
le	DET:ART	le
premier	NOM	premier
qu'	PRO:REL	que
elle	PRO:PER	elle
attend	VER:pres	attendre
de	PRP	de
sa	DET:POS	son
foi	NOM	foi
.	SENT	.
Que	ADV	que
dirais	VER:cond	dire
-tu	PRO:PER	tu
,	PUN	,
Doris	NAM	Doris
,	PUN	,
si	KON	si
passant	VER:ppre	passer
tout	PRO:IND	tout
le	DET:ART	le
reste	NOM	reste
Cet	NAM	Cet
hymen	NOM	hymen
de	PRP	de
mes	DET:POS	mon
maux	NOM	mal
était	VER:impf	être
le	DET:ART	le
plus	ADV	plus
funeste	ADJ	funeste
?	SENT	?
Quoi	PRO	quoi
!	SENT	!
Madame	NOM	Madame
?	SENT	?
Tu	PRO:PER	tu
vois	VER:pres	voir
avec	PRP	avec
étonnement	NOM	étonnement
Que	VER:subi	Que
ma	DET:POS	mon
douleur	NOM	douleur
ne	ADV	ne
souffre	VER:pres	souffrir
aucun	PRO:IND	aucun
soulagement	NOM	soulagement
.	SENT	.
Écoute	NOM	écoute
.	SENT	.
Et	KON	et
tu	PRO:PER	tu
te	PRO:PER	te
vas	VER:pres	aller
étonner	VER:infi	étonner
que	KON	que
je	PRO:PER	je
vive	VER:subp	vivre
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
peu	ADV	peu
d'	PRP	de
être	VER:infi	être
étrangère	ADJ	étranger
,	PUN	,
inconnue	ADJ	inconnu
,	PUN	,
et	KON	et
captive	ADJ	captif
.	SENT	.
Ce	PRO:DEM	ce
destructeur	NOM	destructeur
fatal	ADJ	fatal
des	PRP:det	du
tristes	ADJ	triste
Lesbiens	NAM	Lesbiens
,	PUN	,
Cet	NAM	Cet
Achille	NAM	Achille
l'	DET:ART	le
auteur	NOM	auteur
de	PRP	de
tes	DET:POS	ton
maux	NOM	mal
et	KON	et
des	PRP:det	du
miens	PRO:POS	mien
,	PUN	,
Dont	VER:futu	Dont
la	DET:ART	le
sanglante	ADJ	sanglant
main	NOM	main
m'	PRO:PER	me
enleva	VER:simp	enlever
prisonnière	NOM	prisonnier
,	PUN	,
Qui	NAM	Qui
m'	PRO:PER	me
arracha	VER:simp	arracher
d'	PRP	de
un	DET:ART	un
coup	NOM	coup
ma	DET:POS	mon
naissance	NOM	naissance
et	KON	et
ton	DET:POS	ton
père	NOM	père
,	PUN	,
De	NOM	De
qui	PRO:REL	qui
jusques	PRP	jusques
au	PRP:det	au
nom	NOM	nom
tout	ADV	tout
doit	VER:pres	devoir
m'	PRO:PER	me
être	VER:infi	être
odieux	ADJ	odieux
,	PUN	,
Est	NOM	Est
de	PRP	de
tous	PRO:IND	tout
les	DET:ART	le
mortels	NOM	mortel
le	DET:ART	le
plus	ADV	plus
cher	ADJ	cher
à	PRP	à
mes	DET:POS	mon
yeux	NOM	œil
.	SENT	.
Ah	INT	ah
!	SENT	!
que	KON	que
me	PRO:PER	me
dites	VER:pres	dire
-vous	PRO:PER	vous
!	SENT	!
Je	PRO:PER	je
me	PRO:PER	me
flattais	VER:impf	flatter
sans	PRP	sans
cesse	NOM	cesse
Qu'	ADJ	Qu'
un	DET:ART	un
silence	NOM	silence
éternel	NOM	éternel
cacherait	VER:cond	cacher
ma	DET:POS	mon
faiblesse	NOM	faiblesse
.	SENT	.
Mais	KON	mais
mon	DET:POS	mon
coeur	NOM	cœur
trop	ADV	trop
pressé	VER:pper	presser
m'	PRO:PER	me
arrache	VER:pres	arracher
ce	PRO:DEM	ce
discours	NOM	discours
,	PUN	,
Et	NAM	Et
te	PRO:PER	te
parle	VER:pres	parler
une	DET:ART	un
fois	NOM	foi|fois
,	PUN	,
pour	PRP	pour
se	PRO:PER	se
taire	VER:infi	taire
toujours	ADV	toujours
.	SENT	.
Ne	ADV	ne
me	PRO:PER	me
demande	VER:pres	demander
point	ADV	point
sur	PRP	sur
quel	PRO:REL	quel
espoir	NOM	espoir
fondée	ADJ	fondé
De	ADJ	De
ce	PRO:DEM	ce
fatal	ADJ	fatal
amour	NOM	amour
je	PRO:PER	je
me	PRO:PER	me
vis	VER:pres	vivre
possédée	VER:pper	posséder
.	SENT	.
Je	PRO:PER	je
n'	ADV	ne
en	PRO:PER	en
accuse	VER:pres	accuser
point	ADV	point
quelques	PRO:IND	quelque
feintes	ADJ	feint
douleurs	NOM	douleur
Dont	VER:futu	Dont
je	PRO:PER	je
crus	VER:simp	croire
voir	VER:infi	voir
Achille	NAM	Achille
honorer	VER:infi	honorer
mes	DET:POS	mon
malheurs	NOM	malheur
.	SENT	.
Le	DET:ART	le
ciel	NOM	ciel
s'	PRO:PER	se
est	VER:pres	être
fait	VER:pper	faire
sans	PRP	sans
doute	NOM	doute
une	DET:ART	un
joie	NOM	joie
inhumaine	ADJ	inhumain
À	PRP	à
rassembler	VER:infi	rassembler
sur	PRP	sur
moi	NOM	moi
tous	PRO:IND	tout
les	DET:ART	le
traits	NOM	trait
de	PRP	de
sa	DET:POS	son
haine	NOM	haine
.	SENT	.
Rappellerai	VER:futu	rappeler
-je	PRO:PER	je
encor	ADV	encor
le	DET:ART	le
souvenir	NOM	souvenir
affreux	ADJ	affreux
Du	VER:simp	Du
jour	NOM	jour
qui	PRO:REL	qui
dans	PRP	dans
les	DET:ART	le
fers	NOM	fer
nous	PRO:PER	nous
jeta	VER:simp	jeter
toutes	PRO:IND	tout
deux	NUM	deux
?	SENT	?
Dans	PRP	dans
les	DET:ART	le
cruelles	ADJ	cruel
mains	NOM	main
,	PUN	,
par	PRP	par
qui	PRO:REL	qui
je	PRO:PER	je
fus	VER:simp	être
ravie	VER:pper	ravir
,	PUN	,
Je	PRO:PER	je
demeurai	VER:simp	demeurer
longtemps	ADV	longtemps
sans	PRP	sans
lumière	NOM	lumière
et	KON	et
sans	PRP	sans
vie	NOM	vie
.	SENT	.
Enfin	ADV	enfin
mes	DET:POS	mon
tristes	ADJ	triste
yeux	NOM	œil
cherchèrent	VER:simp	chercher
la	DET:ART	le
clarté	NOM	clarté
;	PUN	;
Et	VER:subi	Et
me	PRO:PER	me
voyant	VER:ppre	voir
presser	VER:infi	presser
d'	PRP	de
un	DET:ART	un
bras	NOM	bras
ensanglanté	VER:pper	ensanglanter
,	PUN	,
Je	PRO:PER	je
frémissais	VER:impf	frémir
,	PUN	,
Doris	NAM	Doris
,	PUN	,
et	KON	et
d'	PRP	de
un	DET:ART	un
vainqueur	NOM	vainqueur
sauvage	ADJ	sauvage
Craignais	VER:impf	craindre
de	PRP	de
rencontrer	VER:infi	rencontrer
l'	DET:ART	le
effroyable	ADJ	effroyable
visage	NOM	visage
.	SENT	.
J'	PRO:PER	je
entrai	VER:simp	entrer
dans	PRP	dans
son	DET:POS	son
vaisseau	NOM	vaisseau
,	PUN	,
détestant	VER:ppre	détester
sa	DET:POS	son
fureur	NOM	fureur
,	PUN	,
Et	NOM	Et
toujours	ADV	toujours
détournant	VER:ppre	détourner
ma	DET:POS	mon
vue	NOM	vue
avec	PRP	avec
horreur	NOM	horreur
.	SENT	.
Je	PRO:PER	je
le	PRO:PER	le
vis	VER:pres	vivre
.	SENT	.
Son	DET:POS	son
aspect	NOM	aspect
n'	ADV	ne
avait	VER:impf	avoir
rien	ADV	rien
de	PRP	de
farouche	NOM	farouche
.	SENT	.
Je	PRO:PER	je
sentis	VER:simp	sentir
le	DET:ART	le
reproche	NOM	reproche
expirer	VER:infi	expirer
dans	PRP	dans
ma	DET:POS	mon
bouche	NOM	bouche
.	SENT	.
Je	PRO:PER	je
sentis	VER:pper	sentir
contre	PRP	contre
moi	PRO:PER	moi
mon	DET:POS	mon
coeur	NOM	cœur
se	PRO:PER	se
déclarer	VER:infi	déclarer
,	PUN	,
J'	NAM	J'
oubliai	VER:simp	oublier
ma	DET:POS	mon
colère	NOM	colère
,	PUN	,
et	KON	et
ne	ADV	ne
sus	ADV	sus
que	KON	que
pleurer	VER:infi	pleurer
.	SENT	.
Je	PRO:PER	je
me	PRO:PER	me
laissai	VER:simp	laisser
conduire	VER:infi	conduire
à	PRP	à
cet	PRO:DEM	ce
aimable	ADJ	aimable
guide	NOM	guide
.	SENT	.
Je	PRO:PER	je
l'	PRO:PER	la|le
aimais	VER:impf	aimer
à	PRP	à
Lesbos	NAM	Lesbos
,	PUN	,
et	KON	et
je	PRO:PER	je
l'	PRO:PER	la|le
aime	VER:pres	aimer
en	PRP	en
Aulide	NAM	Aulide
.	SENT	.
Iphigénie	NOM	Iphigénie
en	PRP	en
vain	ADJ	vain
s'	PRO:PER	se
offre	VER:pres	offrir
à	PRP	à
me	PRO:PER	me
protéger	VER:infi	protéger
,	PUN	,
Et	NAM	Et
me	PRO:PER	me
tend	VER:pres	tendre
une	DET:ART	un
main	NOM	main
prompte	ADJ	prompt
à	PRP	à
me	PRO:PER	me
soulager	VER:infi	soulager
:	PUN	:
Triste	ADJ	triste
effet	NOM	effet
des	PRP:det	du
fureurs	NOM	fureur
dont	PRO:REL	dont
je	PRO:PER	je
suis	VER:pres	suivre|être
tourmentée	VER:pper	tourmenter
!	SENT	!
Je	PRO:PER	je
n'	ADV	ne
accepte	VER:pres	accepter
la	DET:ART	le
main	NOM	main
qu'	PRO:REL	que
elle	PRO:PER	elle
m'	PRO:PER	me
a	VER:pres	avoir
présentée	VER:pper	présenter
,	PUN	,
Que	VER:pper	Que
pour	PRP	pour
m'	PRO:PER	me
armer	VER:infi	armer
contre	PRP	contre
elle	PRO:PER	elle
,	PUN	,
et	KON	et
sans	PRP	sans
me	PRO:PER	me
découvrir	VER:infi	découvrir
,	PUN	,
Traverser	VER:infi	traverser
son	DET:POS	son
bonheur	NOM	bonheur
,	PUN	,
que	KON	que
je	PRO:PER	je
ne	ADV	ne
puis	ADV	puis
souffrir	VER:infi	souffrir
.	SENT	.
Et	KON	et
que	PRO:REL	que
pourrait	VER:cond	pouvoir
contre	PRP	contre
elle	PRO:PER	elle
une	DET:ART	un
impuissante	ADJ	impuissant
haine	NOM	haine
?	SENT	?
Ne	ADV	ne
valait-il	NOM	valait-il
pas	ADV	pas
mieux	ADV	mieux
,	PUN	,
renfermée	VER:pper	renfermer
à	PRP	à
Mycènes	NAM	Mycènes
,	PUN	,
Éviter	NAM	Éviter
les	DET:ART	le
tourments	NOM	tourment
que	PRO:REL	que
vous	PRO:PER	vous
venez	VER:pres	venir
chercher	VER:infi	chercher
,	PUN	,
Et	VER:infi	Et
combattre	VER:infi	combattre
des	PRP:det	du
feux	NOM	feu
contraints	VER:pper	contraindre
de	PRP	de
se	PRO:PER	se
cacher	VER:infi	cacher
?	SENT	?
Je	PRO:PER	je
le	PRO:PER	le
voulais	VER:impf	vouloir
,	PUN	,
Doris	NAM	Doris
.	SENT	.
Mais	KON	mais
quelque	PRO:IND	quelque
triste	ADJ	triste
image	NOM	image
Que	VER:subi	Que
sa	DET:POS	son
gloire	NOM	gloire
à	PRP	à
mes	DET:POS	mon
yeux	NOM	œil
montrât	VER:subi	montrer
sur	PRP	sur
ce	PRO:DEM	ce
rivage	NOM	rivage
,	PUN	,
Au	NAM	Au
sort	VER:pres	sortir
qui	PRO:REL	qui
me	PRO:PER	me
traînait	VER:impf	traîner
il	PRO:PER	il
fallut	VER:simp	falloir
consentir	VER:infi	consentir
.	SENT	.
Une	DET:ART	un
secrète	ADJ	secret
voix	NOM	voix
m'	PRO:PER	me
ordonna	VER:simp	ordonner
de	PRP	de
partir	VER:infi	partir
,	PUN	,
Me	ABR	Me
dit	VER:pres	dire
qu'	ADV	qu'
offrant	VER:ppre	offrir
ici	ADV	ici
ma	DET:POS	mon
présence	NOM	présence
importune	ADJ	importun
Peut-être	VER:subp	Peut-être
j'	PRO:PER	je
y	PRO:PER	y
pourrais	VER:cond	pouvoir
porter	VER:infi	porter
mon	DET:POS	mon
infortune	NOM	infortune
,	PUN	,
Que	VER:simp	Que
peut-être	ADV	peut-être
approchant	VER:ppre	approcher
ces	PRO:DEM	ce
amants	NOM	amant
trop	ADV	trop
heureux	ADJ	heureux
,	PUN	,
Quelqu'un	NAM	Quelqu'un
de	PRP	de
mes	DET:POS	mon
malheurs	NOM	malheur
se	PRO:PER	se
répandrait	VER:cond	répandre
sur	PRP	sur
eux	PRO:PER	eux
.	SENT	.
Voilà	ADV	voilà
ce	PRO:DEM	ce
qui	PRO:REL	qui
m'	PRO:PER	me
amène	VER:pres	amener
,	PUN	,
et	KON	et
non	ADV	non
l'	DET:ART	le
impatience	NOM	impatience
D'	ADJ	D'
apprendre	VER:infi	apprendre
à	PRP	à
qui	PRO:REL	qui
je	PRO:PER	je
dois	VER:pres	devoir
une	DET:ART	un
triste	ADJ	triste
naissance	NOM	naissance
.	SENT	.
Ou	KON	ou
plutôt	ADV	plutôt
leur	DET:POS	leur
hymen	NOM	hymen
me	PRO:PER	me
servira	VER:futu	servir
de	PRP	de
loi	NOM	loi
.	SENT	.
S'	PRO:PER	se
il	PRO:PER	il
s'	PRO:PER	se
achève	VER:pres	achever
,	PUN	,
il	PRO:PER	il
suffit	VER:pres	suffire
,	PUN	,
tout	PRO:IND	tout
est	VER:pres	être
fini	VER:pper	finir
pour	PRP	pour
moi	PRO:PER	moi
.	SENT	.
Je	PRO:PER	je
périrai	VER:futu	périr
,	PUN	,
Doris	NAM	Doris
,	PUN	,
et	KON	et
par	PRP	par
une	DET:ART	un
mort	NOM	mort
prompte	ADJ	prompt
Dans	VER:simp	Dans
la	DET:ART	le
nuit	NOM	nuit
du	PRP:det	du
tombeau	NOM	tombeau
j'	PRO:PER	je
enfermerai	VER:futu	enfermer
ma	DET:POS	mon
honte	NOM	honte
,	PUN	,
Sans	NAM	Sans
chercher	VER:infi	chercher
des	PRP:det	du
parents	NOM	parent|parents
si	KON	si
longtemps	ADV	longtemps
ignorés	VER:pper	ignorer
,	PUN	,
Et	NAM	Et
que	KON	que
ma	DET:POS	mon
folle	ADJ	folle|fou
amour	NOM	amour
a	VER:pres	avoir
trop	ADV	trop
déshonorés	VER:pper	déshonorer
.	SENT	.
Que	KON	que
je	PRO:PER	je
vous	PRO:PER	vous
plains	VER:pres	plaindre
,	PUN	,
Madame	NAM	Madame
!	SENT	!
Et	KON	et
que	KON	que
la	DET:ART	le
tyrannie	NOM	tyrannie
...	PUN	...
Tu	NAM	Tu
vois	VER:pres	voir
Agamemnon	NAM	Agamemnon
avec	PRP	avec
Iphigénie	NAM	Iphigénie
.	SENT	.
Seigneur	NAM	Seigneur
,	PUN	,
où	PRO:REL	où
courez	VER:pres	courir
-vous	PRO:PER	vous
?	SENT	?
Et	KON	et
quels	PRO:REL	quel
empressements	NOM	empressement
Vous	NAM	Vous
dérobent	VER:pres	dérober
sitôt	ADV	sitôt
à	PRP	à
nos	DET:POS	notre
embrassements	NOM	embrassement
?	SENT	?
À	PRP	à
qui	PRO:REL	qui
dois	VER:pres	devoir
