Donne	VER:pres	donner
Et	VER:ppre	Et
l'	DET:ART	le
entendant	NOM	entendant
pour	PRP	pour
moi	PRO:PER	moi
conjurer	VER:infi	conjurer
l'	DET:ART	le
Empereur	NOM	empereur
,	PUN	,
Demander	VER:infi	demander
qu'	KON	que
on	PRO:PER	on
me	PRO:PER	me
traite	VER:subp	traiter
en	PRP	en
Guerrier	NAM	Guerrier
magnanime	ADJ	magnanime
,	PUN	,
Je	PRO:PER	je
réponds	VER:pres	répondre
fièrement	ADV	fièrement
à	PRP	à
ces	PRO:DEM	ce
marques	NOM	marque
d'	PRP	de
estime	NOM	estime
.	SENT	.
Du	PRP:det	du
Palais	NAM	Palais
,	PUN	,
qui	PRO:REL	qui
m'	PRO:PER	me
était	VER:impf	être
pour	PRP	pour
prison	NOM	prison
destiné	VER:pper	destiner
,	PUN	,
Dans	VER:ppre	Dans
un	DET:ART	un
cachot	NOM	cachot
obscur	ADJ	obscur
je	PRO:PER	je
suis	VER:pres	suivre|être
bientôt	ADV	bientôt
mené	VER:pper	mener
.	SENT	.
Point	NOM	point
de	PRP	de
grâce	NOM	grâce
pour	PRP	pour
moi	PRO:PER	moi
,	PUN	,
quoique	KON	quoique
Léon	NAM	Léon
l'	PRO:PER	la|le
implore	VER:pres	implorer
.	SENT	.
J'	PRO:PER	je
avais	VER:impf	avoir
versé	VER:pper	verser
le	DET:ART	le
sang	NOM	sang
d'	PRP	de
un	DET:ART	un
Fils	NOM	fil|fils
de	PRP	de
Théodore	NAM	Théodore
.	SENT	.
De	PRP	de
Constantin	NAM	Constantin
son	DET:POS	son
frère	NOM	frère
elle	PRO:PER	elle
obtient	VER:pres	obtenir
aisément	ADV	aisément
Qu'	NAM	Qu'
on	PRO:PER	on
immole	VER:pres	immoler
ma	DET:POS	mon
vie	NOM	vie
à	PRP	à
son	DET:POS	son
ressentiment	NOM	ressentiment
.	SENT	.
Ah	INT	ah
,	PUN	,
que	KON	que
m'	PRO:PER	me
apprenez	VER:pres	apprendre
-vous	PRO:PER	vous
?	SENT	?
La	DET:ART	le
mort	NOM	mort
la	DET:ART	le
plus	ADV	plus
cruelle	ADJ	cruel
Pour	NOM	Pour
remplir	VER:infi	remplir
sa	DET:POS	son
fureur	NOM	fureur
à	PRP	à
peine	NOM	peine
suffit-elle	ADJ	suffit-elle
.	SENT	.
Sa	DET:POS	son
vengeance	NOM	vengeance
médite	VER:pres	méditer
un	DET:ART	un
supplice	NOM	supplice
nouveau	ADJ	nouveau
,	PUN	,
Et	VER:subi	Et
j'	PRO:PER	je
attendais	VER:impf	attendre
la	DET:ART	le
main	NOM	main
d'	PRP	de
un	DET:ART	un
infâme	ADJ	infâme
bourreau	NOM	bourreau
,	PUN	,
Quand	NAM	Quand
un	DET:ART	un
Libérateur	NAM	Libérateur
,	PUN	,
qu'	KON	que
à	PRP	à
ma	DET:POS	mon
défense	NOM	défense
anime	VER:pres	animer
D'	ADJ	D'
une	DET:ART	un
honteuse	ADJ	honteux
mort	NOM	mort
l'	DET:ART	le
arrêt	NOM	arrêt
illégitime	ADJ	illégitime
,	PUN	,
Vient	VER:pres	venir
la	DET:ART	le
nuit	NOM	nuit
me	PRO:PER	me
tirer	VER:infi	tirer
de	PRP	de
cet	PRO:DEM	ce
affreux	ADJ	affreux
séjour	NOM	séjour
,	PUN	,
Où	ABR	Où
jamais	ADV	jamais
le	DET:ART	le
Soleil	NAM	Soleil
ne	ADV	ne
fit	VER:simp	faire
entrer	VER:infi	entrer
le	DET:ART	le
jour	NOM	jour
.	SENT	.
Le	PRO:PER	le
croirez	VER:futu	croire
-vous	PRO:PER	vous
,	PUN	,
ma	DET:POS	mon
soeur	NOM	sœur
?	SENT	?
C'	PRO:DEM	ce
était	VER:impf	être
Léon	NAM	Léon
lui	PRO:PER	lui
-même	ADJ	même
,	PUN	,
Qui	NAM	Qui
me	PRO:PER	me
veut	VER:pres	vouloir
pour	PRP	pour
ami	NOM	ami
,	PUN	,
demande	NOM	demande
que	PRO:REL	que
je	PRO:PER	je
l'	PRO:PER	la|le
aime	VER:pres	aimer
,	PUN	,
Et	NOM	Et
qui	PRO:REL	qui
dans	PRP	dans
un	DET:ART	un
Vaisseau	NAM	Vaisseau
,	PUN	,
qu'	PRO:REL	que
il	PRO:PER	il
faisait	VER:impf	faire
tenir	VER:infi	tenir
prêt	ADJ	prêt
,	PUN	,
Met	VER:ppre	Met
ma	DET:POS	mon
vie	NOM	vie
à	PRP	à
couvert	NOM	couvert
d'	PRP	de
un	DET:ART	un
si	ADV	si
funeste	ADJ	funeste
arrêt	NOM	arrêt
.	SENT	.
Qu'	KON	que
un	DET:ART	un
bienfait	NOM	bienfait
aux	PRP:det	au
grands	ADJ	grand
coeurs	NOM	cœur
est	VER:pres	être
un	DET:ART	un
sensible	ADJ	sensible
charme	NOM	charme
!	SENT	!
Je	PRO:PER	je
veux	VER:pres	vouloir
perdre	VER:infi	perdre
Léon	NAM	Léon
,	PUN	,
sa	DET:POS	son
vertu	NOM	vertu
me	PRO:PER	me
désarme	VER:pres	désarmer
.	SENT	.
S'	PRO:PER	se
il	PRO:PER	il
est	VER:pres	être
jamais	ADV	jamais
au	PRP:det	au
Trône	NAM	Trône
,	PUN	,
il	PRO:PER	il
m'	PRO:PER	me
en	PRO:PER	en
donne	VER:pres	donner
sa	DET:POS	son
foi	NOM	foi
,	PUN	,
L'	DET:ART	le
Empire	NAM	Empire
est	VER:pres	être
moins	ADV	moins
à	PRP	à
lui	PRO:PER	lui
qu'	KON	que
il	PRO:PER	il
ne	ADV	ne
doit	VER:pres	devoir
être	VER:infi	être
à	PRP	à
moi	PRO:PER	moi
.	SENT	.
Et	KON	et
l'	DET:ART	le
appui	NOM	appui
de	PRP	de
mon	DET:POS	mon
bras	NOM	bras
,	PUN	,
dont	PRO:REL	dont
la	DET:ART	le
valeur	NOM	valeur
l'	PRO:PER	la|le
étonne	VER:pres	étonner
,	PUN	,
Lui	NAM	Lui
tiendra	VER:futu	tenir
toujours	ADV	toujours
lieu	NOM	lieu
de	PRP	de
plus	ADV	plus
d'	PRP	de
une	DET:ART	un
couronne	NOM	couronne
.	SENT	.
Je	PRO:PER	je
m'	PRO:PER	me
embarque	VER:pres	embarquer
,	PUN	,
et	KON	et
trouvant	VER:ppre	trouver
un	DET:ART	un
malheur	NOM	malheur
sans	PRP	sans
égal	ADJ	égal
À	PRP	à
n'	ADV	ne
être	VER:infi	être
plus	ADV	plus
en	PRP	en
droit	NOM	droit
de	PRP	de
haïr	VER:infi	haïr
mon	DET:POS	mon
rival	NOM	rival
,	PUN	,
Confus	NAM	Confus
,	PUN	,
irrésolu	ADJ	irrésolu
,	PUN	,
je	PRO:PER	je
prends	VER:pres	prendre
diverses	ADJ	divers
routes	NOM	route
,	PUN	,
Je	PRO:PER	je
n'	ADV	ne
en	PRO:PER	en
choisis	VER:pres	choisir
aucune	PRO:IND	aucun
,	PUN	,
et	KON	et
les	PRO:PER	la|le
suis	VER:pres	suivre|être
presque	ADV	presque
toutes	PRO:IND	tout
,	PUN	,
Tant	NAM	Tant
qu'	KON	que
enfin	ADV	enfin
las	ADJ	las
d'	PRP	de
errer	VER:infi	errer
,	PUN	,
après	PRP	après
mille	NUM	mille
dangers	NOM	danger
,	PUN	,
Je	PRO:PER	je
descends	VER:pres	descendre
inconnu	ADJ	inconnu
sur	PRP	sur
des	PRP:det	du
bords	NOM	bord
étrangers	ADJ	étranger
.	SENT	.
Je	PRO:PER	je
n'	ADV	ne
y	PRO:PER	y
suis	VER:pres	suivre|être
pas	ADV	pas
longtemps	ADV	longtemps
que	PRO:REL	que
l'	DET:ART	le
on	PRO:PER	on
me	PRO:PER	me
fait	VER:pres	faire
entendre	VER:infi	entendre
Quel	NAM	Quel
généreux	ADJ	généreux
parti	VER:pper	partir
Bradamante	NAM	Bradamante
a	VER:pres	avoir
su	VER:pper	savoir
prendre	VER:infi	prendre
.	SENT	.
Son	DET:POS	son
défi	NOM	défi
me	PRO:PER	me
console	VER:pres	consoler
autant	ADV	autant
qu'	KON	que
il	PRO:PER	il
me	PRO:PER	me
surprend	VER:pres	surprendre
,	PUN	,
Je	PRO:PER	je
cède	VER:pres	céder
plein	ADJ	plein
de	PRP	de
joie	NOM	joie
à	PRP	à
l'	DET:ART	le
espoir	NOM	espoir
qu'	PRO:REL	que
il	PRO:PER	il
me	PRO:PER	me
rend	VER:pres	rendre
,	PUN	,
Reviens	NOM	Reviens
soudain	ADJ	soudain
en	PRP	en
France	NAM	France
,	PUN	,
et	KON	et
ma	DET:POS	mon
surprise	NOM	surprise
augmente	VER:pres	augmenter
,	PUN	,
Quand	NAM	Quand
je	PRO:PER	je
sais	VER:pres	savoir
que	KON	que
Léon	NAM	Léon
y	PRO:PER	y
combat	VER:pres	combattre
Bradamante	ADJ	Bradamante
.	SENT	.
Je	PRO:PER	je
le	PRO:PER	le
croyais	VER:impf	croire
en	PRP	en
Grèce	NAM	Grèce
,	PUN	,
où	PRO:REL	où
je	PRO:PER	je
l'	PRO:PER	la|le
avais	VER:impf	avoir
laissé	VER:pper	laisser
.	SENT	.
L'	DET:ART	le
amour	NOM	amour
en	PRP	en
ce	PRO:DEM	ce
combat	NOM	combat
est	VER:pres	être
juge	VER:pres	juger
intéressé	VER:pper	intéresser
.	SENT	.
N'	ADV	ne
appréhendez	VER:pres	appréhender
-vous	PRO:PER	vous
point	ADV	point
qu'	KON	que
il	PRO:PER	il
ose	VER:pres	oser
la	PRO:PER	la
contraindre	VER:infi	contraindre
...	PUN	...
Un	NAM	Un
Amant	NAM	Amant
bien	ADV	bien
touché	VER:pper	toucher
peut-il	NOM	peut-il
aimer	VER:infi	aimer
sans	PRP	sans
craindre	VER:infi	craindre
?	SENT	?
Bradamante	NAM	Bradamante
vaincra	VER:futu	vaincre
;	PUN	;
je	PRO:PER	je
connais	VER:pres	connaître
sa	DET:POS	son
valeur	NOM	valeur
,	PUN	,
Mais	VER:impf	Mais
la	PRO:PER	la
voir	VER:infi	voir
exposée	VER:pper	exposer
est	VER:pres	être
toujours	ADV	toujours
un	DET:ART	un
malheur	NOM	malheur
.	SENT	.
Léon	NAM	Léon
est	VER:pres	être
un	DET:ART	un
guerrier	NOM	guerrier
,	PUN	,
qui	PRO:REL	qui
fameux	ADJ	fameux
,	PUN	,
redoutable	ADJ	redoutable
,	PUN	,
Avant	VER:ppre	Avant
que	KON	que
de	PRP	de
céder	VER:infi	céder
,	PUN	,
sera	VER:futu	être
de	PRP	de
tout	ADV	tout
capable	ADJ	capable
.	SENT	.
Son	DET:POS	son
amour	NOM	amour
sans	PRP	sans
espoir	NOM	espoir
,	PUN	,
s'	PRO:PER	se
il	PRO:PER	il
ne	ADV	ne
triomphe	VER:pres	triompher
pas	ADV	pas
,	PUN	,
En	NOM	En
dépit	NOM	dépit
de	PRP	de
lui	PRO:PER	lui
-même	ADJ	même
animera	VER:futu	animer
son	DET:POS	son
bras	NOM	bras
.	SENT	.
Ce	PRO:DEM	ce
qui	PRO:REL	qui
peut	VER:pres	pouvoir
arriver	VER:infi	arriver
me	PRO:PER	me
gêne	VER:pres	gêner
,	PUN	,
m'	PRO:PER	me
épouvante	VER:pres	épouvanter
.	SENT	.
Hélas	INT	hélas
!	SENT	!
S'	PRO:PER	se
il	PRO:PER	il
en	PRO:PER	en
coûtait	VER:impf	coûter
du	PRP:det	du
sang	NOM	sang
à	PRP	à
Bradamante	NAM	Bradamante
!	SENT	!
Léon	NAM	Léon
peut	VER:pres	pouvoir
la	PRO:PER	la
blesser	VER:infi	blesser
sans	PRP	sans
en	PRO:PER	en
être	VER:infi	être
vainqueur	NOM	vainqueur
.	SENT	.
Ah	INT	ah
,	PUN	,
craignez	VER:pres	craindre
bien	ADV	bien
plutôt	ADV	plutôt
les	DET:ART	le
blessures	NOM	blessure
du	PRP:det	du
coeur	NOM	cœur
.	SENT	.
En	PRP	en
faveur	NOM	faveur
de	PRP	de
Léon	NAM	Léon
qui	PRO:REL	qui
cherchait	VER:impf	chercher
à	PRP	à
lui	PRO:PER	lui
plaire	VER:infi	plaire
,	PUN	,
Depuis	VER:pres	Depuis
un	DET:ART	un
mois	NOM	moi|mois
entier	ADJ	entier
le	DET:ART	le
combat	NOM	combat
se	PRO:PER	se
diffère	VER:pres	différer
.	SENT	.
Elle	PRO:PER	elle
a	VER:pres	avoir
souffert	VER:pper	souffrir
ses	DET:POS	son
soins	NOM	soin
,	PUN	,
l'	PRO:PER	la|le
a	VER:pres	avoir
toujours	ADV	toujours
écouté	VER:pper	écouter
.	SENT	.
Moi	PRO:PER	moi
,	PUN	,
prendre	VER:infi	prendre
aucun	PRO:IND	aucun
soupçon	NOM	soupçon
de	PRP	de
sa	DET:POS	son
fidélité	NOM	fidélité
!	SENT	!
Après	PRP	après
ce	PRO:DEM	ce
qu'	PRO:REL	que
elle	PRO:PER	elle
a	VER:pres	avoir
fait	VER:pper	faire
,	PUN	,
ce	PRO:DEM	ce
qu'	PRO:REL	que
elle	PRO:PER	elle
fait	VER:pres	faire
encore	ADV	encore
,	PUN	,
Constante	ADJ	constant
,	PUN	,
généreuse	ADJ	généreux
,	PUN	,
il	PRO:PER	il
faut	VER:pres	falloir
que	KON	que
je	PRO:PER	je
l'	PRO:PER	la|le
adore	VER:pres	adorer
.	SENT	.
Toujours	ADV	toujours
également	ADV	également
sa	DET:POS	son
flamme	NOM	flamme
se	PRO:PER	se
soutient	VER:pres	soutenir
,	PUN	,
L'	DET:ART	le
absence	NOM	absence
ni	KON	ni
le	DET:ART	le
temps	NOM	temps
...	PUN	...
Je	PRO:PER	je
l'	PRO:PER	la|le
aperçois	VER:pres	apercevoir
qui	PRO:REL	qui
vient	VER:pres	venir
,	PUN	,
Parlez	VER:pres	parler
-lui	PRO:PER	lui
,	PUN	,
mais	KON	mais
songez	VER:pres	songer
qu'	KON	que
en	PRP	en
cédant	VER:ppre	céder
la	DET:ART	le
victoire	NOM	victoire
,	PUN	,
Elle	NAM	Elle
s'	PRO:PER	se
assure	VER:pres	assurer
un	DET:ART	un
trône	NOM	trône
,	PUN	,
et	KON	et
tremblez	VER:pres	trembler
pour	PRP	pour
sa	DET:POS	son
gloire	NOM	gloire
.	SENT	.
Que	KON	que
vous	PRO:PER	vous
disait	VER:impf	dire
Marphise	NAM	Marphise
?	SENT	?
Elle	PRO:PER	elle
semble	VER:pres	sembler
douter	VER:infi	douter
Qu'	NOM	Qu'
à	PRP	à
l'	DET:ART	le
éclat	NOM	éclat
des	PRP:det	du
grandeurs	NOM	grandeur
je	PRO:PER	je
veuille	VER:subp	vouloir
résister	VER:infi	résister
.	SENT	.
Le	DET:ART	le
Trône	NAM	Trône
où	PRO:REL	où
de	PRP	de
Léon	NAM	Léon
l'	DET:ART	le
hymen	NOM	hymen
peut	VER:pres	pouvoir
me	PRO:PER	me
conduire	VER:infi	conduire
,	PUN	,
En	NOM	En
faveur	NOM	faveur
de	PRP	de
sa	DET:POS	son
flamme	NOM	flamme
a	VER:pres	avoir
de	PRP	de
quoi	PRO	quoi
me	PRO:PER	me
séduire	VER:infi	séduire
?	SENT	?
À	PRP	à
défendre	VER:infi	défendre
vos	DET:POS	votre
droits	NOM	droit
je	PRO:PER	je
puis	ADV	puis
manquer	VER:infi	manquer
de	PRP	de
coeur	NOM	cœur
,	PUN	,
Trahir	VER:infi	trahir
votre	DET:POS	votre
tendresse	NOM	tendresse
,	PUN	,
et	KON	et
souffrir	VER:infi	souffrir
un	DET:ART	un
vainqueur	NOM	vainqueur
?	SENT	?
Pardonnez	VER:pres	pardonner
-lui	PRO:PER	lui
,	PUN	,
Madame	NAM	Madame
,	PUN	,
un	DET:ART	un
soupçon	NOM	soupçon
téméraire	ADJ	téméraire
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
une	DET:ART	un
soeur	NOM	sœur
sensible	ADJ	sensible
aux	PRP:det	au
intérêts	NOM	intérêt
d'	PRP	de
un	DET:ART	un
frère	NOM	frère
.	SENT	.
Elle	PRO:PER	elle
sait	VER:pres	savoir
,	PUN	,
connaissant	VER:ppre	connaître
l'	DET:ART	le
excès	NOM	excès
de	PRP	de
mon	DET:POS	mon
amour	NOM	amour
,	PUN	,
Qu'	NAM	Qu'
il	PRO:PER	il
faut	VER:pres	falloir
si	KON	si
je	PRO:PER	je
vous	PRO:PER	vous
perds	VER:pres	perdre
,	PUN	,
que	KON	que
je	PRO:PER	je
perde	VER:subp	perdre
le	DET:ART	le
jour	NOM	jour
.	SENT	.
Abandonnez	VER:pres	abandonner
Roger	NAM	Roger
,	PUN	,
je	PRO:PER	je
renonce	VER:pres	renoncer
à	PRP	à
la	DET:ART	le
vie	NOM	vie
.	SENT	.
Je	PRO:PER	je
ne	ADV	ne
combattrais	VER:cond	combattre
pas	ADV	pas
si	KON	si
j'	PRO:PER	je
avais	VER:impf	avoir
cette	PRO:DEM	ce
envie	NOM	envie
.	SENT	.
Ce	PRO:DEM	ce
fut	VER:simp	être
pour	PRP	pour
vous	PRO:PER	vous
garder	VER:infi	garder
et	KON	et
mon	DET:POS	mon
coeur	NOM	cœur
et	KON	et
ma	DET:POS	mon
main	NOM	main
Que	VER:futu	Que
d'	PRP	de
un	DET:ART	un
fameux	ADJ	fameux
défi	NOM	défi
je	PRO:PER	je
formai	VER:simp	former
le	DET:ART	le
dessein	NOM	dessein
.	SENT	.
Du	PRP:det	du
titre	NOM	titre
d'	PRP	de
infidèle	ADJ	infidèle
il	PRO:PER	il
m'	PRO:PER	me
épargne	VER:pres	épargner
la	DET:ART	le
honte	NOM	honte
.	SENT	.
Combattant	VER:ppre	combattre
,	PUN	,
je	PRO:PER	je
crains	VER:pres	craindre
peu	ADV	peu
que	KON	que
Léon	NAM	Léon
me	PRO:PER	me
surmonte	VER:pres	surmonter
.	SENT	.
Ce	PRO:DEM	ce
n'	ADV	ne
est	VER:pres	être
qu'	ADV	qu'
au	PRP:det	au
seul	ADJ	seul
Roger	NAM	Roger
qu'	PRO:REL	que
on	PRO:PER	on
me	PRO:PER	me
verra	VER:futu	voir
souffrir	VER:infi	souffrir
La	DET:ART	le
gloire	NOM	gloire
de	PRP	de
me	PRO:PER	me
vaincre	VER:infi	vaincre
et	KON	et
de	PRP	de
me	PRO:PER	me
conquérir	VER:infi	conquérir
.	SENT	.
De	PRP	de
mon	DET:POS	mon
coeur	NOM	cœur
à	PRP	à
lui	PRO:PER	lui
seul	NOM	seul
le	DET:ART	le
choix	NOM	choix
m'	PRO:PER	me
a	VER:pres	avoir
destinée	VER:pper	destiner
.	SENT	.
Cependant	ADV	cependant
ce	PRO:DEM	ce
Roger	NAM	Roger
m'	PRO:PER	me
avait	VER:impf	avoir
abandonnée	VER:pper	abandonner
,	PUN	,
Et	NOM	Et
peut-être	ADV	peut-être
il	PRO:PER	il
voudrait	VER:cond	vouloir
que	KON	que
Léon	NAM	Léon
aujourd'hui	ADV	aujourd'hui
,	PUN	,
Devenu	VER:pper	devenir
mon	DET:POS	mon
vainqueur	NOM	vainqueur
,	PUN	,
me	PRO:PER	me
forçât	VER:subi	forcer
d'	PRP	de
être	VER:infi	être
à	PRP	à
lui	PRO:PER	lui
.	SENT	.
Peut-être	ADV	peut-être
un	DET:ART	un
autre	ADJ	autre
amour	NOM	amour
qu'	PRO:REL	que
il	PRO:PER	il
voudrait	VER:cond	vouloir
satisfaire	VER:infi	satisfaire
,	PUN	,
Lui	NAM	Lui
ferait	VER:cond	faire
de	PRP	de
ma	DET:POS	mon
perte	NOM	perte
une	DET:ART	un
peine	NOM	peine
légère	ADJ	léger
.	SENT	.
Du	PRP:det	du
moins	ADV	moins
,	PUN	,
lorsqu'	KON	lorsque
il	PRO:PER	il
revient	VER:pres	revenir
,	PUN	,
un	DET:ART	un
changement	NOM	changement
fatal	ADJ	fatal
Fait	VER:simp	Fait
que	KON	que
je	PRO:PER	je
le	PRO:PER	le
retrouve	VER:pres	retrouver
ami	ADJ	ami
de	PRP	de
son	DET:POS	son
rival	NOM	rival
.	SENT	.
Le	DET:ART	le
Ciel	NOM	Ciel
m'	PRO:PER	me
en	PRO:PER	en
est	VER:pres	être
témoin	NOM	témoin
;	PUN	;
touché	VER:pper	toucher
de	PRP	de
votre	DET:POS	votre
peine	NOM	peine
,	PUN	,
Je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
cherché	VER:pper	chercher
Léon	NAM	Léon
que	KON	que
pour	PRP	pour
suivre	VER:infi	suivre
ma	DET:POS	mon
haine	NOM	haine
.	SENT	.
Armé	VER:pper	armer
contre	PRP	contre
ses	DET:POS	son
jours	NOM	jour
,	PUN	,
mes	DET:POS	mon
plus	ADV	plus
ardents	ADJ	ardent
désirs	NOM	désir
Étaient	VER:impf	être
de	PRP	de
l'	PRO:PER	la|le
immoler	VER:infi	immoler
à	PRP	à
vos	DET:POS	votre
tristes	ADJ	triste
soupirs	NOM	soupir
;	PUN	;
Mais	NAM	Mais
ai	VER:pres	avoir
-je	PRO:PER	je
pu	VER:pper	pouvoir
garder	VER:infi	garder
une	DET:ART	un
si	ADV	si
noire	ADJ	noir
envie	NOM	envie
,	PUN	,
Lorsque	NOM	Lorsque
ouvrant	VER:ppre	ouvrer|ouvrir
ma	DET:POS	mon
prison	NOM	prison
,	PUN	,
il	PRO:PER	il
m'	PRO:PER	me
a	VER:pres	avoir
sauvé	VER:pper	sauver
la	DET:ART	le
vie	NOM	vie
?	SENT	?
Sous	PRP	sous
ce	PRO:DEM	ce
rare	ADJ	rare
bienfait	NOM	bienfait
qui	PRO:REL	qui
fit	VER:simp	faire
trembler	VER:infi	trembler
ma	DET:POS	mon
foi	NOM	foi
,	PUN	,
Ma	VER:simp	Ma
vengeance	NOM	vengeance
étouffée	ADJ	étouffé|étouffée
a	VER:pres	avoir
langui	VER:pper	languir
malgré	PRP	malgré
moi	PRO:PER	moi
.	SENT	.
Revenant	VER:ppre	revenir
à	PRP	à
la	DET:ART	le
Cour	NAM	Cour
,	PUN	,
j'	PRO:PER	je
aurais	VER:cond	avoir
de	PRP	de
votre	DET:POS	votre
père	NOM	père
De	VER:futu	De
nouveau	ADJ	nouveau
contre	PRP	contre
vous	PRO:PER	vous
allumé	VER:pper	allumer
la	DET:ART	le
colère	NOM	colère
.	SENT	.
Ainsi	KON	ainsi
de	PRP	de
ville	NOM	ville
en	PRP	en
ville	NOM	ville
,	PUN	,
errant	ADJ	errant
,	PUN	,
plein	ADJ	plein
de	PRP	de
souci	NOM	souci
,	PUN	,
J'	NAM	J'
ai	VER:pres	avoir
cru	VER:pper	croire
devoir	NOM	devoir
...	PUN	...
Hélas	NAM	Hélas
!	SENT	!
Peut	VER:pres	pouvoir
-on	PRO:PER	on
aimer	VER:infi	aimer
ainsi	ADV	ainsi
?	SENT	?
Et	KON	et
qui	PRO:REL	qui
m'	PRO:PER	me
assurera	VER:futu	assurer
qu'	KON	que
une	DET:ART	un
si	ADV	si
longue	ADJ	longue
absence	NOM	absence
Ne	NAM	Ne
marque	VER:pres	marquer
pas	ADV	pas
en	PRP	en
vous	PRO:PER	vous
quelque	PRO:IND	quelque
faible	ADJ	faible
inconstance	NOM	inconstance
?	SENT	?
Un	DET:ART	un
autre	ADJ	autre
objet	NOM	objet
a	VER:pres	avoir
pu	VER:pper	pouvoir
,	PUN	,
par	PRP	par
des	PRP:det	du
charmes	NOM	charme
plus	ADV	plus
doux	ADJ	doux
,	PUN	,
Mériter	NAM	Mériter
que	KON	que
vos	DET:POS	votre
soins	NOM	soin
...	PUN	...
De	NOM	De
quoi	PRO:REL	quoi
m'	PRO:PER	me
accusez	VER:pres	accuser
-vous	PRO:PER	vous
?	SENT	?
Si	KON	si
quelque	PRO:IND	quelque
feu	NOM	feu
nouveau	ADJ	nouveau
me	PRO:PER	me
rendait	VER:impf	rendre
infidèle	ADJ	infidèle
,	PUN	,
Quand	NAM	Quand
de	PRP	de
votre	DET:POS	votre
défi	NOM	défi
j'	PRO:PER	je
eus	VER:simp	avoir
appris	VER:pper	apprendre
la	DET:ART	le
nouvelle	ADJ	nouveau
,	PUN	,
Serais	VER:cond	être
-je	PRO:PER	je
ici	ADV	ici
venu	VER:pper	venir
,	PUN	,
plein	ADJ	plein
d'	PRP	de
une	DET:ART	un
vive	ADJ	vif
ardeur	NOM	ardeur
,	PUN	,
Pour	NAM	Pour
tenter	VER:infi	tenter
un	DET:ART	un
combat	NOM	combat
qui	PRO:REL	qui
vous	PRO:PER	vous
donne	VER:pres	donner
au	PRP:det	au
vainqueur	NOM	vainqueur
?	SENT	?
Léon	NAM	Léon
m'	PRO:PER	me
a	VER:pres	avoir
prévenu	VER:pper	prévenir
,	PUN	,
je	PRO:PER	je
le	PRO:PER	le
vois	VER:pres	voir
avec	PRP	avec
honte	NOM	honte
,	PUN	,
Mon	NAM	Mon
arrivée	NOM	arrivé|arrivée
ici	ADV	ici
devait	VER:impf	devoir
être	VER:infi	être
plus	ADV	plus
prompte	ADJ	prompt
,	PUN	,
Mais	VER:impf	Mais
par	PRP	par
mille	NUM	mille
accidents	NOM	accident
en	PRP	en
chemin	NOM	chemin
arrêté	VER:pper	arrêter
...	PUN	...
Je	PRO:PER	je
saurai	VER:futu	savoir
de	PRP	de
Léon	NAM	Léon
confondre	VER:infi	confondre
la	DET:ART	le
fierté	NOM	fierté
,	PUN	,
Et	VER:ppre	Et
le	DET:ART	le
prix	NOM	prix
qu'	PRO:REL	que
il	PRO:PER	il
aura	VER:futu	avoir
de	PRP	de
son	DET:POS	son
injuste	ADJ	injuste
flamme	NOM	flamme
,	PUN	,
Sera	VER:futu	être
de	PRP	de
succomber	VER:infi	succomber
sous	PRP	sous
la	DET:ART	le
main	NOM	main
d'	PRP	de
une	DET:ART	un
Femme	NOM	femme
.	SENT	.
Ne	ADV	ne
le	PRO:PER	le
dédaignez	VER:pres	dédaigner
point	ADV	point
;	PUN	;
sur	PRP	sur
des	PRP:det	du
Morts	NOM	mort
entassés	VER:pper	entasser
J'	ADJ	J'
ai	VER:pres	avoir
vu	VER:pper	voir
les	DET:ART	le
plus	ADV	plus
hardis	ADJ	hardi
par	PRP	par
son	DET:POS	son
bras	NOM	bras
terrassés	ADJ	terrassé
.	SENT	.
Malgré	PRP	malgré
tous	PRO:IND	tout
leurs	DET:POS	leur
efforts	NOM	effort
,	PUN	,
sa	DET:POS	son
valeur	NOM	valeur
triomphante	ADJ	triomphant
...	PUN	...
Personne	NAM	Personne
jusqu'	PRP	jusque
ici	ADV	ici
n'	ADV	ne
a	VER:pres	avoir
vaincu	VER:pper	vaincre
Bradamante	NAM	Bradamante
,	PUN	,
Et	NOM	Et
contre	PRP	contre
cent	NUM	cent
Guerriers	NOM	guerrier
,	PUN	,
d'	PRP	de
assez	ADV	assez
nobles	ADJ	noble
combats	NOM	combat
Ont	VER:futu	Ont
fait	VER:pper	faire
voir	VER:infi	voir
ce	PRO:DEM	ce
que	PRO:REL	que
peut	VER:pres	pouvoir
la	DET:ART	le
force	NOM	force
de	PRP	de
mon	DET:POS	mon
bras	NOM	bras
.	SENT	.
Ma	DET:POS	mon
foi	NOM	foi
donnée	VER:pper	donner
à	PRP	à
celui	PRO:DEM	celui
-ci	ADV	-ci
m'	PRO:PER	me
engage	VER:pres	engager
,	PUN	,
Et	NOM	Et
de	PRP	de
mon	DET:POS	mon
ennemi	NOM	ennemi
quel	PRO:REL	quel
que	KON	que
soit	KON	soit
le	DET:ART	le
courage	NOM	courage
Je	PRO:PER	je
redouterai	VER:futu	redouter
peu	ADV	peu
ses	DET:POS	son
plus	ADV	plus
terribles	ADJ	terrible
coups	NOM	coup
,	PUN	,
Lorsque	NAM	Lorsque
je	PRO:PER	je
défendrai	VER:futu	défendre
ce	PRO:DEM	ce
qui	PRO:REL	qui
