Oui	INT	oui
l'	PRO:PER	la|le
empêcherai	VER:futu	empêcher
bien	ADV	bien
,	PUN	,
ce	PRO:DEM	ce
projet	NOM	projet
détestable	ADJ	détestable
.	SENT	.
Je	PRO:PER	je
vais	VER:pres	aller
faire	VER:infi	faire
éclater	VER:infi	éclater
ce	PRO:DEM	ce
qui	PRO:REL	qui
te	PRO:PER	te
rend	VER:pres	rendre
coupable	ADJ	coupable
,	PUN	,
Et	NOM	Et
découvrant	VER:ppre	découvrir
au	PRP:det	au
Roi	NAM	Roi
...	PUN	...
Vous	NOM	Vous
avanceriez	VER:cond	avancer
peu	ADV	peu
Quand	NAM	Quand
même	ADV	même
à	PRP	à
ce	PRO:DEM	ce
rapport	NOM	rapport
je	PRO:PER	je
joindrais	VER:cond	joindre
mon	DET:POS	mon
aveu	NOM	aveu
.	SENT	.
Il	PRO:PER	il
le	PRO:PER	le
faut	VER:pres	falloir
de	PRP	de
la	DET:ART	le
Reine	NAM	Reine
,	PUN	,
et	KON	et
comme	ADV	comme
,	PUN	,
quoi	PRO:REL	quoi
qu'	KON	que
on	PRO:PER	on
fasse	VER:subp	faire
,	PUN	,
Son	VER:simp	Son
billet	NOM	billet
seul	ADJ	seul
au	PRP:det	au
trône	NOM	trône
à	PRP	à
Pyrrhus	NAM	Pyrrhus
donne	VER:pres	donner
place	NOM	place
,	PUN	,
Avant	VER:ppre	Avant
qu'	KON	que
aucun	PRO:IND	aucun
effort	NOM	effort
me	PRO:PER	me
le	PRO:PER	le
puisse	VER:subp	pouvoir
arracher	VER:infi	arracher
...	PUN	...
Quoi	NAM	Quoi
,	PUN	,
lâche	ADJ	lâche
,	PUN	,
il	PRO:PER	il
n'	ADV	ne
est	VER:pres	être
donc	ADV	donc
rien	NOM	rien
qui	PRO:REL	qui
te	PRO:PER	te
puisse	VER:subp	pouvoir
toucher	VER:infi	toucher
?	SENT	?
Ni	KON	ni
la	DET:ART	le
crainte	NOM	crainte
des	PRP:det	du
Dieux	NOM	Dieu
qui	PRO:REL	qui
pour	PRP	pour
te	PRO:PER	te
mettre	VER:infi	mettre
en	PRP	en
poudre	NOM	poudre
...	PUN	...
La	DET:ART	le
Couronne	NAM	Couronne
vaut	VER:pres	valoir
bien	ADV	bien
la	DET:ART	le
menace	NOM	menace
du	PRP:det	du
foudre	NOM	foudre
,	PUN	,
Attirez-le	NAM	Attirez-le
sur	PRP	sur
moi	PRO:PER	moi
,	PUN	,
tandis	KON	tandis
qu'	PRO:REL	que
il	PRO:PER	il
descendra	VER:futu	descendre
Je	PRO:PER	je
le	PRO:PER	le
craindrai	VER:futu	craindre
,	PUN	,
Madame	NAM	Madame
,	PUN	,
et	KON	et
mon	DET:POS	mon
fils	NOM	fil|fils
régnera	VER:futu	régner
.	SENT	.
Tu	PRO:PER	tu
l'	DET:ART	le
espères	NOM	espère
en	PRP	en
vain	ADJ	vain
;	PUN	;
du	PRP:det	du
moins	ADV	moins
je	PRO:PER	je
saurai	VER:futu	savoir
faire	VER:infi	faire
Que	VER:pper	Que
l'	PRO:PER	la|le
on	PRO:PER	on
ose	VER:pres	oser
choisir	VER:infi	choisir
ni	KON	ni
ton	DET:POS	ton
fils	NOM	fil|fils
ni	KON	ni
mon	DET:POS	mon
frère	NOM	frère
,	PUN	,
Et	NOM	Et
que	KON	que
de	PRP	de
leur	DET:POS	leur
destin	NOM	destin
le	DET:ART	le
Roi	NOM	roi
mal	ADV	mal
assuré	VER:pper	assurer
...	PUN	...
À	PRP	à
tout	ADV	tout
ce	PRO:DEM	ce
grand	ADJ	grand
éclat	NOM	éclat
je	PRO:PER	je
me	PRO:PER	me
suis	VER:pres	suivre|être
préparé	VER:pper	préparer
;	PUN	;
Mais	VER:impf	Mais
toute	PRO:IND	tout
votre	DET:POS	votre
adresse	NOM	adresse
aura	VER:futu	avoir
peine	NOM	peine
à	PRP	à
détruire	VER:infi	détruire
L'	DET:ART	le
heureuse	ADJ	heureux
et	KON	et
longue	ADJ	longue
erreur	NOM	erreur
qui	PRO:REL	qui
l'	PRO:PER	la|le
a	VER:pres	avoir
trop	ADV	trop
su	VER:pper	savoir
séduire	VER:infi	séduire
.	SENT	.
Je	PRO:PER	je
vous	PRO:PER	vous
laisse	VER:pres	laisser
y	PRO:PER	y
rêver	VER:infi	rêver
.	SENT	.
Déclare-t'en	NAM	Déclare-t'en
l'	DET:ART	le
appui	NOM	appui
,	PUN	,
Traître	NAM	Traître
,	PUN	,
le	DET:ART	le
Ciel	NOM	Ciel
est	VER:pres	être
juste	ADJ	juste
,	PUN	,
et	KON	et
j'	PRO:PER	je
attends	VER:pres	attendre
tout	ADV	tout
de	PRP	de
lui	PRO:PER	lui
.	SENT	.
Cesse	NOM	cesse
de	PRP	de
condamner	VER:infi	condamner
les	DET:ART	le
transports	NOM	transport
de	PRP	de
ma	DET:POS	mon
flamme	NOM	flamme
.	SENT	.
Leur	DET:POS	leur
triste	ADJ	triste
excès	NOM	excès
sans	PRP	sans
doute	NOM	doute
aveugle	VER:pres	aveugler
trop	ADV	trop
mon	DET:POS	mon
âme	NOM	âme
,	PUN	,
Mais	NAM	Mais
,	PUN	,
Gélon	NAM	Gélon
,	PUN	,
je	PRO:PER	je
suis	VER:pres	suivre|être
Roi	NAM	Roi
,	PUN	,
je	PRO:PER	je
me	PRO:PER	me
vois	VER:pres	voir
négliger	VER:infi	négliger
,	PUN	,
Et	VER:infi	Et
l'	DET:ART	le
amour	NOM	amour
qu'	PRO:REL	que
on	PRO:PER	on
outrage	VER:pres	outrager
aspire	VER:pres	aspirer
à	PRP	à
se	PRO:PER	se
venger	VER:infi	venger
.	SENT	.
Si	KON	si
ce	PRO:DEM	ce
que	PRO:REL	que
je	PRO:PER	je
résous	VER:pres	résoudre
traîne	VER:pres	traîner
quelque	PRO:IND	quelque
infamie	NOM	infamie
,	PUN	,
Elle	NAM	Elle
est	VER:pres	être
bien	ADV	bien
moins	ADV	moins
pour	PRP	pour
moi	PRO:PER	moi
que	KON	que
pour	PRP	pour
Déidamie	NAM	Déidamie
,	PUN	,
Qui	NAM	Qui
par	PRP	par
le	DET:ART	le
fier	ADJ	fier
dédain	NOM	dédain
qu'	PRO:REL	que
elle	PRO:PER	elle
oppose	VER:pres	opposer
à	PRP	à
mes	DET:POS	mon
voeux	NOM	vœu
,	PUN	,
Force	VER:pres	forcer
mon	DET:POS	mon
désespoir	NOM	désespoir
à	PRP	à
plus	ADV	plus
que	KON	que
je	PRO:PER	je
ne	ADV	ne
veux	VER:pres	vouloir
.	SENT	.
À	PRP	à
quoi	PRO	quoi
qu'	PRO:REL	que
il	PRO:PER	il
se	PRO:PER	se
prépare	VER:pres	préparer
,	PUN	,
il	PRO:PER	il
est	VER:pres	être
en	PRP	en
sa	DET:POS	son
puissance	NOM	puissance
D'	ADJ	D'
en	PRP	en
calmer	VER:infi	calmer
d'	PRP	de
un	DET:ART	un
seul	ADJ	seul
mot	NOM	mot
toute	PRO:IND	tout
la	DET:ART	le
violence	NOM	violence
,	PUN	,
Et	NOM	Et
quand	KON	quand
tu	PRO:PER	tu
crains	VER:pres	craindre
les	DET:ART	le
maux	NOM	mal
qu'	PRO:REL	que
il	PRO:PER	il
est	VER:pres	être
prêt	ADJ	prêt
de	PRP	de
causer	VER:infi	causer
,	PUN	,
C'	NAM	C'
est	VER:pres	être
la	DET:ART	le
seule	ADJ	seul
rigueur	NOM	rigueur
qu'	PRO:REL	que
il	PRO:PER	il
en	PRO:PER	en
faut	VER:pres	falloir
accuser	VER:infi	accuser
.	SENT	.
Je	PRO:PER	je
sais	VER:pres	savoir
que	KON	que
rejetant	VER:ppre	rejeter
l'	DET:ART	le
hymen	NOM	hymen
qu'	PRO:REL	que
elle	PRO:PER	elle
refuse	VER:pres	refuser
,	PUN	,
Des	VER:simp	Des
bontés	NOM	bonté
de	PRP	de
son	DET:POS	son
Roi	NOM	roi
Déidamie	NAM	Déidamie
abuse	VER:pres	abuser
,	PUN	,
Que	NAM	Que
l'	DET:ART	le
Amour	NAM	Amour
est	VER:pres	être
sensible	ADJ	sensible
aux	PRP:det	au
mépris	NOM	mépris
des	PRP:det	du
ingrats	NOM	ingrat
,	PUN	,
Mais	NAM	Mais
songez	VER:pres	songer
qu'	KON	que
il	PRO:PER	il
se	PRO:PER	se
donne	VER:pres	donner
,	PUN	,
et	KON	et
ne	ADV	ne
s'	PRO:PER	se
arrache	VER:pres	arracher
pas	ADV	pas
.	SENT	.
Un	DET:ART	un
coeur	NOM	cœur
dont	PRO:REL	dont
la	DET:ART	le
conquête	NOM	conquête
offre	VER:pres	offrir
une	DET:ART	un
douce	ADJ	doux
amorce	NOM	amorce
,	PUN	,
Aime	NAM	Aime
à	PRP	à
se	PRO:PER	se
rendre	VER:infi	rendre
au	PRP:det	au
temps	NOM	temps
,	PUN	,
et	KON	et
non	ADV	non
pas	ADV	pas
à	PRP	à
la	DET:ART	le
force	NOM	force
,	PUN	,
C'	NAM	C'
est	VER:pres	être
par	PRP	par
là	ADV	là
seulement	ADV	seulement
qu'	KON	que
il	PRO:PER	il
se	PRO:PER	se
laisse	VER:pres	laisser
attendrir	VER:infi	attendrir
,	PUN	,
Et	NOM	Et
qui	PRO:REL	qui
veut	VER:pres	vouloir
être	VER:infi	être
aimé	VER:pper	aimer
doit	VER:pres	devoir
attendre	VER:infi	attendre
,	PUN	,
et	KON	et
souffrir	VER:infi	souffrir
.	SENT	.
À	PRP	à
me	PRO:PER	me
soumettre	VER:infi	soumettre
encor	ADV	encor
ton	DET:POS	ton
zèle	NOM	zèle
en	PRP	en
vain	ADJ	vain
m'	PRO:PER	me
anime	VER:pres	animer
.	SENT	.
Je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
que	KON	que
trop	ADV	trop
suivi	VER:pper	suivre
cette	PRO:DEM	ce
injuste	ADJ	injuste
maxime	NOM	maxime
,	PUN	,
Et	VER:impf	Et
ce	PRO:DEM	ce
Roi	NOM	roi
qu'	KON	que
à	PRP	à
souffrir	VER:infi	souffrir
tes	DET:POS	ton
conseils	NOM	conseil
ont	VER:pres	avoir
forcé	VER:pper	forcer
,	PUN	,
Serait	VER:cond	être
peut-être	ADV	peut-être
heureux	ADJ	heureux
s'	PRO:PER	se
il	PRO:PER	il
avait	VER:impf	avoir
menacé	VER:pper	menacer
.	SENT	.
Par	PRP	par
toi	PRO:PER	toi
jusques	PRP	jusques
ici	ADV	ici
,	PUN	,
pour	KON	pour
trop	ADV	trop
faire	VER:infi	faire
l'	DET:ART	le
esclave	NOM	esclave
,	PUN	,
Je	PRO:PER	je
me	PRO:PER	me
suis	VER:pres	suivre|être
attiré	VER:pper	attirer
le	DET:ART	le
mépris	NOM	mépris
qui	PRO:REL	qui
me	PRO:PER	me
brave	VER:pres	braver
.	SENT	.
Traité	VER:pper	traiter
d'	PRP	de
Usurpateur	NAM	Usurpateur
,	PUN	,
pour	PRP	pour
fléchir	VER:infi	fléchir
sa	DET:POS	son
fierté	NOM	fierté
,	PUN	,
Je	PRO:PER	je
fais	VER:pres	faire
ce	PRO:DEM	ce
que	PRO:REL	que
peut-être	ADV	peut-être
on	PRO:PER	on
n'	ADV	ne
a	VER:pres	avoir
jamais	ADV	jamais
tenté	VER:pper	tenter
.	SENT	.
Aux	PRP:det	au
traits	NOM	trait
d'	PRP	de
un	DET:ART	un
Ennemi	NOM	ennemi
mon	DET:POS	mon
destin	NOM	destin
s'	PRO:PER	se
abandonne	VER:pres	abandonner
;	PUN	;
Je	PRO:PER	je
rétablis	VER:pper	rétablir
Pyrrhus	NAM	Pyrrhus
,	PUN	,
partage	VER:pres	partager
ma	DET:POS	mon
Couronne	NAM	Couronne
,	PUN	,
Et	VER:simp	Et
ce	PRO:DEM	ce
noble	ADJ	noble
attentat	NOM	attentat
sur	PRP	sur
mon	DET:POS	mon
ambition	NOM	ambition
Laisse	NAM	Laisse
en	PRP	en
elle	PRO:PER	elle
pour	PRP	pour
moi	PRO:PER	moi
la	DET:ART	le
même	ADJ	même
aversion	NOM	aversion
.	SENT	.
Il	PRO:PER	il
est	VER:pres	être
temps	NOM	temps
d'	PRP	de
éclater	VER:infi	éclater
,	PUN	,
il	PRO:PER	il
est	VER:pres	être
temps	NOM	temps
qu'	PRO:REL	que
elle	PRO:PER	elle
sache	VER:subp	savoir
...	PUN	...
Seigneur	NAM	Seigneur
,	PUN	,
à	PRP	à
votre	DET:POS	votre
nom	NOM	nom
n'	ADV	ne
imprimez	VER:pres	imprimer
point	ADV	point
de	PRP	de
tache	NOM	tache
.	SENT	.
Par	PRP	par
la	DET:ART	le
mort	NOM	mort
de	PRP	de
Pyrrhus	NAM	Pyrrhus
violer	VER:infi	violer
le	DET:ART	le
traité	NOM	traité
:	PUN	:
C'	PRO:DEM	ce
est	VER:pres	être
joindre	VER:infi	joindre
le	DET:ART	le
parricide	NOM	parricide
à	PRP	à
l'	DET:ART	le
infidélité	NOM	infidélité
.	SENT	.
Qui	PRO	qui
jamais	ADV	jamais
avec	PRP	avec
vous	PRO:PER	vous
voudra	VER:futu	vouloir
faire	VER:infi	faire
alliance	NOM	alliance
Si	NAM	Si
pour	KON	pour
lui	PRO:PER	lui
votre	DET:POS	votre
foi	NOM	foi
n'	ADV	ne
offre	VER:pres	offrir
aucune	PRO:IND	aucun
assurance	NOM	assurance
?	SENT	?
Plaignez	VER:pres	plaindre
-vous	PRO:PER	vous
d'	PRP	de
un	DET:ART	un
refus	NOM	refus
où	PRO:REL	où
la	DET:ART	le
Princesse	NOM	princesse
a	VER:pres	avoir
tort	NOM	tort
,	PUN	,
Accusez	NAM	Accusez
,	PUN	,
condamnez	VER:pres	condamner
,	PUN	,
mais	KON	mais
respectez	VER:pres	respecter
l'	DET:ART	le
Accord	NOM	accord
.	SENT	.
Plus	ADV	plus
Pyrrhus	NAM	Pyrrhus
vous	PRO:PER	vous
devra	VER:futu	devoir
de	PRP	de
puissance	NOM	puissance
et	KON	et
de	PRP	de
gloire	NOM	gloire
,	PUN	,
Plus	VER:pper	plaire
son	DET:POS	son
zèle	NOM	zèle
à	PRP	à
vos	DET:POS	votre
feux	NOM	feu
répond	VER:pres	répondre
de	PRP	de
la	DET:ART	le
victoire	NOM	victoire
.	SENT	.
Ce	PRO:DEM	ce
favorable	ADJ	favorable
appui	NOM	appui
vous	PRO:PER	vous
rendra	VER:futu	rendre
tout	ADV	tout
aisé	ADJ	aisé
.	SENT	.
Va	VER:pres	aller
,	PUN	,
ne	ADV	ne
m'	PRO:PER	me
en	PRO:PER	en
promets	VER:pres	promettre
rien	ADV	rien
,	PUN	,
j'	PRO:PER	je
en	PRO:PER	en
suis	VER:pres	suivre|être
désabusé	VER:pper	désabuser
.	SENT	.
J'	PRO:PER	je
ai	VER:pres	avoir
voulu	VER:pper	vouloir
,	PUN	,
comme	KON	comme
toi	PRO:PER	toi
,	PUN	,
flatter	VER:infi	flatter
mon	DET:POS	mon
espérance	NOM	espérance
De	VER:futu	De
quelque	PRO:IND	quelque
heureux	ADJ	heureux
effet	NOM	effet
de	PRP	de
sa	DET:POS	son
reconnaissance	NOM	reconnaissance
,	PUN	,
Encor	NOM	Encor
tout	ADV	tout
de	PRP	de
nouveau	ADJ	nouveau
mon	DET:POS	mon
coeur	NOM	cœur
,	PUN	,
mon	DET:POS	mon
lâche	ADJ	lâche
coeur	NOM	cœur
Vient	VER:pres	venir
d'	PRP	de
employer	VER:infi	employer
Pyrrhus	NAM	Pyrrhus
pour	PRP	pour
m'	PRO:PER	me
acquérir	VER:infi	acquérir
sa	DET:POS	son
soeur	NOM	sœur
;	PUN	;
Mais	VER:impf	Mais
c'	PRO:DEM	ce
est	VER:pres	être
pour	PRP	pour
mon	DET:POS	mon
amour	NOM	amour
une	DET:ART	un
peine	NOM	peine
nouvelle	ADJ	nouveau
Qu'	ADJ	Qu'
il	PRO:PER	il
n'	ADV	ne
en	PRO:PER	en
obtienne	VER:subp	obtenir
rien	ADV	rien
lorsqu'	KON	lorsque
il	PRO:PER	il
peut	VER:pres	pouvoir
tout	ADV	tout
sur	PRP	sur
elle	PRO:PER	elle
,	PUN	,
Et	NOM	Et
qu'	KON	que
un	DET:ART	un
zèle	NOM	zèle
si	ADV	si
froid	ADJ	froid
aime	VER:pres	aimer
à	PRP	à
me	PRO:PER	me
laisser	VER:infi	laisser
voir	VER:infi	voir
Qu'	NAM	Qu'
il	PRO:PER	il
dédaigne	VER:pres	dédaigner
pour	PRP	pour
moi	PRO:PER	moi
d'	PRP	de
user	VER:infi	user
de	PRP	de
son	DET:POS	son
pouvoir	NOM	pouvoir
,	PUN	,
Non	NAM	Non
,	PUN	,
non	ADV	non
,	PUN	,
à	PRP	à
quelque	PRO:IND	quelque
rang	NOM	rang
que	KON	que
ma	DET:POS	mon
bonté	NOM	bonté
l'	DET:ART	le
élève	NOM	élève
,	PUN	,
Ma	VER:simp	Ma
flamme	NOM	flamme
est	VER:pres	être
sans	PRP	sans
espoir	NOM	espoir
si	KON	si
son	DET:POS	son
hymen	NOM	hymen
s'	PRO:PER	se
achève	VER:pres	achever
;	PUN	;
C'	NAM	C'
est	VER:pres	être
à	PRP	à
Déidamie	NAM	Déidamie
à	PRP	à
décider	VER:infi	décider
son	DET:POS	son
sort	NOM	sort
Par	NAM	Par
le	DET:ART	le
choix	NOM	choix
de	PRP	de
ma	DET:POS	mon
main	NOM	main
,	PUN	,
ou	KON	ou
l'	DET:ART	le
arrêt	NOM	arrêt
de	PRP	de
sa	DET:POS	son
mort	NOM	mort
.	SENT	.
Dût	VER:subi	devoir
se	PRO:PER	se
perdre	VER:infi	perdre
l'	DET:ART	le
État	NAM	État
,	PUN	,
quoi	PRO:REL	quoi
qu'	KON	que
elle	PRO:PER	elle
puisse	VER:subp	pouvoir
faire	VER:infi	faire
,	PUN	,
Ce	VER:infi	Ce
n'	ADV	ne
est	VER:pres	être
qu'	ADV	qu'
en	PRP	en
m'	PRO:PER	me
épousant	VER:ppre	épouser
qu'	KON	que
elle	PRO:PER	elle
sauve	VER:pres	sauver
son	DET:POS	son
frère	NOM	frère
,	PUN	,
Elle	NAM	Elle
peut	VER:pres	pouvoir
en	PRP	en
résoudre	VER:infi	résoudre
.	SENT	.
Avouez-le	NAM	Avouez-le
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
Qu'	NAM	Qu'
en	PRP	en
le	DET:ART	le
rétablissant	VER:ppre	rétablir
vous	PRO:PER	vous
forcer	VER:infi	forcer
votre	DET:POS	votre
coeur	NOM	cœur
;	PUN	;
Qu'	ADJ	Qu'
à	PRP	à
le	PRO:PER	le
voir	VER:infi	voir
fils	NOM	fil|fils
d'	PRP	de
un	DET:ART	un
Roi	NOM	roi
dont	PRO:REL	dont
vous	PRO:PER	vous
tenez	VER:pres	tenir
la	DET:ART	le
place	NOM	place
,	PUN	,
Vous	NAM	Vous
croyez	VER:pres	croire
que	KON	que
par	PRP	par
lui	PRO:PER	lui
le	DET:ART	le
destin	NOM	destin
vous	PRO:PER	vous
menace	VER:pres	menacer
,	PUN	,
Et	NOM	Et
que	KON	que
malgré	PRP	malgré
l'	DET:ART	le
amour	NOM	amour
qui	PRO:REL	qui
peut	VER:pres	pouvoir
vous	PRO:PER	vous
rendre	VER:infi	rendre
heureux	ADJ	heureux
,	PUN	,
Sa	VER:simp	Sa
mort	VER:pper	mourir
plus	ADV	plus
que	KON	que
l'	DET:ART	le
hymen	NOM	hymen
est	VER:pres	être
l'	DET:ART	le
objet	NOM	objet
de	PRP	de
vos	DET:POS	votre
voeux	NOM	vœu
.	SENT	.
Si	KON	si
ma	DET:POS	mon
flamme	NOM	flamme
à	PRP	à
la	DET:ART	le
soeur	NOM	sœur
eût	VER:subi	avoir
cherché	VER:pper	chercher
moins	ADV	moins
à	PRP	à
plaire	VER:infi	plaire
,	PUN	,
Rien	NOM	rien
n'	ADV	ne
eût	VER:subi	avoir
pu	VER:pper	pouvoir
me	PRO:PER	me
réduire	VER:infi	réduire
à	PRP	à
rétablir	VER:infi	rétablir
le	DET:ART	le
frère	NOM	frère
,	PUN	,
Je	PRO:PER	je
ne	ADV	ne
m'	PRO:PER	me
en	PRO:PER	en
défends	VER:pres	défendre
point	ADV	point
;	PUN	;
mais	KON	mais
ne	ADV	ne
crains	VER:pres	craindre
rien	ADV	rien
de	PRP	de
moi	PRO:PER	moi
,	PUN	,
Si	VER:subi	Si
tu	PRO:PER	tu
la	PRO:PER	la
vois	VER:pres	voir
sensible	ADJ	sensible
aux	PRP:det	au
offres	NOM	offre
de	PRP	de
ma	DET:POS	mon
foi	NOM	foi
.	SENT	.
Ce	PRO:DEM	ce
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
qu'	KON	que
en	PRP	en
effet	NOM	effet
la	DET:ART	le
saine	ADJ	sain
Politique	NOM	politique
Sur	NAM	Sur
ce	PRO:DEM	ce
que	PRO:REL	que
j'	PRO:PER	je
entreprends	VER:pres	entreprendre
contre	PRP	contre
moi	PRO:PER	moi
ne	ADV	ne
s'	PRO:PER	se
explique	VER:pres	expliquer
;	PUN	;
D'	NAM	D'
un	DET:ART	un
Roi	NAM	Roi
chassé	VER:pper	chasser
du	PRP:det	du
trône	NOM	trône
,	PUN	,
y	PRO:PER	y
remettre	VER:infi	remettre
le	DET:ART	le
fils	NOM	fil|fils
,	PUN	,
C'	NAM	C'
est	VER:pres	être
moi	PRO:PER	moi
-même	ADJ	même
à	PRP	à
me	PRO:PER	me
perdre	VER:infi	perdre
aider	VER:infi	aider
mes	DET:POS	mon
Ennemis	NOM	ennemi
.	SENT	.
Outre	ADV	outre
que	KON	que
dans	PRP	dans
Pyrrhus	NAM	Pyrrhus
je	PRO:PER	je
ne	ADV	ne
sais	VER:pres	savoir
quoi	PRO	quoi
me	PRO:PER	me
gêne	VER:pres	gêner
,	PUN	,
Il	NAM	Il
semble	VER:pres	sembler
qu'	KON	que
à	PRP	à
l'	DET:ART	le
Accord	NOM	accord
il	PRO:PER	il
consente	VER:subp	consentir
avec	PRP	avec
peine	NOM	peine
,	PUN	,
Qu'	NAM	Qu'
il	PRO:PER	il
dédaigne	VER:pres	dédaigner
ma	DET:POS	mon
fille	NOM	fille
,	PUN	,
et	KON	et
que	KON	que
le	DET:ART	le
nom	NOM	nom
de	PRP	de
Roi	NAM	Roi
Soit	VER:pres	Soit
un	DET:ART	un
affront	NOM	affront
pour	PRP	pour
lui	PRO:PER	lui
s'	KON	si
il	PRO:PER	il
l'	PRO:PER	la|le
accepte	VER:pres	accepter
de	PRP	de
moi	PRO:PER	moi
.	SENT	.
De	PRP	de
ces	PRO:DEM	ce
impressions	NOM	impression
qui	PRO:REL	qui
troublent	VER:pres	troubler
trop	ADV	trop
votre	DET:POS	votre
âme	NOM	âme
Androclide	NAM	Androclide
sur	PRP	sur
moi	PRO:PER	moi
va	VER:pres	aller
rejeter	VER:infi	rejeter
le	DET:ART	le
blâme	NOM	blâme
.	SENT	.
Le	DET:ART	le
haut	ADJ	haut
rang	NOM	rang
où	PRO:REL	où
par	PRP	par
vous	PRO:PER	vous
je	PRO:PER	je
me	PRO:PER	me
vois	VER:pres	voir
affermi	VER:pper	affermir
Le	DET:ART	le
fait	NOM	fait
me	PRO:PER	me
regarder	VER:infi	regarder
comme	KON	comme
son	DET:POS	son
Ennemi	NOM	ennemi
,	PUN	,
Et	NOM	Et
quoi	PRO:REL	quoi
qu'	KON	que
un	DET:ART	un
zèle	NOM	zèle
égal	ADJ	égal
à	PRP	à
tous	PRO:IND	tout
deux	NOM	deux
ait	VER:subp	avoir
fait	VER:pper	faire
croire	VER:infi	croire
Que	NAM	Que
Pyrrhus	NAM	Pyrrhus
rétabli	VER:pper	rétablir
comblerait	VER:cond	combler
votre	DET:POS	votre
gloire	NOM	gloire
,	PUN	,
Comme	NAM	Comme
Pyrrhus	NAM	Pyrrhus
vers	PRP	vers
lui	PRO:PER	lui
penche	VER:pres	pencher
plus	ADV	plus
que	KON	que
vers	PRP	vers
moi	PRO:PER	moi
,	PUN	,
Cette	NAM	Cette
ombre	VER:pres	ombrer
de	PRP	de
faveur	NOM	faveur
m'	PRO:PER	me
aura	VER:futu	avoir
saisi	VER:pper	saisir
d'	PRP	de
effroi	NOM	effroi
.	SENT	.
Il	PRO:PER	il
voudra	VER:futu	vouloir
que	ADV	que
jaloux	ADJ	jaloux
de	PRP	de
cette	PRO:DEM	ce
préférence	NOM	préférence
J'	ADJ	J'
aie	VER:subp	avoir
osé	VER:pper	oser
pour	PRP	pour
lui	PRO:PER	lui
nuire	VER:infi	nuire
armer	VER:infi	armer
votre	DET:POS	votre
vengeance	NOM	vengeance
,	PUN	,
Qu'	NOM	Qu'
immolant	VER:ppre	immoler
à	PRP	à
ma	DET:POS	mon
haine	NOM	haine
un	DET:ART	un
Prince	NOM	prince
infortuné	ADJ	infortuné
,	PUN	,
Mes	VER:simp	Mes
conseils	NOM	conseil
...	PUN	...
Ne	NAM	Ne
crains	VER:pres	craindre
point	ADV	point
d'	PRP	de
en	PRO:PER	en
être	VER:infi	être
soupçonné	VER:pper	soupçonner
.	SENT	.
Voici	ADV	voici
Déidamie	NAM	Déidamie
,	PUN	,
et	KON	et
c'	PRO:DEM	ce
est	VER:pres	être
de	PRP	de
sa	DET:POS	son
réponse	NOM	réponse
Que	NAM	Que
dépendra	VER:futu	dépendre
l'	DET:ART	le
arrêt	NOM	arrêt
qu'	PRO:REL	que
il	PRO:PER	il
faut	VER:pres	falloir
que	KON	que
je	PRO:PER	je
prononce	VER:pres	prononcer
.	SENT	.
Seigneur	NOM	seigneur
,	PUN	,
tout	ADV	tout
de	PRP	de
nouveau	ADJ	nouveau
Pyrrhus	NAM	Pyrrhus
m'	PRO:PER	me
a	VER:pres	avoir
fait	VER:pper	faire
savoir	VER:infi	savoir
Ce	NAM	Ce
que	KON	que
pour	PRP	pour
moi	PRO:PER	moi
sur	PRP	sur
vous	PRO:PER	vous
l'	DET:ART	le
amour	NOM	amour
a	VER:pres	avoir
de	PRP	de
pouvoir	NOM	pouvoir
,	PUN	,
Que	VER:simp	Que
toujours	ADV	toujours
même	ADJ	même
ardeur	NOM	ardeur
pour	PRP	pour
mon	DET:POS	mon
hymen	NOM	hymen
vous	PRO:PER	vous
presse	VER:pres	presser
;	PUN	;
Mais	VER:impf	Mais
avant	PRP	avant
qu'	KON	que
achever	VER:infi	achever
celui	PRO:DEM	celui
de	PRP	de
la	DET:ART	le
Princesse	NOM	princesse
,	PUN	,
Si	VER:impf	Si
cet	PRO:DEM	ce
amour	NOM	amour
est	VER:pres	être
tel	PRO:DEM	tel
qu'	PRO:REL	que
il	PRO:PER	il
vient	VER:pres	venir
de	PRP	de
m'	PRO:PER	me
assurer	VER:infi	assurer
,	PUN	,
Quelle	NAM	Quelle
marque	VER:pres	marquer
de	PRP	de
vous	PRO:PER	vous
pourrai	VER:futu	pouvoir
-je	PRO:PER	je
en	PRO:PER	en
espérer	VER:infi	espérer
?	SENT	?
L'	PRO:PER	la|le
obtiendrais	VER:cond	obtenir
-je	PRO:PER	je
aisément	ADV	aisément
d'	PRP	de
un	DET:ART	un
peu	ADV	peu
de	PRP	de
confiance	NOM	confiance
?	SENT	?
Sur	PRP	sur
de	PRP	de
nouveaux	ADJ	nouveau
serments	NOM	serment
prenez	VER:pres	prendre
-en	PRO:PER	en
l'	DET:ART	le
assurance	NOM	assurance
,	PUN	,
Pourvu	NOM	pourvu
qu'	KON	que
à	PRP	à
votre	DET:POS	votre
tour	NOM	tour
sensible	ADJ	sensible
à	PRP	à
ce	PRO:DEM	ce
beau	ADJ	beau
feu	NOM	feu
Vous	ADJ	Vous
lui	PRO:PER	lui
daigniez	VER:impf	daigner
enfin	ADV	enfin
accorder	VER:infi	accorder
