DÉCORATION	NOM	décoration
y	PRO:PER	y
retourna	VER:simp	retourner
souvent	ADV	souvent
.	SENT	.
Ma	DET:POS	mon
voix	NOM	voix
?	SENT	?
Est-il	ADJ	Est-il
rien	NOM	rien
de	PRP	de
si	ADV	si
doux	ADJ	doux
?	SENT	?
Vous	PRO:PER	vous
avez	VER:pres	avoir
fait	VER:pper	faire
tous	PRO:IND	tout
deux	NUM	deux
merveilles	NOM	merveille
!	SENT	!
Ce	PRO:DEM	ce
n'	ADV	ne
est	VER:pres	être
encor	ADV	encor
là	ADV	là
rien	ADV	rien
,	PUN	,
apprêtez	VER:pres	apprêter
vos	DET:POS	votre
oreilles	NOM	oreille
.	SENT	.
Ah	INT	ah
,	PUN	,
ah	INT	ah
,	PUN	,
Troupe	NAM	Troupe
gaillarde	ADJ	gaillard
,	PUN	,
il	PRO:PER	il
fait	VER:pres	faire
bon	ADJ	bon
avec	PRP	avec
vous	PRO:PER	vous
.	SENT	.
Halte	NOM	halte
-là	ADV	là
.	SENT	.
Vous	PRO:PER	vous
pensiez	VER:impf	penser
avoir	VER:infi	avoir
chacun	PRO:IND	chacun
la	DET:ART	le
vôtre	PRO:POS	vôtre
,	PUN	,
Mais	VER:impf	Mais
vous	PRO:PER	vous
n'	ADV	ne
avez	VER:pres	avoir
qu'	ADV	qu'
à	PRP	à
décompter	VER:infi	décompter
.	SENT	.
Ah	INT	ah
,	PUN	,
s'	PRO:PER	se
il	PRO:PER	il
ne	ADV	ne
tient	VER:pres	tenir
qu'	ADV	qu'
à	PRP	à
disputer	VER:infi	disputer
...	PUN	...
Prenez	VER:pres	prendre
-en	PRO:PER	en
votre	DET:POS	votre
part	NOM	part
,	PUN	,
et	KON	et
nous	PRO:PER	nous
donner	VER:infi	donner
la	DET:ART	le
nôtre	PRO:POS	nôtre
;	PUN	;
Quand	NAM	Quand
on	PRO:PER	on
parle	VER:pres	parler
raison	NOM	raison
,	PUN	,
il	PRO:PER	il
la	PRO:PER	la
faut	VER:pres	falloir
écouter	VER:infi	écouter
.	SENT	.
Avec	PRP	avec
eux	PRO:PER	eux
avant	ADV	avant
vous	PRO:PER	vous
nos	DET:POS	notre
pactions	NOM	pactions
sont	VER:pres	être
faites	VER:pper	faire
;	PUN	;
Sous	VER:ppre	Sous
les	DET:ART	le
lois	NOM	loi
de	PRP	de
l'	DET:ART	le
hymen	NOM	hymen
ils	PRO:PER	il
nous	PRO:PER	nous
donnent	VER:pres	donner
leur	DET:POS	leur
foi	NOM	foi
.	SENT	.
De	PRP	de
l'	DET:ART	le
hymen	NOM	hymen
?	SENT	?
Ah	INT	ah
,	PUN	,
je	PRO:PER	je
m'	PRO:PER	me
en	PRO:PER	en
ris	VER:pres	rire
,	PUN	,
moi	PRO:PER	moi
,	PUN	,
Ce	NAM	Ce
sont	VER:pres	être
là	ADV	là
de	PRP	de
belles	ADJ	beau
défaites	NOM	défaite
.	SENT	.
Le	DET:ART	le
pas	NOM	pas
est	VER:pres	être
un	DET:ART	un
peu	ADV	peu
hasardeux	ADJ	hasardeux
.	SENT	.
Si	KON	si
nous	PRO:PER	nous
faisons	VER:pres	faire
jouer	VER:infi	jouer
la	DET:ART	le
massue	NOM	massue
...	PUN	...
Pour	NOM	Pour
n'	ADV	ne
avoir	VER:infi	avoir
rien	ADV	rien
à	PRP	à
débattre	VER:infi	débattre
avec	PRP	avec
eux	PRO:PER	eux
,	PUN	,
De	VER:impf	De
ce	PRO:DEM	ce
côté	NOM	côté
tourne	VER:pres	tourner
la	DET:ART	le
vue	NOM	vue
,	PUN	,
Celle	NAM	Celle
qui	PRO:REL	qui
vient	VER:pres	venir
suffira	VER:futu	suffire
pour	PRP	pour
nous	PRO:PER	nous
deux	NUM	deux
.	SENT	.
Elle	PRO:PER	elle
seule	ADJ	seul
elle	PRO:PER	elle
vaut	VER:pres	valoir
plus	ADV	plus
que	KON	que
les	DET:ART	le
trois	NUM	trois
ensemble	NOM	ensemble
.	SENT	.
J'	PRO:PER	je
en	PRO:PER	en
suis	VER:pres	suivre|être
charmé	VER:pper	charmer
.	SENT	.
Ma	DET:POS	mon
Reine	NAM	Reine
,	PUN	,
il	PRO:PER	il
se	PRO:PER	se
peut	VER:pres	pouvoir
...	PUN	...
Insolent	NAM	Insolent
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
Circé	NAM	Circé
qui	PRO:REL	qui
paraît	VER:pres	paraître
,	PUN	,
que	KON	que
chacun	PRO:IND	chacun
de	PRP	de
vous	PRO:PER	vous
tremble	VER:pres	trembler
.	SENT	.
L'	DET:ART	le
amour	NOM	amour
à	PRP	à
fuir	VER:infi	fuir
ne	ADV	ne
les	PRO:PER	la|le
rend	VER:pres	rendre
pas	ADV	pas
trop	ADV	trop
lents	ADJ	lent
.	SENT	.
Voici	ADV	voici
pour	PRP	pour
eux	PRO:PER	eux
des	PRP:det	du
paroles	NOM	parole
terribles	ADJ	terrible
.	SENT	.
Ils	PRO:PER	il
ne	ADV	ne
s'	PRO:PER	se
attendaient	VER:impf	attendre
guère	ADV	guère
à	PRP	à
ce	PRO:DEM	ce
fâcheux	ADJ	fâcheux
revers	NOM	revers
.	SENT	.
Tenons	NOM	tenon
bon	ADJ	bon
.	SENT	.
Contre	PRP	contre
moi	PRO:PER	moi
?	SENT	?
Voir	VER:infi	voir
tant	ADV	tant
de	PRP	de
biens	NOM	bien
offerts	VER:pper	offrir
,	PUN	,
Et	NOM	Et
ne	ADV	ne
pas	ADV	pas
...	PUN	...
C'	NAM	C'
en	PRO:PER	en
est	VER:pres	être
trop	ADV	trop
.	SENT	.
Vous	PRO:PER	vous
,	PUN	,
Esprits	NOM	esprit
invisibles	ADJ	invisible
,	PUN	,
À	PRP	à
qui	PRO:REL	qui
je	PRO:PER	je
rends	VER:pres	rendre
toutes	PRO:IND	tout
choses	NOM	chose
possibles	ADJ	possible
,	PUN	,
Portez	VER:pres	porter
-les	PRO:PER	la|le
loin	ADV	loin
d'	PRP	de
ici	ADV	ici
par	PRP	par
le	DET:ART	le
milieu	NOM	milieu
des	PRP:det	du
airs	NOM	air
.	SENT	.
Les	DET:ART	le
cinq	NUM	cinq
Satyres	NOM	Satyres
sont	VER:pres	être
enlevés	VER:pper	enlever
,	PUN	,
deux	NUM	deux
dans	PRP	dans
les	DET:ART	le
deux	NUM	deux
côtés	NOM	côté
du	PRP:det	du
théâtre	NOM	théâtre
,	PUN	,
et	KON	et
les	DET:ART	le
trois	NUM	trois
autres	ADJ	autre
sur	PRP	sur
le	DET:ART	le
cintre	NOM	cintre
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
là	ADV	là
pour	PRP	pour
nous	PRO:PER	nous
tirer	VER:infi	tirer
d'	PRP	de
affaires	NOM	affaire
Prendre	NOM	Prendre
des	PRP:det	du
chemins	NOM	chemin
assez	ADV	assez
courts	ADJ	court
.	SENT	.
Allez	VER:pres	aller
,	PUN	,
laissez	VER:pres	laisser
-moi	PRO:PER	moi
seule	ADJ	seul
en	PRP	en
ces	PRO:DEM	ce
lieux	NOM	lieu
solitaires	ADJ	solitaire
.	SENT	.
Madame	NOM	Madame
,	PUN	,
je	PRO:PER	je
venais	VER:impf	venir
vous	PRO:PER	vous
offrir	VER:infi	offrir
du	PRP:det	du
secours	NOM	secours
Contre	VER:subp	contrer
d'	PRP	de
infâmes	ADJ	infâme
Téméraires	NAM	Téméraires
;	PUN	;
Mais	VER:impf	Mais
le	DET:ART	le
prompt	ADJ	prompt
châtiment	NOM	châtiment
que	PRO:REL	que
vient	VER:pres	venir
de	PRP	de
recevoir	VER:infi	recevoir
Leur	VER:futu	Leur
insolence	NOM	insolence
extrême	ADJ	extrême
,	PUN	,
Me	ABR	Me
convainc	VER:pres	convaincre
de	PRP	de
votre	DET:POS	votre
pouvoir	NOM	pouvoir
.	SENT	.
Vous	PRO:PER	vous
n'	ADV	ne
avez	VER:pres	avoir
eu	VER:pper	avoir
contre	PRP	contre
eux	PRO:PER	eux
que	KON	que
de	PRP	de
vous	PRO:PER	vous
-même	ADJ	même
,	PUN	,
Et	NOM	Et
d'	PRP	de
un	DET:ART	un
seul	ADJ	seul
mot	NOM	mot
leur	DET:POS	leur
espoir	NOM	espoir
renversé	VER:pper	renverser
Me	ABR	Me
fait	VER:pper	faire
connaître	VER:infi	connaître
en	PRP	en
vous	PRO:PER	vous
la	DET:ART	le
fameuse	ADJ	fameux
Circé	NAM	Circé
.	SENT	.
Vous	PRO:PER	vous
ne	ADV	ne
vous	PRO:PER	vous
trompez	VER:pres	tromper
point	ADV	point
,	PUN	,
j'	PRO:PER	je
ai	VER:pres	avoir
le	DET:ART	le
Soleil	NAM	Soleil
pour	PRP	pour
Père	NAM	Père
,	PUN	,
Et	NAM	Et
je	PRO:PER	je
tiens	VER:pres	tenir
de	PRP	de
lui	PRO:PER	lui
ce	PRO:DEM	ce
grand	ADJ	grand
Art	NAM	Art
,	PUN	,
Qui	NAM	Qui
dans	PRP	dans
tous	PRO:IND	tout
les	DET:ART	le
lieux	NOM	lieu
qu'	PRO:REL	que
il	PRO:PER	il
éclaire	VER:pres	éclairer
,	PUN	,
Aux	VER:simp	Aux
honneurs	NOM	honneur
de	PRP	de
son	DET:POS	son
rang	NOM	rang
me	PRO:PER	me
donne	VER:pres	donner
tant	ADV	tant
de	PRP	de
part	NOM	part
.	SENT	.
Je	PRO:PER	je
ne	ADV	ne
puis	ADV	puis
cependant	ADV	cependant
m'	PRO:PER	me
applaudir	VER:infi	applaudir
trop	ADV	trop
du	PRP:det	du
zèle	NOM	zèle
Qui	NAM	Qui
vous	PRO:PER	vous
intéresse	VER:pres	intéresser
pour	PRP	pour
moi	PRO:PER	moi
.	SENT	.
Il	PRO:PER	il
part	VER:pres	partir
de	PRP	de
l'	DET:ART	le
âme	NOM	âme
la	DET:ART	le
plus	ADV	plus
belle	ADJ	beau
,	PUN	,
Et	VER:subi	Et
je	PRO:PER	je
voudrais	VER:cond	vouloir
savoir	VER:infi	savoir
à	PRP	à
qui	PRO:REL	qui
je	PRO:PER	je
dois	VER:pres	devoir
Ce	NAM	Ce
qui	PRO:REL	qui
rendra	VER:futu	rendre
pour	PRP	pour
vous	PRO:PER	vous
mon	DET:POS	mon
estime	NOM	estime
éternelle	ADJ	éternel
.	SENT	.
Si	KON	si
par	PRP	par
ce	PRO:DEM	ce
qui	PRO:REL	qui
brille	VER:pres	briller
à	PRP	à
mes	DET:POS	mon
yeux	NOM	œil
,	PUN	,
L'	DET:ART	le
air	NOM	air
,	PUN	,
le	DET:ART	le
port	NOM	port
,	PUN	,
la	DET:ART	le
taille	NOM	taille
,	PUN	,
la	DET:ART	le
mine	NOM	mine
,	PUN	,
Je	PRO:PER	je
puis	ADV	puis
de	PRP	de
votre	DET:POS	votre
sang	NOM	sang
pénétrer	VER:infi	pénétrer
l'	DET:ART	le
origine	NOM	origine
,	PUN	,
La	DET:ART	le
source	NOM	source
en	PRO:PER	en
doit	VER:pres	devoir
venir	VER:infi	venir
des	PRP:det	du
Dieux	NOM	Dieu
,	PUN	,
Et	NOM	Et
pour	PRP	pour
vous	PRO:PER	vous
le	DET:ART	le
Destin	NOM	destin
...	PUN	...
Je	PRO:PER	je
l'	PRO:PER	la|le
avouerai	VER:futu	avouer
,	PUN	,
Madame	NAM	Madame
.	SENT	.
Le	DET:ART	le
Destin	NOM	destin
m'	PRO:PER	me
a	VER:pres	avoir
comblé	VER:pper	combler
d'	PRP	de
honneurs	NOM	honneur
jusqu'	PRP	jusque
à	PRP	à
ce	PRO:DEM	ce
jour	NOM	jour
,	PUN	,
Et	VER:ppre	Et
le	DET:ART	le
rang	NOM	rang
que	PRO:REL	que
je	PRO:PER	je
tiens	VER:pres	tenir
dans	PRP	dans
une	DET:ART	un
illustre	ADJ	illustre
Cour	NAM	Cour
Aurait	VER:impf	Aurait
de	PRP	de
quoi	PRO	quoi
satisfaire	VER:infi	satisfaire
mon	DET:POS	mon
âme	NOM	âme
,	PUN	,
Si	VER:subi	Si
j'	PRO:PER	je
étais	VER:impf	être
content	ADJ	content
de	PRP	de
l'	DET:ART	le
amour	NOM	amour
;	PUN	;
Mais	VER:impf	Mais
une	DET:ART	un
Nymphe	NOM	nymphe
ingrate	ADJ	ingrat
autant	ADV	autant
qu'	KON	que
elle	PRO:PER	elle
est	VER:pres	être
aimable	ADJ	aimable
,	PUN	,
Silla	NAM	Silla
,	PUN	,
la	DET:ART	le
charmante	ADJ	charmant
Silla	NAM	Silla
,	PUN	,
Par	NAM	Par
une	DET:ART	un
rigueur	NOM	rigueur
incroyable	ADJ	incroyable
,	PUN	,
Ne	NAM	Ne
peut	VER:pres	pouvoir
souffrir	VER:infi	souffrir
mes	DET:POS	mon
voeux	NOM	vœu
,	PUN	,
les	PRO:PER	la|le
rejette	VER:pres	rejeter
,	PUN	,
et	KON	et
c'	PRO:DEM	ce
est	VER:pres	être
là	ADV	là
De	NAM	De
tous	PRO:IND	tout
les	DET:ART	le
maux	NOM	mal
pour	PRP	pour
moi	PRO:PER	moi
le	DET:ART	le
plus	ADV	plus
insupportable	ADJ	insupportable
.	SENT	.
Son	DET:POS	son
coeur	NOM	cœur
d'	PRP	de
un	DET:ART	un
autre	ADJ	autre
amour	NOM	amour
dès	PRP	dès
longtemps	ADV	longtemps
prévenu	VER:pper	prévenir
,	PUN	,
Traite	VER:pper	traire
mes	DET:POS	mon
plaintes	NOM	plainte
d'	PRP	de
indiscrètes	NOM	indiscret
.	SENT	.
Mélicerte	NAM	Mélicerte
...	PUN	...
Ce	NAM	Ce
nom	NOM	nom
ne	ADV	ne
m'	PRO:PER	me
est	VER:pres	être
pas	ADV	pas
inconnu	ADJ	inconnu
,	PUN	,
Et	NAM	Et
je	PRO:PER	je
sais	VER:pres	savoir
par	PRP	par
lui	PRO:PER	lui
qui	PRO:REL	qui
vous	PRO:PER	vous
êtes	VER:pres	être
.	SENT	.
Jusque	PRP	jusque
dans	PRP	dans
mon	DET:POS	mon
Palais	NAM	Palais
votre	DET:POS	votre
amour	NOM	amour
a	VER:pres	avoir
fait	VER:pper	faire
bruit	NOM	bruit
.	SENT	.
On	PRO:PER	on
y	PRO:PER	y
plaint	VER:pres	plaindre
le	DET:ART	le
Prince	NAM	Prince
de	PRP	de
Thrace	NAM	Thrace
,	PUN	,
Que	VER:simp	Que
trop	ADV	trop
d'	PRP	de
aveuglement	NOM	aveuglement
réduit	VER:pper	réduire
À	PRP	à
la	DET:ART	le
honteuse	ADJ	honteux
et	KON	et
sensible	ADJ	sensible
disgrâce	NOM	disgrâce
De	VER:subi	De
pousser	VER:infi	pousser
des	PRP:det	du
soupirs	NOM	soupir
dont	PRO:REL	dont
un	DET:ART	un
autre	ADJ	autre
a	VER:pres	avoir
le	DET:ART	le
fruit	NOM	fruit
.	SENT	.
Il	PRO:PER	il
n'	ADV	ne
en	PRO:PER	en
est	VER:pres	être
point	ADV	point
de	PRP	de
plus	ADV	plus
cruelle	ADJ	cruel
.	SENT	.
Mes	DET:POS	mon
maux	NOM	mal
passent	VER:pres	passer
tous	PRO:IND	tout
ceux	PRO:DEM	celui
qui	PRO:REL	qui
se	PRO:PER	se
peuvent	VER:pres	pouvoir
offrir	VER:infi	offrir
;	PUN	;
Mais	NOM	Mais
est-il	ADJ	est-il
honteux	ADJ	honteux
de	PRP	de
souffrir	VER:infi	souffrir
,	PUN	,
Lorsque	NAM	Lorsque
la	DET:ART	le
cause	NOM	cause
en	PRO:PER	en
est	VER:pres	être
si	ADV	si
belle	ADJ	beau
?	SENT	?
Tout	PRO:IND	tout
ce	PRO:DEM	ce
qu'	PRO:REL	que
un	DET:ART	un
rare	ADJ	rare
Objet	NOM	objet
eut	VER:simp	avoir
jamais	ADV	jamais
de	PRP	de
charmant	ADJ	charmant
,	PUN	,
Tout	ADJ	Tout
ce	PRO:DEM	ce
qui	PRO:REL	qui
peut	VER:pres	pouvoir
toucher	VER:infi	toucher
une	DET:ART	un
âme	NOM	âme
,	PUN	,
Silla	NAM	Silla
...	PUN	...
Vous	NAM	Vous
parlez	VER:pres	parler
en	PRP	en
amant	NOM	amant
;	PUN	;
Mais	VER:impf	Mais
enfin	ADV	enfin
vos	DET:POS	votre
chagrins	NOM	chagrin
naissant	ADJ	naissant
de	PRP	de
votre	DET:POS	votre
flamme	NOM	flamme
,	PUN	,
J'	ADJ	J'
y	PRO:PER	y
puis	ADV	puis
donner	VER:infi	donner
quelque	PRO:IND	quelque
soulagement	NOM	soulagement
.	SENT	.
Que	KON	que
me	PRO:PER	me
dites	VER:pres	dire
-vous	PRO:PER	vous
?	SENT	?
Quoi	PRO	quoi
,	PUN	,
Madame	NAM	Madame
,	PUN	,
Vous	NAM	Vous
ferez	VER:futu	faire
que	KON	que
silla	VER:simp	siller
finisse	VER:subp	finir
mon	DET:POS	mon
tourment	NOM	tourment
?	SENT	?
Je	PRO:PER	je
ferai	VER:futu	faire
que	KON	que
l'	DET:ART	le
Amour	NAM	Amour
propice	ADJ	propice
Répare	VER:pres	réparer
vos	DET:POS	votre
transports	NOM	transport
jaloux	ADJ	jaloux
Par	NAM	Par
tout	PRO:IND	tout
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
a	VER:pres	avoir
de	PRP	de
plus	ADV	plus
doux	ADJ	doux
;	PUN	;
Mais	VER:impf	Mais
il	PRO:PER	il
faut	VER:pres	falloir
que	KON	que
le	DET:ART	le
Charme	NOM	charme
avec	PRP	avec
vous	PRO:PER	vous
s'	PRO:PER	se
accomplisse	VER:subp	accomplir
,	PUN	,
Ce	NAM	Ce
sont	VER:pres	être
vos	DET:POS	votre
intérêts	NOM	intérêt
,	PUN	,
je	PRO:PER	je
ne	ADV	ne
puis	ADV	puis
rien	ADV	rien
sans	PRP	sans
vous	PRO:PER	vous
.	SENT	.
Dans	PRP	dans
mon	DET:POS	mon
Char	NOM	char
je	PRO:PER	je
vous	PRO:PER	vous
offre	VER:pres	offrir
place	NOM	place
.	SENT	.
Mes	DET:POS	mon
dragons	NOM	dragon
emplumés	VER:pper	emplumer
qui	PRO:REL	qui
le	PRO:PER	le
tiennent	VER:pres	tenir
en	PRP	en
l'	DET:ART	le
air	NOM	air
,	PUN	,
Vers	VER:subi	Vers
moi	PRO:PER	moi
seront	VER:futu	être
prêts	ADJ	prêt
à	PRP	à
voler	VER:infi	voler
Au	VER:futu	Au
moindre	ADJ	moindre
signe	NOM	signe
que	PRO:REL	que
je	PRO:PER	je
fasse	VER:subp	faire
.	SENT	.
Le	DET:ART	le
voilà	ADV	voilà
qui	PRO:REL	qui
descend	VER:pres	descendre
.	SENT	.
Prince	NOM	prince
,	PUN	,
ne	ADV	ne
craignez	VER:pres	craindre
rien	ADV	rien
,	PUN	,
Lorsque	NAM	Lorsque
Circé	NAM	Circé
vous	PRO:PER	vous
sert	VER:pres	servir
de	PRP	de
guide	NOM	guide
.	SENT	.
Est-il	ADJ	Est-il
quelques	PRO:IND	quelque
périls	NOM	péril
dont	PRO:REL	dont
l'	DET:ART	le
amour	NOM	amour
s'	PRO:PER	se
intimide	VER:pres	intimider
,	PUN	,
Quand	NAM	Quand
il	PRO:PER	il
est	VER:pres	être
fort	ADV	fort
comme	KON	comme
le	PRO:PER	le
mien	PRO:POS	mien
?	SENT	?
Glaucus	NOM	Glaucus
entre	PRP	entre
dans	PRP	dans
ie	NOM	ie
Char	NAM	Char
de	PRP	de
Circé	NAM	Circé
,	PUN	,
qui	PRO:REL	qui
l'	PRO:PER	la|le
enlève	VER:pres	enlever
par	PRP	par
l'	DET:ART	le
air	NOM	air
avec	PRP	avec
elle	PRO:PER	elle
dans	PRP	dans
son	DET:POS	son
Palais	NOM	palais
.	SENT	.
DÉCORATION	NOM	décoration
DU	NAM	DU
IIe	NUM	IIe
ACTE	NOM	acte
.	SENT	.
L'	DET:ART	le
Art	NAM	Art
et	KON	et
la	DET:ART	le
Nature	NAM	Nature
ont	VER:pres	avoir
également	ADV	également
part	NOM	part
à	PRP	à
ce	PRO:DEM	ce
qui	PRO:REL	qui
fait	VER:pres	faire
la	DET:ART	le
décoration	NOM	décoration
de	PRP	de
cet	PRO:DEM	ce
acte	NOM	acte
.	SENT	.
Cette	PRO:DEM	ce
grande	ADJ	grand
montagne	NOM	montagne
qui	PRO:REL	qui
a	VER:pres	avoir
paru	VER:pper	paraître
dans	PRP	dans
le	DET:ART	le
premier	NOM	premier
,	PUN	,
s'	PRO:PER	se
abîme	VER:pres	abîmer
d'	PRP	de
une	DET:ART	un
manière	NOM	manière
aussi	ADV	aussi
surprenante	ADJ	surprenant
qu'	KON	que
elle	PRO:PER	elle
s'	PRO:PER	se
était	VER:impf	être
élevée	VER:pper	élever
,	PUN	,
et	KON	et
laisse	VER:pres	laisser
paraître	VER:infi	paraître
en	PRP	en
sa	DET:POS	son
place	NOM	place
un	DET:ART	un
Jardin	NAM	Jardin
rempli	VER:pper	remplir
de	PRP	de
berceaux	NOM	berceau
,	PUN	,
de	PRP	de
fontaines	NOM	fontaine
,	PUN	,
de	PRP	de
plantes	NOM	plante
,	PUN	,
de	PRP	de
fleurs	NOM	fleur
,	PUN	,
de	PRP	de
vases	NOM	vase
,	PUN	,
sur	PRP	sur
lesquels	PRO:REL	lequel
sont	VER:pres	être
des	PRP:det	du
Enfants	NOM	enfant
montés	VER:pper	monter
sur	PRP	sur
des	PRP:det	du
cygnes	NOM	cygne
qui	PRO:REL	qui
jettent	VER:pres	jeter
de	PRP	de
l'	DET:ART	le
eau	NOM	eau
.	SENT	.
On	PRO:PER	on
y	PRO:PER	y
voit	VER:pres	voir
encore	ADV	encore
d'	PRP	de
autres	ADJ	autre
vases	NOM	vase
de	PRP	de
porcelaine	NOM	porcelaine
,	PUN	,
de	PRP	de
terre	NOM	terre
ciselée	VER:pper	ciseler
,	PUN	,
et	KON	et
de	PRP	de
marbre	NOM	marbre
blanc	ADJ	blanc
.	SENT	.
Les	DET:ART	le
ornements	NOM	ornement
en	PRO:PER	en
sont	VER:pres	être
d'	PRP	de
or	NOM	or
,	PUN	,
et	KON	et
ces	PRO:DEM	ce
vases	NOM	vase
sont	VER:pres	être
remplis	VER:pper	remplir
d'	PRP	de
orangers	NOM	oranger
,	PUN	,
d'	PRP	de
arbres	NOM	arbre
fruitiers	ADJ	fruitier
,	PUN	,
et	KON	et
de	PRP	de
fleurs	NOM	fleur
naturelles	ADJ	naturel
.	SENT	.
Allez	VER:pres	aller
rejoindre	VER:infi	rejoindre
votre	DET:POS	votre
Maître	NAM	Maître
,	PUN	,
Et	NAM	Et
nous	PRO:PER	nous
laissez	VER:pres	laisser
ici	ADV	ici
travailler	VER:infi	travailler
en	PRP	en
repos	NOM	repos
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
me	PRO:PER	me
chasser	VER:infi	chasser
un	DET:ART	un
peu	ADV	peu
mal	ADJ	mal
à	PRP	à
propos	NOM	propos
.	SENT	.
Comme	ADV	comme
nouveau	ADJ	nouveau
venu	NOM	venu
,	PUN	,
peut-être	ADV	peut-être
J'	ADJ	J'
ai	VER:pres	avoir
droit	ADJ	droit
de	PRP	de
vous	PRO:PER	vous
dire	VER:infi	dire
trois	NUM	trois
mots	NOM	mot
.	SENT	.
Ma	DET:POS	mon
Soeur	NOM	sœur
,	PUN	,
quand	KON	quand
il	PRO:PER	il
en	PRO:PER	en
dirait	VER:cond	dire
quatre	NUM	quatre
,	PUN	,
Je	PRO:PER	je
crois	VER:pres	croire
qu'	KON	que
il	PRO:PER	il
n'	ADV	ne
en	PRO:PER	en
serait	VER:cond	être
que	KON	que
mieux	ADV	mieux
.	SENT	.
Pourquoi	ADV	pourquoi
de	PRP	de
votre	DET:POS	votre
sérieux	NOM	sérieux
Ne	VER:futu	Ne
vouloir	VER:infi	vouloir
jamais	ADV	jamais
rien	ADV	rien
rabattre	VER:infi	rabattre
.	SENT	.
Il	PRO:PER	il
faut	VER:pres	falloir
rire	VER:infi	rire
,	PUN	,
autrement	ADV	autrement
les	DET:ART	le
jours	NOM	jour
sont	VER:pres	être
ennuyeux	ADJ	ennuyeux
.	SENT	.
Vous	PRO:PER	vous
avez	VER:pres	avoir
le	DET:ART	le
goût	NOM	goût
bon	ADJ	bon
,	PUN	,
ma	DET:POS	mon
chère	NOM	chère
,	PUN	,
La	DET:ART	le
joie	NOM	joie
est	VER:pres	être
toujours	ADV	toujours
de	PRP	de
saison	NOM	saison
.	SENT	.
Je	PRO:PER	je
le	PRO:PER	le
crois	VER:pres	croire
d'	PRP	de
humeur	NOM	humeur
...	PUN	...
À	PRP	à
tout	ADV	tout
faire	VER:infi	faire
.	SENT	.
Badin	ADJ	badin
,	PUN	,
tant	ADV	tant
qu'	KON	que
il	PRO:PER	il
est	VER:pres	être
nécessaire	ADJ	nécessaire
,	PUN	,
Même	NAM	Même
un	DET:ART	un
peu	ADV	peu
plus	ADV	plus
que	KON	que
de	PRP	de
raison	NOM	raison
.	SENT	.
Il	PRO:PER	il
faudra	VER:futu	falloir
faire	VER:infi	faire
connaissance	NOM	connaissance
,	PUN	,
Après	NAM	Après
,	PUN	,
ne	ADV	ne
soit	KON	soit
point	ADV	point
en	PRP	en
souci	NOM	souci
;	PUN	;
Les	DET:ART	le
plaisirs	NOM	plaisir
semblent	VER:pres	sembler
naître	VER:infi	naître
ici	ADV	ici
,	PUN	,
On	VER:subi	On
les	PRO:PER	la|le
y	PRO:PER	y
trouve	VER:pres	trouver
en	PRP	en
abondance	NOM	abondance
.	SENT	.
Mais	KON	mais
qui	PRO:REL	qui
t'	PRO:PER	te
a	VER:pres	avoir
découvert	VER:pper	découvrir
qu'	KON	que
au	PRP:det	au
Palais	NAM	Palais
de	PRP	de
Circé	NAM	Circé
Ton	NAM	Ton
Maître	NAM	Maître
parmi	PRP	parmi
nous	PRO:PER	nous
s'	PRO:PER	se
était	VER:impf	être
laissé	VER:pper	laisser
conduire	VER:infi	conduire
?	SENT	?
Quand	KON	quand
dans	PRP	dans
le	DET:ART	le
Char	NAM	Char
il	PRO:PER	il
s'	PRO:PER	se
est	VER:pres	être
placé	VER:pper	placer
,	PUN	,
Je	PRO:PER	je
n'	ADV	ne
étais	VER:impf	être
qu'	ADV	qu'
à	PRP	à
vingt	NUM	vingt
pas	NOM	pas
,	PUN	,
et	KON	et
venais	VER:impf	venir
pour	PRP	pour
l'	PRO:PER	la|le
instruire	VER:infi	instruire
Du	VER:pper	Du
départ	NOM	départ
de	PRP	de
l'	DET:ART	le
Objet	NOM	objet
dont	PRO:REL	dont
son	DET:POS	son
coeur	NOM	cœur
est	VER:pres	être
blessé	VER:pper	blesser
.	SENT	.
Silla	VER:simp	siller
vers	PRP	vers
ce	PRO:DEM	ce
Palais	NOM	palais
a	VER:pres	avoir
déjà	ADV	déjà
pris	VER:pper	prendre
sa	DET:POS	son
route	NOM	route
;	PUN	;
Pour	NOM	Pour
en	PRP	en
donner	VER:infi	donner
avis	NOM	avis
je	PRO:PER	je
suis	VER:pres	suivre|être
vite	ADV	vite
accouru	VER:pper	accourir
.	SENT	.
Quoi	PRO	quoi
,	PUN	,
presque	ADV	presque
en	PRP	en
un	DET:ART	un
moment	NOM	moment
?	SENT	?
Sans	PRP	sans
doute	NOM	doute
,	PUN	,
Circé	NAM	Circé
sortait	VER:impf	sortir
du	PRP:det	du
Char	NAM	Char
lorsque	KON	lorsque
ici	ADV	ici
j'	PRO:PER	je
ai	VER:pres	avoir
paru	VER:pper	paraître
.	SENT	.
Comme	ADV	comme
mon	DET:POS	mon
Maître	NAM	Maître
est	VER:pres	être
du	PRP:det	du
sang	NOM	sang
de	PRP	de
Borée	NAM	Borée
,	PUN	,
Pour	NAM	Pour
tous	PRO:IND	tout
ceux	PRO:DEM	celui
de	PRP	de
